filename,compound,neg,neu,pos,VERB,NOUN,PRON,ADJ,ADV,ADP,CONJ,DET,NUM,PRT,X,.,perc_not_in_aspell,avg_suggestion_length,entities_per_sentence,entities_per_word,avg_tree_height
clueweb12-0104wb-48-29718,0.02,0.05,0.87,0.07,0.19,0.29,0.03,0.10,0.03,0.10,0.04,0.10,0.00,0.03,0.00,0.09,0.04,16.24,0.26,0.01,2.19
clueweb12-0012wb-49-29894,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0407wb-49-21978,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1612wb-17-11539,-0.08,0.10,0.85,0.06,0.16,0.31,0.02,0.07,0.04,0.09,0.03,0.12,0.01,0.03,0.00,0.13,0.02,29.81,0.57,0.03,2.47
clueweb12-0203wb-80-19534,0.50,0.02,0.70,0.28,0.18,0.29,0.07,0.06,0.05,0.08,0.03,0.10,0.00,0.03,0.00,0.11,0.06,38.78,1.50,0.05,2.80
clueweb12-0603wb-14-20422,-0.05,0.07,0.88,0.05,0.14,0.30,0.02,0.10,0.04,0.10,0.04,0.09,0.02,0.02,0.00,0.13,0.08,26.93,0.69,0.03,2.43
clueweb12-0309wb-15-02484,-0.23,0.11,0.83,0.06,0.19,0.32,0.02,0.06,0.02,0.10,0.03,0.13,0.01,0.04,0.00,0.10,0.04,24.54,0.44,0.02,2.36
clueweb12-1113wb-96-07056,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0210wb-99-01077,0.33,0.06,0.72,0.23,0.17,0.26,0.05,0.13,0.06,0.10,0.02,0.04,0.03,0.02,0.00,0.13,0.13,26.85,0.43,0.03,2.29
clueweb12-0717wb-13-04527,-0.13,0.09,0.86,0.05,0.14,0.27,0.01,0.09,0.05,0.11,0.05,0.12,0.01,0.02,0.00,0.12,0.05,22.39,0.37,0.02,2.37
clueweb12-1505wb-11-07354,-0.03,0.06,0.89,0.05,0.12,0.31,0.04,0.10,0.04,0.11,0.03,0.14,0.00,0.01,0.00,0.09,0.06,23.95,0.93,0.04,2.60
clueweb12-0105wb-05-32920,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0100tw-25-00069,-0.23,0.13,0.82,0.05,0.17,0.28,0.03,0.12,0.03,0.12,0.03,0.08,0.00,0.03,0.00,0.11,0.03,19.64,0.41,0.02,2.32
clueweb12-0106wb-65-06737,0.01,0.06,0.87,0.06,0.18,0.29,0.01,0.10,0.05,0.08,0.05,0.10,0.01,0.02,0.00,0.11,0.02,30.73,0.26,0.02,2.26
clueweb12-1615wb-50-05912,0.03,0.06,0.81,0.13,0.23,0.21,0.10,0.03,0.09,0.10,0.02,0.08,0.02,0.03,0.00,0.11,0.07,36.91,0.19,0.01,2.19
clueweb12-0303wb-42-11785,-0.21,0.13,0.84,0.03,0.18,0.25,0.06,0.06,0.05,0.13,0.03,0.08,0.02,0.03,0.00,0.12,0.05,39.08,0.27,0.01,2.24
clueweb12-1201wb-30-17764,-0.03,0.03,0.96,0.02,0.17,0.30,0.02,0.08,0.04,0.09,0.03,0.07,0.01,0.02,0.00,0.16,0.08,22.30,1.07,0.06,2.60
clueweb12-1210wb-71-04715,-0.24,0.18,0.78,0.04,0.18,0.29,0.07,0.07,0.08,0.07,0.04,0.05,0.01,0.01,0.00,0.13,0.00,0.00,0.57,0.05,2.43
clueweb12-0108wb-09-02715,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1606wb-01-30604,0.05,0.08,0.85,0.07,0.20,0.26,0.07,0.10,0.05,0.10,0.05,0.07,0.00,0.02,0.00,0.09,0.08,24.23,0.72,0.05,2.39
clueweb12-0604wb-58-32955,-0.04,0.05,0.92,0.03,0.18,0.25,0.05,0.13,0.05,0.11,0.04,0.08,0.00,0.03,0.00,0.08,0.01,20.33,0.15,0.01,2.15
clueweb12-0204wb-39-27497,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1010wb-51-02894,0.18,0.00,0.92,0.08,0.13,0.33,0.04,0.07,0.03,0.13,0.03,0.10,0.01,0.01,0.00,0.13,0.04,34.78,2.56,0.10,2.67
clueweb12-0013wb-77-01609,-0.04,0.07,0.87,0.06,0.14,0.28,0.03,0.08,0.05,0.12,0.03,0.10,0.02,0.03,0.00,0.13,0.08,35.65,0.91,0.04,2.57
clueweb12-1707wb-91-15527,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0208wb-30-28544,0.03,0.08,0.82,0.10,0.18,0.26,0.09,0.06,0.06,0.09,0.03,0.07,0.01,0.02,0.00,0.14,0.07,27.95,0.54,0.04,2.45
clueweb12-0702wb-26-02906,-0.16,0.05,0.93,0.02,0.23,0.26,0.06,0.07,0.03,0.12,0.04,0.10,0.00,0.01,0.00,0.08,0.04,15.00,0.64,0.03,2.45
clueweb12-0204wb-68-13962,-0.25,0.11,0.86,0.03,0.08,0.34,0.01,0.11,0.03,0.09,0.05,0.08,0.01,0.02,0.00,0.17,0.08,26.23,0.52,0.02,2.44
clueweb12-0111wb-56-24968,0.01,0.09,0.83,0.08,0.15,0.31,0.03,0.08,0.03,0.11,0.04,0.10,0.02,0.02,0.00,0.11,0.04,41.05,0.35,0.02,2.19
clueweb12-0608wb-95-08960,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1010wb-13-15602,0.01,0.06,0.87,0.07,0.14,0.27,0.04,0.08,0.05,0.10,0.04,0.08,0.03,0.02,0.00,0.15,0.10,32.58,0.57,0.03,2.37
clueweb12-0412wb-21-29493,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0305wb-85-21873,0.05,0.05,0.90,0.06,0.15,0.35,0.00,0.08,0.02,0.09,0.02,0.09,0.01,0.01,0.00,0.17,0.04,26.88,1.41,0.07,2.74
clueweb12-1511wb-12-05816,0.24,0.00,0.95,0.06,0.14,0.29,0.03,0.14,0.06,0.09,0.09,0.06,0.00,0.00,0.00,0.11,0.23,21.25,1.00,0.06,2.50
clueweb12-1513wb-14-09422,-0.18,0.09,0.88,0.04,0.18,0.28,0.03,0.10,0.04,0.11,0.05,0.08,0.01,0.03,0.00,0.09,0.07,26.02,0.50,0.02,2.44
clueweb12-0010wb-24-00882,0.10,0.08,0.81,0.11,0.21,0.28,0.04,0.11,0.09,0.07,0.02,0.06,0.02,0.03,0.00,0.07,0.10,24.02,0.10,0.00,2.10
clueweb12-0605wb-99-22603,-0.06,0.08,0.84,0.06,0.20,0.20,0.09,0.07,0.07,0.10,0.03,0.11,0.01,0.03,0.00,0.09,0.02,30.50,0.16,0.01,2.14
clueweb12-0205wb-49-24303,0.15,0.03,0.82,0.15,0.17,0.28,0.07,0.06,0.04,0.11,0.07,0.09,0.01,0.04,0.00,0.07,0.04,33.25,0.13,0.01,2.13
clueweb12-0206wb-21-25401,-0.07,0.09,0.84,0.06,0.18,0.30,0.04,0.07,0.03,0.09,0.04,0.11,0.00,0.03,0.00,0.11,0.05,19.90,0.69,0.05,2.47
clueweb12-0405wb-76-23121,0.08,0.04,0.91,0.06,0.14,0.29,0.03,0.09,0.04,0.11,0.03,0.09,0.03,0.02,0.00,0.12,0.10,36.99,1.36,0.04,2.64
clueweb12-0307wb-71-02848,0.04,0.05,0.87,0.08,0.08,0.36,0.00,0.09,0.03,0.12,0.03,0.06,0.04,0.01,0.00,0.17,0.13,24.31,1.41,0.04,2.45
clueweb12-0708wb-93-09597,0.21,0.00,0.88,0.12,0.18,0.22,0.07,0.08,0.08,0.06,0.02,0.11,0.00,0.03,0.00,0.15,0.03,52.33,0.17,0.01,2.17
clueweb12-0012wb-10-06609,-0.16,0.10,0.86,0.04,0.15,0.31,0.01,0.10,0.03,0.12,0.04,0.08,0.01,0.04,0.00,0.12,0.10,31.50,0.79,0.04,2.66
clueweb12-0408wb-91-06579,-0.51,0.17,0.80,0.03,0.06,0.48,0.01,0.02,0.01,0.09,0.01,0.05,0.15,0.02,0.00,0.09,0.22,42.69,3.94,0.12,2.88
clueweb12-0104wb-48-23181,-0.00,0.07,0.84,0.08,0.13,0.30,0.02,0.09,0.04,0.11,0.04,0.08,0.02,0.03,0.00,0.13,0.06,41.43,0.57,0.02,2.38
clueweb12-0309wb-46-28508,0.24,0.03,0.86,0.11,0.19,0.28,0.05,0.07,0.04,0.09,0.04,0.10,0.01,0.03,0.00,0.10,0.03,24.21,0.49,0.02,2.34
clueweb12-1406wb-81-15891,0.05,0.02,0.95,0.03,0.08,0.31,0.01,0.04,0.03,0.08,0.01,0.11,0.00,0.04,0.00,0.28,0.15,29.93,0.30,0.01,2.19
clueweb12-1700wb-82-28143,-0.03,0.10,0.78,0.09,0.17,0.24,0.06,0.08,0.05,0.09,0.04,0.10,0.01,0.03,0.00,0.13,0.06,38.26,0.21,0.01,2.17
clueweb12-0003wb-56-25641,-0.00,0.06,0.91,0.03,0.20,0.18,0.12,0.07,0.07,0.10,0.02,0.07,0.03,0.03,0.00,0.10,0.07,34.04,0.09,0.01,2.09
clueweb12-1806wb-76-13515,0.20,0.02,0.84,0.14,0.19,0.27,0.09,0.08,0.03,0.10,0.03,0.06,0.00,0.05,0.00,0.10,0.04,19.28,0.53,0.02,2.37
clueweb12-0403wb-37-14691,-0.14,0.09,0.87,0.04,0.14,0.37,0.01,0.10,0.03,0.11,0.04,0.05,0.02,0.02,0.00,0.11,0.10,20.66,1.24,0.06,2.68
clueweb12-1513wb-80-02015,0.25,0.04,0.83,0.14,0.17,0.27,0.12,0.07,0.05,0.10,0.02,0.06,0.02,0.03,0.00,0.09,0.07,34.85,0.44,0.02,2.35
clueweb12-1103wb-55-09072,-0.21,0.16,0.78,0.06,0.16,0.29,0.05,0.07,0.05,0.08,0.04,0.06,0.03,0.02,0.00,0.14,0.07,39.45,0.50,0.03,2.36
clueweb12-1006wb-83-14097,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0110wb-95-19293,-0.08,0.09,0.85,0.06,0.18,0.21,0.09,0.08,0.06,0.10,0.05,0.06,0.02,0.02,0.00,0.11,0.07,32.77,0.32,0.02,2.22
clueweb12-0210wb-25-10285,-0.04,0.06,0.90,0.04,0.17,0.24,0.02,0.08,0.06,0.12,0.03,0.13,0.01,0.03,0.00,0.11,0.03,18.38,0.15,0.01,2.15
clueweb12-0001wb-19-09192,-0.09,0.09,0.85,0.06,0.14,0.37,0.02,0.10,0.02,0.09,0.05,0.09,0.00,0.04,0.00,0.11,0.04,13.02,1.64,0.06,2.64
clueweb12-0903wb-88-19809,0.19,0.08,0.75,0.17,0.09,0.36,0.01,0.08,0.07,0.11,0.03,0.08,0.00,0.01,0.00,0.14,0.20,17.77,2.61,0.09,2.84
clueweb12-1613wb-37-03135,0.01,0.11,0.76,0.12,0.18,0.25,0.05,0.08,0.05,0.10,0.04,0.09,0.01,0.04,0.00,0.10,0.02,34.32,0.31,0.02,2.26
clueweb12-0006wb-33-05778,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0203wb-37-11498,-0.19,0.10,0.87,0.03,0.20,0.30,0.03,0.09,0.07,0.09,0.02,0.06,0.00,0.03,0.00,0.12,0.02,21.75,0.14,0.01,2.14
clueweb12-0405wb-12-10920,-0.12,0.09,0.85,0.06,0.12,0.32,0.01,0.12,0.02,0.11,0.04,0.08,0.02,0.01,0.00,0.13,0.12,26.01,0.75,0.03,2.48
clueweb12-1703wb-95-04224,0.09,0.06,0.87,0.08,0.14,0.25,0.06,0.06,0.05,0.09,0.03,0.05,0.05,0.02,0.00,0.21,0.27,38.71,0.75,0.04,2.55
clueweb12-1209wb-60-00850,-0.02,0.05,0.90,0.06,0.09,0.40,0.00,0.12,0.03,0.11,0.05,0.04,0.00,0.04,0.00,0.12,0.04,35.50,1.25,0.04,2.75
clueweb12-1111wb-93-13007,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1514wb-34-03261,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0405wb-58-22346,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0104wb-58-09560,0.01,0.05,0.85,0.10,0.19,0.23,0.08,0.07,0.06,0.09,0.05,0.07,0.01,0.03,0.00,0.13,0.06,38.94,0.29,0.01,2.21
clueweb12-1118wb-68-05980,0.25,0.05,0.78,0.17,0.13,0.30,0.06,0.09,0.06,0.09,0.04,0.08,0.01,0.03,0.00,0.12,0.07,31.45,0.69,0.03,2.44
clueweb12-0301wb-52-01007,0.00,0.10,0.76,0.14,0.16,0.26,0.01,0.10,0.03,0.08,0.02,0.11,0.04,0.04,0.01,0.12,0.07,18.87,0.26,0.02,2.16
clueweb12-1708wb-92-10624,0.07,0.04,0.88,0.08,0.15,0.30,0.04,0.09,0.03,0.11,0.02,0.08,0.03,0.02,0.00,0.14,0.02,22.55,0.22,0.01,2.22
clueweb12-1700wb-03-28649,-0.05,0.07,0.89,0.05,0.14,0.30,0.01,0.11,0.04,0.10,0.04,0.09,0.01,0.02,0.00,0.14,0.08,18.49,0.52,0.03,2.40
clueweb12-0311wb-01-26515,-0.04,0.07,0.88,0.06,0.19,0.22,0.11,0.05,0.05,0.08,0.05,0.09,0.02,0.03,0.00,0.12,0.06,41.19,0.22,0.01,2.19
clueweb12-0902wb-72-19552,0.01,0.05,0.89,0.06,0.17,0.24,0.06,0.08,0.06,0.11,0.03,0.11,0.01,0.03,0.00,0.11,0.06,27.91,0.19,0.01,2.18
clueweb12-1500wb-81-10530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0309wb-15-17111,-0.02,0.07,0.87,0.06,0.18,0.26,0.03,0.10,0.04,0.12,0.03,0.08,0.01,0.03,0.00,0.11,0.05,25.88,0.62,0.03,2.54
clueweb12-0306wb-38-29732,-0.11,0.10,0.84,0.06,0.16,0.34,0.04,0.07,0.02,0.10,0.05,0.09,0.00,0.02,0.00,0.11,0.02,28.69,0.55,0.02,2.39
clueweb12-1616wb-42-03383,0.45,0.01,0.80,0.19,0.16,0.28,0.07,0.08,0.04,0.09,0.02,0.10,0.02,0.03,0.00,0.11,0.09,30.68,0.75,0.03,2.56
clueweb12-0005wb-35-28072,-0.17,0.07,0.91,0.02,0.10,0.37,0.00,0.11,0.03,0.12,0.04,0.05,0.00,0.00,0.00,0.17,0.09,24.22,0.23,0.01,2.23
clueweb12-1005wb-26-10574,-0.01,0.05,0.91,0.04,0.12,0.31,0.01,0.12,0.02,0.12,0.04,0.08,0.04,0.02,0.00,0.12,0.11,27.52,0.61,0.03,2.40
clueweb12-1805wb-12-09751,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1702wb-45-07195,0.17,0.05,0.84,0.11,0.14,0.33,0.01,0.10,0.04,0.12,0.03,0.08,0.02,0.02,0.00,0.12,0.11,23.58,0.61,0.03,2.49
clueweb12-0506wb-46-19417,0.07,0.06,0.86,0.08,0.15,0.36,0.01,0.11,0.02,0.13,0.02,0.06,0.00,0.02,0.00,0.11,0.05,25.10,0.89,0.04,2.44
clueweb12-0715wb-77-14030,0.42,0.02,0.83,0.15,0.13,0.28,0.08,0.11,0.03,0.12,0.03,0.08,0.00,0.04,0.00,0.08,0.04,18.79,0.74,0.03,2.53
clueweb12-0203wb-39-23967,0.50,0.04,0.71,0.25,0.12,0.36,0.02,0.12,0.00,0.09,0.06,0.08,0.01,0.03,0.00,0.11,0.04,18.25,0.25,0.01,2.25
clueweb12-1415wb-93-27907,-0.05,0.07,0.84,0.09,0.15,0.27,0.05,0.12,0.06,0.12,0.05,0.06,0.02,0.01,0.00,0.09,0.05,39.31,0.95,0.03,2.55
clueweb12-1409wb-26-00265,-0.08,0.07,0.90,0.04,0.12,0.35,0.01,0.10,0.02,0.12,0.03,0.10,0.01,0.03,0.00,0.10,0.05,27.09,0.51,0.03,2.37
clueweb12-0703wb-93-36165,0.43,0.01,0.76,0.23,0.14,0.33,0.04,0.10,0.04,0.09,0.04,0.07,0.01,0.03,0.00,0.10,0.07,20.04,0.85,0.04,2.73
clueweb12-1708wb-55-02781,0.17,0.08,0.78,0.14,0.15,0.31,0.02,0.09,0.04,0.10,0.04,0.12,0.01,0.03,0.00,0.10,0.03,33.07,0.74,0.04,2.59
clueweb12-1017wb-34-29228,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1106wb-27-12746,-0.10,0.07,0.88,0.05,0.15,0.38,0.01,0.18,0.05,0.09,0.04,0.03,0.01,0.01,0.00,0.05,0.26,18.71,0.71,0.04,2.50
clueweb12-0000wb-48-08896,-0.02,0.04,0.92,0.03,0.17,0.27,0.06,0.07,0.04,0.10,0.04,0.11,0.01,0.03,0.00,0.11,0.05,21.87,0.27,0.02,2.23
clueweb12-0103wb-91-27057,-0.13,0.09,0.88,0.03,0.14,0.28,0.01,0.15,0.04,0.09,0.05,0.08,0.00,0.01,0.00,0.15,0.06,19.30,0.46,0.03,2.44
clueweb12-1806wb-73-24909,0.03,0.06,0.86,0.08,0.17,0.24,0.03,0.12,0.05,0.11,0.04,0.10,0.00,0.02,0.00,0.13,0.04,16.42,0.17,0.01,2.14
clueweb12-0700wb-23-27180,0.10,0.04,0.85,0.11,0.19,0.20,0.11,0.06,0.05,0.07,0.03,0.08,0.03,0.03,0.00,0.15,0.13,43.62,0.29,0.02,2.27
clueweb12-1407wb-95-02307,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0301wb-20-07752,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0109wb-81-01919,0.06,0.05,0.87,0.08,0.16,0.26,0.04,0.10,0.05,0.10,0.04,0.09,0.01,0.02,0.00,0.14,0.05,28.60,0.38,0.02,2.32
clueweb12-0108wb-82-16724,-0.18,0.09,0.88,0.03,0.19,0.24,0.05,0.08,0.07,0.11,0.03,0.07,0.02,0.02,0.00,0.10,0.02,28.24,0.23,0.01,2.19
clueweb12-0600tw-01-07162,-0.06,0.05,0.91,0.03,0.12,0.29,0.01,0.16,0.07,0.12,0.04,0.08,0.01,0.01,0.00,0.11,0.15,12.65,0.35,0.02,2.30
clueweb12-1314wb-11-01170,-0.12,0.10,0.83,0.07,0.18,0.28,0.04,0.09,0.05,0.12,0.04,0.08,0.01,0.03,0.00,0.09,0.05,27.22,0.67,0.02,2.39
clueweb12-0202wb-03-34036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0012wb-27-07656,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1003wb-73-00280,-0.08,0.07,0.87,0.06,0.20,0.22,0.04,0.09,0.05,0.13,0.02,0.12,0.00,0.03,0.00,0.10,0.01,30.00,0.06,0.00,2.06
clueweb12-0304wb-95-11848,-0.08,0.08,0.87,0.04,0.14,0.30,0.02,0.11,0.02,0.11,0.03,0.13,0.02,0.02,0.00,0.09,0.04,21.63,0.40,0.02,2.35
clueweb12-0811wb-47-01403,0.14,0.06,0.85,0.09,0.16,0.25,0.04,0.09,0.05,0.12,0.02,0.13,0.01,0.03,0.00,0.10,0.04,29.37,0.46,0.02,2.27
clueweb12-0004wb-79-29419,-0.24,0.07,0.93,0.00,0.09,0.24,0.02,0.14,0.06,0.14,0.05,0.07,0.09,0.00,0.00,0.09,0.05,30.00,0.00,0.00,2.00
clueweb12-1504wb-35-03899,-0.00,0.07,0.87,0.05,0.13,0.36,0.03,0.09,0.04,0.08,0.04,0.06,0.01,0.02,0.00,0.15,0.15,8.92,0.64,0.08,2.61
clueweb12-1413wb-36-09179,-0.07,0.04,0.95,0.01,0.08,0.29,0.00,0.10,0.04,0.09,0.03,0.11,0.05,0.01,0.00,0.19,0.11,32.58,0.51,0.05,2.42
clueweb12-1709wb-68-03567,-0.09,0.10,0.87,0.03,0.15,0.30,0.01,0.15,0.05,0.08,0.04,0.08,0.01,0.01,0.00,0.12,0.03,28.11,0.28,0.02,2.28
clueweb12-0609wb-47-23408,0.06,0.04,0.90,0.06,0.17,0.27,0.02,0.11,0.04,0.09,0.05,0.10,0.02,0.02,0.00,0.11,0.06,22.31,0.26,0.02,2.25
clueweb12-1911wb-13-28062,-0.33,0.18,0.78,0.04,0.16,0.26,0.03,0.10,0.06,0.09,0.04,0.10,0.01,0.02,0.00,0.11,0.03,41.65,0.33,0.01,2.33
clueweb12-1715wb-45-22897,0.04,0.09,0.80,0.11,0.19,0.26,0.07,0.07,0.05,0.13,0.03,0.09,0.01,0.03,0.00,0.08,0.04,29.85,0.65,0.03,2.43
clueweb12-1007wb-83-29208,-0.25,0.16,0.79,0.05,0.12,0.32,0.03,0.04,0.01,0.10,0.02,0.06,0.15,0.05,0.00,0.11,0.17,37.76,1.17,0.04,2.72
clueweb12-0110wb-26-10310,0.00,0.06,0.86,0.08,0.16,0.22,0.11,0.07,0.05,0.09,0.02,0.07,0.03,0.03,0.00,0.15,0.04,41.55,0.27,0.02,2.25
clueweb12-0408wb-21-27840,0.34,0.00,0.81,0.19,0.05,0.46,0.03,0.03,0.05,0.05,0.03,0.10,0.03,0.00,0.00,0.18,0.23,24.33,2.00,0.10,3.00
clueweb12-0410wb-62-16593,0.26,0.07,0.68,0.25,0.07,0.31,0.00,0.16,0.00,0.11,0.04,0.04,0.00,0.07,0.00,0.20,0.00,0.00,0.50,0.02,2.50
clueweb12-1713wb-77-04011,-0.02,0.05,0.77,0.05,0.13,0.23,0.05,0.06,0.05,0.13,0.04,0.09,0.02,0.03,0.00,0.17,0.10,40.19,1.04,0.04,2.52
clueweb12-0205wb-68-12608,0.07,0.02,0.92,0.06,0.10,0.43,0.01,0.08,0.03,0.08,0.05,0.06,0.01,0.02,0.00,0.12,0.09,26.18,2.43,0.06,2.67
clueweb12-1500tw-49-19779,0.41,0.02,0.86,0.12,0.18,0.28,0.03,0.10,0.08,0.12,0.01,0.12,0.01,0.02,0.00,0.05,0.12,28.77,1.40,0.04,2.90
clueweb12-0403wb-99-22809,-0.04,0.07,0.87,0.06,0.14,0.32,0.05,0.06,0.04,0.07,0.02,0.11,0.04,0.03,0.00,0.12,0.10,37.42,0.31,0.03,2.31
clueweb12-0005wb-65-24308,-0.09,0.09,0.85,0.05,0.21,0.21,0.11,0.06,0.09,0.08,0.05,0.07,0.02,0.03,0.00,0.08,0.08,33.06,0.13,0.01,2.12
clueweb12-0111wb-71-29814,0.56,0.00,0.83,0.17,0.05,0.35,0.02,0.14,0.00,0.08,0.05,0.07,0.01,0.00,0.00,0.22,0.27,25.57,4.00,0.14,2.67
clueweb12-1810wb-99-23385,-0.09,0.09,0.86,0.05,0.18,0.29,0.05,0.09,0.04,0.11,0.04,0.07,0.01,0.03,0.00,0.09,0.07,31.21,0.46,0.03,2.35
clueweb12-1400wb-31-16791,0.25,0.02,0.87,0.10,0.12,0.28,0.01,0.13,0.05,0.12,0.03,0.09,0.02,0.02,0.00,0.12,0.08,14.53,0.69,0.03,2.35
clueweb12-1009wb-21-04820,-0.01,0.04,0.92,0.04,0.15,0.29,0.04,0.13,0.03,0.10,0.04,0.09,0.00,0.02,0.00,0.11,0.02,22.78,0.53,0.03,2.42
clueweb12-0403wb-22-29588,-0.20,0.19,0.73,0.09,0.16,0.27,0.05,0.10,0.06,0.12,0.03,0.09,0.01,0.02,0.00,0.09,0.02,44.88,0.09,0.00,2.09
clueweb12-0013wb-23-03530,-0.19,0.15,0.76,0.09,0.16,0.30,0.05,0.09,0.05,0.10,0.05,0.07,0.01,0.02,0.00,0.13,0.08,37.13,0.98,0.04,2.53
clueweb12-1907wb-10-11825,0.01,0.06,0.88,0.06,0.11,0.34,0.02,0.09,0.02,0.09,0.03,0.07,0.02,0.02,0.00,0.18,0.11,22.51,1.50,0.07,2.81
clueweb12-0102wb-62-30666,0.07,0.11,0.70,0.19,0.12,0.27,0.02,0.14,0.06,0.09,0.04,0.08,0.01,0.03,0.00,0.13,0.06,26.46,0.22,0.01,2.22
clueweb12-0411wb-27-15532,-0.17,0.12,0.82,0.06,0.15,0.31,0.01,0.10,0.04,0.10,0.04,0.10,0.00,0.03,0.00,0.10,0.03,13.20,0.66,0.03,2.55
clueweb12-1315wb-73-09431,-0.03,0.11,0.79,0.10,0.15,0.32,0.03,0.06,0.04,0.11,0.04,0.07,0.02,0.02,0.00,0.14,0.12,27.11,1.08,0.05,2.44
clueweb12-0913wb-14-03823,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0914wb-43-18847,-0.16,0.12,0.84,0.04,0.17,0.30,0.08,0.05,0.06,0.08,0.03,0.07,0.02,0.03,0.00,0.10,0.06,43.61,0.73,0.03,2.26
clueweb12-0004wb-17-05012,-0.06,0.07,0.85,0.08,0.16,0.26,0.07,0.09,0.04,0.11,0.03,0.09,0.01,0.03,0.00,0.11,0.02,20.20,0.12,0.01,2.12
clueweb12-1211wb-43-18651,0.06,0.06,0.85,0.09,0.17,0.28,0.03,0.08,0.05,0.10,0.03,0.11,0.03,0.02,0.00,0.09,0.03,28.22,0.45,0.02,2.33
clueweb12-0000wb-10-14555,0.28,0.05,0.80,0.15,0.15,0.29,0.04,0.15,0.02,0.09,0.03,0.08,0.00,0.03,0.00,0.12,0.07,29.11,1.17,0.05,2.48
clueweb12-1908wb-84-13935,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
