filename,lm_simplewiki,lm_enwiki
clueweb12-1702wb-99-05798,0.000,0.000
clueweb12-1207wb-87-21624,0.000,0.000
clueweb12-1713wb-54-30731,-1074.600,-1138.012
clueweb12-0401wb-54-17696,-10026.716,-10666.410
clueweb12-0713wb-77-02296,-182.388,-183.509
clueweb12-0709wb-80-01844,-1081.546,-1118.559
clueweb12-0508wb-94-22644,-8940.299,-9009.855
clueweb12-1304wb-90-05945,0.000,0.000
clueweb12-1501wb-15-12148,-137537.453,-147656.969
clueweb12-1807wb-06-06752,-6030.494,-6288.381
clueweb12-1501wb-23-05848,-1679.683,-1853.161
clueweb12-0208wb-89-14375,-805.075,-831.298
clueweb12-0107wb-63-14004,-804.143,-858.347
clueweb12-0006wb-36-08890,0.000,0.000
clueweb12-0711wb-31-16753,-454.409,-452.400
clueweb12-0013wb-64-15248,-249.930,-262.993
clueweb12-0500wb-96-05614,-1368.251,-1396.425
clueweb12-0100wb-77-33633,-1711.227,-1801.599
clueweb12-0007wb-23-03066,-1007.281,-1030.052
clueweb12-0109wb-79-17346,-355.117,-367.611
clueweb12-1711wb-24-25176,-1772.557,-1851.277
clueweb12-0604wb-65-15118,-377.222,-406.413
clueweb12-0815wb-95-02405,0.000,0.000
clueweb12-1712wb-75-02813,0.000,0.000
clueweb12-0807wb-17-15578,-11088.152,-11300.433
clueweb12-0505wb-31-30115,-2032.912,-2041.215
clueweb12-0007wb-69-23507,-8961.224,-9540.143
clueweb12-0006wb-89-35464,0.000,0.000
clueweb12-0602wb-75-23785,-4587.406,-4833.732
clueweb12-1203wb-57-07028,0.000,0.000
clueweb12-0006wb-16-19102,0.000,0.000
clueweb12-1905wb-84-04393,-1079.592,-1144.074
clueweb12-0312wb-01-04852,-9344.765,-9534.943
clueweb12-1118wb-22-24789,-2028.894,-2053.830
clueweb12-0301wb-62-01938,-2095.435,-2239.306
clueweb12-0006wb-66-03808,-15870.632,-16019.686
clueweb12-0807wb-01-20784,-1205.987,-1212.984
clueweb12-0906wb-56-26897,-153.281,-169.305
clueweb12-0208wb-56-21987,-390.063,-415.231
clueweb12-0112wb-17-27614,-10109.090,-10152.685
clueweb12-0403wb-22-29588,-1210.405,-1212.846
clueweb12-1309wb-35-33831,-1734.566,-1861.621
clueweb12-0304wb-15-34727,-2682.207,-2864.774
clueweb12-0708wb-73-25623,-3859.943,-3957.840
clueweb12-0204wb-08-20788,-1960.185,-2079.669
clueweb12-1000tw-89-05183,-116.365,-121.432
clueweb12-1804wb-42-21357,-380.474,-412.441
clueweb12-0601wb-53-04062,-13088.295,-13762.706
clueweb12-0112wb-69-07054,-1842.768,-1936.976
clueweb12-1214wb-82-08590,-42758.352,-42941.066
clueweb12-0110wb-03-12836,-311.117,-318.255
clueweb12-1614wb-22-21141,-13372.733,-14170.787
clueweb12-0406wb-03-23598,-698.184,-739.469
clueweb12-1612wb-93-02882,-2912.401,-3099.317
clueweb12-1507wb-66-28604,-123132.961,-132264.578
clueweb12-0207wb-78-27894,-124954.172,-127080.867
clueweb12-0714wb-19-13229,-23246.330,-24943.572
clueweb12-0206wb-46-18552,-15972.118,-15768.974
clueweb12-0111wb-69-12158,-1257.146,-1231.365
clueweb12-0208wb-46-05527,0.000,0.000
clueweb12-1501wb-75-23593,-8405.749,-8665.941
clueweb12-1403wb-21-32938,-5936.626,-6342.613
clueweb12-1403wb-13-13731,-1374.512,-1457.854
clueweb12-1305wb-35-05332,-2512.804,-2659.626
clueweb12-0408wb-31-22905,-12110.724,-12791.784
clueweb12-0210wb-24-24289,-8264.790,-8599.316
clueweb12-0711wb-59-01831,-5944.564,-6388.684
clueweb12-0013wb-81-07414,0.000,0.000
clueweb12-1807wb-85-01581,-312.129,-337.466
clueweb12-0607wb-82-29347,-9065.542,-9509.696
clueweb12-1709wb-99-01291,-1175.859,-1254.654
clueweb12-1905wb-28-09960,-3501.501,-3709.118
clueweb12-0906wb-11-04680,-823.421,-803.426
clueweb12-0107wb-91-24476,0.000,0.000
clueweb12-1711wb-99-18800,-2250.610,-2324.309
clueweb12-0501wb-58-11707,-8917.070,-9127.052
clueweb12-1200tw-31-12725,-1108.342,-1158.299
clueweb12-1806wb-46-20834,-1575.213,-1686.524
clueweb12-1806wb-64-28088,-4475.919,-4504.747
clueweb12-1911wb-86-10510,-162.272,-172.485
clueweb12-1013wb-56-28470,-15424.104,-16625.426
clueweb12-0205wb-64-16084,-2147.135,-2258.418
clueweb12-1810wb-47-07578,0.000,0.000
clueweb12-1500tw-75-06821,-39226.609,-41557.090
clueweb12-1813wb-06-19711,0.000,0.000
clueweb12-0010wb-31-23281,-4194.872,-4519.365
clueweb12-0304wb-46-29526,-2108.386,-2157.430
clueweb12-0612wb-03-33632,0.000,0.000
clueweb12-0407wb-58-05863,-17571.936,-18144.668
clueweb12-0303wb-28-15822,-6419.807,-6955.068
clueweb12-0909wb-35-28090,-35244.551,-36243.672
clueweb12-1102wb-36-26222,-1069.890,-1046.407
clueweb12-0610wb-09-00923,-10708.727,-11181.624
clueweb12-0404wb-29-13153,-1607.485,-1673.468
clueweb12-1012wb-41-02186,0.000,0.000
clueweb12-1612wb-09-19371,0.000,0.000
clueweb12-1106wb-30-02995,-22291.660,-23535.637
clueweb12-0601wb-59-22257,-3156.414,-3379.312
clueweb12-0111wb-56-01726,-239.066,-269.284
clueweb12-0107wb-80-21556,-1823.837,-1858.390
clueweb12-0702wb-96-29849,-569.458,-567.378
clueweb12-0106wb-16-20485,-5622.631,-5509.281
clueweb12-0111wb-44-27615,-7860.672,-8423.756
clueweb12-1108wb-11-31100,-1189.075,-1262.120
clueweb12-0209wb-96-04744,-15258.747,-16430.074
clueweb12-1411wb-88-05901,-1410.796,-1468.613
clueweb12-1206wb-84-02350,-3532.162,-3805.448
clueweb12-1708wb-12-26727,-4066.299,-4238.632
clueweb12-1607wb-33-10111,-1015.136,-1116.633
clueweb12-0401wb-13-20783,-2833.516,-3114.265
clueweb12-1712wb-29-26661,-1735.998,-1801.477
clueweb12-0917wb-64-03112,-940.335,-952.419
clueweb12-1006wb-24-12567,-1291.206,-1323.278
clueweb12-0308wb-20-23750,-504.492,-526.671
clueweb12-0000wb-58-14000,-1469.606,-1466.989
clueweb12-0808wb-59-12416,-715.878,-751.697
clueweb12-1804wb-95-21234,-3391.740,-3355.841
clueweb12-0002wb-71-17501,-3747.544,-4247.210
clueweb12-0814wb-91-25552,-1252.636,-1285.308
clueweb12-0013wb-51-23888,-151.071,-164.572
clueweb12-0800wb-03-06778,-1939.831,-1978.213
clueweb12-1012wb-47-18209,-7638.457,-7933.141
clueweb12-1301wb-04-06495,0.000,0.000
clueweb12-0004wb-64-32337,-7390.645,-7279.037
clueweb12-0700tw-81-11910,-1392.641,-1456.839
clueweb12-1005wb-90-16791,-5268.068,-5295.204
clueweb12-0709wb-25-14767,-1961.797,-2046.109
clueweb12-0203wb-78-26234,-3579.098,-3677.220
clueweb12-1705wb-63-18209,-78798.281,-83953.445
clueweb12-1413wb-22-20583,-3360.300,-3455.379
clueweb12-0210wb-23-23472,-3163.125,-3235.468
clueweb12-0501wb-50-17908,-1559.756,-1645.597
clueweb12-0104wb-60-15772,-13065.537,-13363.318
clueweb12-0917wb-66-02930,-2127.188,-2166.234
clueweb12-1711wb-56-01082,-1230.331,-1312.096
clueweb12-0104wb-43-28769,-40447.480,-43599.352
clueweb12-0505wb-94-20448,-603.505,-664.346
clueweb12-1509wb-77-04914,-31776.445,-33167.809
clueweb12-0404wb-53-11875,-640.988,-700.042
clueweb12-1706wb-14-10763,-3463.995,-3488.338
clueweb12-0013wb-34-09428,-35442.758,-38234.891
clueweb12-1403wb-53-10563,-617.011,-635.789
clueweb12-1009wb-82-14442,-152.401,-159.228
clueweb12-0305wb-11-03000,-238.660,-254.552
clueweb12-1509wb-77-21173,-668.401,-640.985
clueweb12-0000wb-21-13413,-524.549,-534.541
clueweb12-1616wb-62-25533,-12586.983,-13322.452
clueweb12-0506wb-27-25623,-2041.805,-2036.355
clueweb12-0611wb-27-01346,-16644.068,-18174.975
clueweb12-1801wb-04-01407,-2492.407,-2464.581
clueweb12-1909wb-11-31572,-211.482,-223.522
clueweb12-1906wb-33-24308,-7891.713,-8181.253
clueweb12-0411wb-96-22722,-1801.913,-1795.736
clueweb12-0009wb-52-15121,-3146.526,-3423.438
clueweb12-0103wb-37-25905,-10167.449,-10535.523
clueweb12-1708wb-44-07663,0.000,0.000
clueweb12-1612wb-96-09983,-1457.259,-1491.452
clueweb12-0308wb-65-28368,-3167.880,-3421.430
clueweb12-1211wb-39-10042,-991.373,-996.428
clueweb12-1811wb-88-25896,-68053.344,-70633.719
clueweb12-0610wb-28-23899,0.000,0.000
clueweb12-1101wb-38-06580,-1034.624,-1072.471
clueweb12-0101wb-83-07275,-2159.314,-2266.336
clueweb12-1513wb-09-08203,-20040.686,-20876.471
clueweb12-1309wb-02-11374,-1459.602,-1572.901
clueweb12-0901wb-05-16476,-1856.960,-1963.947
clueweb12-0401wb-02-09950,-1615.960,-1627.627
clueweb12-0602wb-03-31106,-24287.484,-25450.256
clueweb12-1507wb-86-13521,-5351.351,-5789.287
clueweb12-0301tw-35-21135,-263.780,-278.078
clueweb12-0202wb-38-26170,-12283.560,-12473.165
clueweb12-0008wb-24-05532,-6077.791,-6634.546
clueweb12-1900wb-57-08019,-7529.791,-7619.740
clueweb12-1814wb-80-09301,-8346.347,-9034.316
clueweb12-0106wb-69-09669,-726.919,-772.025
clueweb12-0700wb-01-05547,-1283.701,-1357.669
clueweb12-1102wb-32-13118,-1408.998,-1449.506
clueweb12-1701wb-81-25565,-1433.980,-1484.906
clueweb12-1503wb-97-09625,-5827.085,-6228.727
clueweb12-1904wb-40-09560,-1273.547,-1283.620
clueweb12-1200wb-45-16270,-239.571,-249.377
clueweb12-0103wb-89-10125,0.000,0.000
clueweb12-1307wb-24-18099,0.000,0.000
clueweb12-1504wb-73-14402,0.000,0.000
clueweb12-0101wb-45-01022,-2337.911,-2378.678
clueweb12-0508wb-91-36602,-4968.789,-5020.027
clueweb12-1003wb-22-15638,-3404.486,-3602.108
clueweb12-0608wb-87-05801,0.000,0.000
clueweb12-1106wb-07-00198,-1098.329,-1183.320
clueweb12-0202wb-10-29016,-1115.512,-1184.359
clueweb12-1012wb-49-18694,-15800.824,-16874.680
clueweb12-1707wb-44-31134,-2550.914,-2764.129
clueweb12-1815wb-36-07071,-1360.410,-1430.711
clueweb12-0107wb-32-12302,-56402.105,-56935.348
clueweb12-0409wb-43-29759,-23381.408,-23387.424
clueweb12-1902wb-10-33141,-1320.030,-1385.166
clueweb12-0508wb-80-04448,-137.921,-146.657
clueweb12-1715wb-70-02106,-980.598,-1039.208
clueweb12-0000wb-84-05434,0.000,0.000
clueweb12-0401wb-37-22335,-8125.685,-8288.524
clueweb12-0407wb-65-29113,-3809.621,-3885.914
clueweb12-0203wb-43-04175,0.000,0.000
clueweb12-0012wb-68-21020,-885.549,-886.759
clueweb12-1214wb-25-04694,-5067.024,-5229.147
clueweb12-1615wb-80-00806,-43665.738,-45650.230
clueweb12-0008wb-44-23898,-2068.357,-2170.864
clueweb12-0110wb-54-11037,-1771.646,-1811.073
clueweb12-1303wb-14-17500,-1471.823,-1550.688
clueweb12-0003wb-42-23485,-5292.169,-5443.337
clueweb12-0915wb-75-21029,-56594.727,-57235.609
clueweb12-1201wb-74-13233,0.000,0.000
clueweb12-1910wb-14-21731,-20455.426,-22082.400
clueweb12-0918wb-61-13352,-5940.298,-6320.442
clueweb12-0817wb-10-21494,-1931.507,-2012.288
clueweb12-0200wb-29-17156,-1337.394,-1447.600
clueweb12-1105wb-99-22350,-654.986,-680.009
clueweb12-1204wb-47-02216,-3614.074,-3628.372
clueweb12-0509wb-88-32124,-1019.247,-1083.906
clueweb12-0101wb-12-16047,-4540.716,-4657.392
clueweb12-0814wb-11-03311,-613.541,-637.925
clueweb12-1202wb-25-24765,-1418.772,-1501.555
clueweb12-0410wb-98-02119,0.000,0.000
clueweb12-0909wb-20-01183,-8101.141,-8413.247
clueweb12-0000tw-45-19496,-1689.672,-1683.764
clueweb12-1600wb-32-15486,-6201.268,-6117.569
clueweb12-0105wb-81-25407,-2521.136,-2629.164
clueweb12-1316wb-34-11904,-193.768,-203.264
clueweb12-1716wb-13-24762,-3082.613,-3229.388
clueweb12-0701wb-16-11466,-2425.199,-2420.492
clueweb12-0200tw-17-20182,-1829.289,-1935.350
clueweb12-0909wb-32-21842,-819.369,-836.771
clueweb12-1814wb-41-00690,-7723.174,-8253.963
clueweb12-0909wb-32-00549,-696.383,-764.341
clueweb12-1210wb-24-23008,0.000,0.000
clueweb12-0303wb-64-01414,-13470.544,-14393.023
clueweb12-0815wb-97-08292,-1383.539,-1516.580
clueweb12-1810wb-50-27068,0.000,0.000
clueweb12-0817wb-57-19198,-591.430,-615.912
clueweb12-0807wb-08-20129,-3153.064,-3349.633
clueweb12-0811wb-47-01403,-19105.379,-19760.900
clueweb12-1402wb-33-20931,-257.189,-255.780
clueweb12-0914wb-04-20549,-117194.047,-123767.195
clueweb12-0106wb-71-21972,-1858.396,-1915.301
clueweb12-0006wb-48-31868,-16044.406,-16984.057
clueweb12-0405wb-89-04055,-5693.210,-6123.753
clueweb12-1407wb-38-06696,-5626.255,-6172.958
clueweb12-0410wb-29-17339,0.000,0.000
clueweb12-0201wb-12-04173,-230.601,-248.050
clueweb12-0109wb-88-20506,-2295.773,-2310.100
clueweb12-0004wb-80-02393,0.000,0.000
clueweb12-1020wb-32-20764,-400.841,-426.691
clueweb12-0203wb-98-11253,-4308.702,-4459.715
clueweb12-0300wb-43-08331,-185.223,-203.726
clueweb12-0205wb-03-12975,0.000,0.000
clueweb12-1313wb-82-11413,-7884.265,-7922.976
clueweb12-1608wb-39-12807,0.000,0.000
clueweb12-0602wb-97-18114,-1172.920,-1239.279
clueweb12-0307wb-71-01702,-2084.943,-2183.679
clueweb12-0008wb-54-01402,0.000,0.000
clueweb12-1215wb-14-06405,-169.388,-184.222
clueweb12-0412wb-28-01782,-1791.110,-1931.349
clueweb12-1805wb-40-13993,-1541.434,-1501.579
clueweb12-0007wb-79-19440,-1655.930,-1693.697
clueweb12-0200wb-86-01161,0.000,0.000
clueweb12-1217wb-36-28333,-848.205,-916.517
clueweb12-0713wb-69-11348,-4064.302,-4293.116
clueweb12-0100wb-00-06082,-1260.220,-1299.980
clueweb12-0703wb-32-29848,-472.536,-486.906
clueweb12-0012wb-31-18689,-1281.663,-1348.821
clueweb12-1807wb-17-16438,-111.710,-121.419
clueweb12-0203wb-25-09502,-6188.947,-6092.159
clueweb12-0811wb-54-08868,-13064.816,-13718.437
clueweb12-0302wb-32-27423,-5709.712,-6036.104
clueweb12-1908wb-94-18764,-3142.369,-3329.590
clueweb12-0910wb-75-08327,-1681.690,-1779.831
clueweb12-1800tw-17-09189,-1840.687,-1970.574
clueweb12-0304wb-54-11170,-6618.560,-6937.362
clueweb12-1611wb-15-07028,-1545.992,-1626.857
clueweb12-0603wb-29-19912,-531.574,-546.203
clueweb12-0111wb-95-35142,-2601.302,-2698.573
clueweb12-0500wb-51-12711,-3290.232,-3357.651
clueweb12-1503wb-58-17214,-278.423,-297.668
clueweb12-0508wb-72-05845,-2474.502,-2572.565
clueweb12-1405wb-64-09769,-603.242,-644.829
clueweb12-1011wb-65-09931,-1304.314,-1341.990
clueweb12-1106wb-34-07630,-1683.642,-1786.669
clueweb12-0009wb-77-17818,-7703.060,-7913.447
clueweb12-0813wb-51-17639,-1514.761,-1481.128
clueweb12-0410wb-75-03872,-2902.787,-3057.805
clueweb12-0500wb-40-20089,-35599.098,-36442.883
clueweb12-0400wb-83-04565,-249.698,-253.524
clueweb12-1716wb-88-21063,-2803.071,-2980.864
clueweb12-1313wb-47-06758,-12938.957,-13955.963
clueweb12-0104wb-05-05517,0.000,0.000
clueweb12-1600wb-15-17453,-7008.751,-6973.582
clueweb12-1802wb-92-26818,0.000,0.000
clueweb12-0400tw-74-17030,-113.918,-116.453
clueweb12-0008wb-88-09550,-25132.600,-25465.613
clueweb12-0107wb-14-30256,-1817.192,-1897.422
clueweb12-1000tw-00-08649,-24076.750,-25639.303
clueweb12-1404wb-83-19966,-1781.853,-1979.458
clueweb12-0602wb-34-12890,-799.089,-865.120
clueweb12-1311wb-07-03281,-249101.188,-263871.250
clueweb12-1708wb-00-08571,-1230.259,-1382.201
clueweb12-0700tw-59-24176,-2311.265,-2374.848
clueweb12-0112wb-38-21147,-5186.598,-5301.751
clueweb12-1012wb-08-08090,-1624.198,-1693.446
clueweb12-1907wb-45-06039,-3949.269,-4260.671
clueweb12-1200wb-88-16688,-12517.151,-13240.853
clueweb12-0607wb-43-01531,0.000,0.000
clueweb12-0800tw-88-11185,-7661.733,-8140.858
clueweb12-0105wb-48-08854,-1932.784,-2037.860
clueweb12-0208wb-48-06065,-2141.170,-2221.916
clueweb12-1604wb-67-19227,-428.665,-417.494
clueweb12-0712wb-69-13454,-2226.021,-2278.318
clueweb12-0105wb-61-31546,-10271.886,-10934.273
clueweb12-0302wb-68-15201,-5393.905,-5697.407
clueweb12-0703wb-44-17551,-1396.288,-1483.092
clueweb12-0602wb-10-30633,-2984.688,-3220.646
clueweb12-1805wb-36-18306,-28063.104,-29470.436
clueweb12-0406wb-36-15971,-1108.416,-1200.328
clueweb12-0008wb-52-17765,-19254.561,-19669.432
clueweb12-0112wb-61-00377,0.000,0.000
clueweb12-0800tw-74-09046,-1494.119,-1579.401
clueweb12-1515wb-19-15774,-356.330,-360.522
clueweb12-1913wb-84-02847,-22928.623,-23299.514
clueweb12-1804wb-41-11504,-1094.265,-1165.345
clueweb12-0409wb-09-11277,-155.113,-143.114
clueweb12-1008wb-98-01872,-721.796,-745.667
clueweb12-1900tw-55-02186,-3768.723,-3916.094
clueweb12-1004wb-99-09070,-13094.794,-14263.484
clueweb12-1202wb-33-19720,-9395.111,-10100.585
clueweb12-0813wb-27-26050,-4197.432,-4464.395
clueweb12-0602wb-86-13635,-1462.036,-1630.341
clueweb12-0301wb-37-21565,0.000,0.000
clueweb12-1500tw-80-12617,-1478.099,-1573.118
clueweb12-1900wb-78-27927,-51468.848,-55369.164
clueweb12-0012wb-61-00463,-12684.748,-12913.456
clueweb12-0104wb-09-06205,-1042.815,-1087.820
clueweb12-0108wb-69-11860,-62052.137,-61011.465
clueweb12-0403wb-95-03704,-1503.953,-1540.557
clueweb12-0102wb-35-26269,-22403.461,-22537.498
clueweb12-1302wb-97-20065,-259.015,-285.053
clueweb12-0006wb-32-10391,-1720.095,-1847.709
clueweb12-1500tw-66-15931,-1754.065,-1885.087
clueweb12-0703wb-71-14499,-4967.978,-5169.712
clueweb12-1612wb-84-24158,-9132.319,-9357.727
clueweb12-0815wb-24-19618,-1395.392,-1528.578
clueweb12-1100tw-12-08975,-30555.127,-32757.439
clueweb12-0403wb-90-04959,-1697.025,-1769.714
clueweb12-0010wb-31-18333,-787.587,-820.529
clueweb12-0913wb-13-29633,-5241.663,-5633.782
clueweb12-0206wb-26-20389,-4901.095,-5205.729
clueweb12-1000tw-56-20593,-37888.375,-40381.668
clueweb12-1400wb-64-36009,-602.498,-622.569
clueweb12-0406wb-10-33675,0.000,0.000
clueweb12-1711wb-24-11360,-520.109,-544.389
clueweb12-0304wb-47-16842,-3432.466,-3604.685
clueweb12-1716wb-17-07956,0.000,0.000
clueweb12-0510wb-15-17502,0.000,0.000
clueweb12-0604wb-58-32955,-1671.817,-1722.667
clueweb12-0917wb-58-24965,-13888.915,-14245.547
clueweb12-0809wb-11-11648,-834.479,-849.547
clueweb12-0505wb-31-30087,-2572.931,-2680.658
clueweb12-0203wb-22-19990,-5451.335,-5469.281
clueweb12-0605wb-09-15801,-6388.235,-6575.900
clueweb12-0309wb-35-00373,0.000,0.000
clueweb12-1116wb-10-15497,-1378.032,-1396.812
clueweb12-1400tw-39-05761,-11620.322,-12488.091
clueweb12-0301tw-37-00992,-372.238,-405.779
clueweb12-0109wb-26-24733,-883.650,-931.537
clueweb12-1809wb-54-25465,-4137.056,-4309.336
clueweb12-0711wb-37-01887,-1161.450,-1183.760
clueweb12-1213wb-58-01501,-1685.506,-1848.292
clueweb12-1005wb-76-14286,0.000,0.000
clueweb12-0817wb-09-09472,-1142.773,-1247.354
clueweb12-1301wb-61-15904,0.000,0.000
clueweb12-1218wb-35-12634,-387.255,-417.918
clueweb12-1900wb-34-29534,-3033.385,-3051.345
clueweb12-1413wb-67-17767,-26194.049,-27447.061
clueweb12-0006wb-73-07526,-3824.911,-3945.503
clueweb12-0009wb-65-01665,-3538.615,-3847.151
clueweb12-0103wb-64-04781,-18750.283,-18590.020
clueweb12-0301tw-48-18702,-5464.669,-5737.826
clueweb12-0103wb-00-18776,-330.106,-323.644
clueweb12-0108wb-57-18254,-6405.383,-6734.223
clueweb12-1803wb-92-05148,-2557.841,-2642.746
clueweb12-0804wb-40-17367,-16512.049,-17255.799
clueweb12-1101wb-62-05116,-1012.930,-1087.157
clueweb12-0914wb-10-11177,-2016.492,-2108.466
clueweb12-1707wb-95-18494,-4772.287,-4842.071
clueweb12-0012wb-92-31131,-2372.446,-2453.885
clueweb12-0301wb-12-27234,-3582.745,-3724.749
clueweb12-1114wb-65-01741,-643.586,-651.559
clueweb12-0202wb-44-21259,-873.098,-902.736
clueweb12-1901wb-75-02629,-4294.315,-4481.397
clueweb12-1907wb-39-06751,-2670.675,-2806.879
clueweb12-1301wb-92-08089,-1423.969,-1456.231
clueweb12-1708wb-40-06584,-31877.514,-34223.152
clueweb12-1712wb-23-19785,-3430.180,-3588.617
clueweb12-0601wb-38-03416,0.000,0.000
clueweb12-0507wb-88-14822,-11379.000,-11603.893
clueweb12-1805wb-92-17574,-299.063,-334.107
clueweb12-0815wb-27-27415,-179.834,-192.344
clueweb12-0814wb-32-18341,-20611.707,-21086.012
clueweb12-0109wb-23-03446,-2011.310,-2075.816
clueweb12-0703wb-17-06722,-9408.023,-10084.597
clueweb12-0001wb-26-18929,-1306.893,-1368.780
clueweb12-0208wb-91-24910,-4564.467,-4939.342
clueweb12-1609wb-55-22596,0.000,0.000
clueweb12-1007wb-82-00634,-4928.829,-5328.824
clueweb12-1704wb-24-10967,-2394.882,-2508.221
clueweb12-1613wb-09-11783,-24135.820,-25639.939
clueweb12-0401wb-60-31058,-1128.518,-1179.482
clueweb12-0603wb-36-30608,-3208.365,-3241.533
clueweb12-0000wb-37-14840,-1034.270,-1055.196
clueweb12-1416wb-21-23996,-17993.537,-18826.389
clueweb12-0205wb-49-24303,-873.991,-913.305
clueweb12-0705wb-63-05591,0.000,0.000
clueweb12-1707wb-97-13122,-11627.815,-12358.660
clueweb12-1408wb-98-09598,0.000,0.000
clueweb12-1805wb-02-16884,-1644.087,-1675.557
clueweb12-0002wb-58-24250,-6845.370,-7210.348
clueweb12-1808wb-95-19794,-8410.938,-8434.088
clueweb12-0002wb-49-20039,-732.040,-781.122
clueweb12-1902wb-11-13575,-10117.444,-10136.832
clueweb12-1501wb-18-01071,-6808.400,-7179.291
clueweb12-0000wb-60-25562,0.000,0.000
clueweb12-0408wb-88-20074,-3313.865,-3314.668
clueweb12-1902wb-28-22102,-1504.439,-1589.787
clueweb12-0205wb-18-32042,-2162.086,-2195.125
clueweb12-0102wb-67-31955,0.000,0.000
clueweb12-1808wb-94-27731,-667.578,-707.792
clueweb12-0612wb-62-08035,-2179.404,-2320.376
clueweb12-0303wb-14-05517,-2007.843,-2126.411
clueweb12-1913wb-84-03645,-23206.545,-23241.346
clueweb12-1011wb-36-11365,-2320.182,-2540.438
clueweb12-0100wb-95-23474,-524.455,-553.534
clueweb12-0001wb-85-16982,-608.721,-619.496
clueweb12-0301wb-24-21838,-412.269,-416.890
clueweb12-0500wb-64-25197,-4535.620,-4628.762
clueweb12-0104wb-23-04122,-2405.561,-2558.473
clueweb12-1513wb-58-30978,0.000,0.000
clueweb12-1004wb-67-08031,0.000,0.000
clueweb12-1800wb-90-24625,-23243.871,-24340.691
clueweb12-1507wb-40-01271,-3481.182,-3636.153
clueweb12-0410wb-22-05712,-7209.415,-7660.930
clueweb12-0907wb-14-04909,-342.099,-360.706
clueweb12-1702wb-10-32982,-4952.082,-4822.106
clueweb12-1315wb-32-13119,-3046.203,-3185.991
clueweb12-1500tw-98-18682,-343.353,-383.996
clueweb12-1912wb-66-21310,-173.812,-179.722
clueweb12-1913wb-22-04491,-3333.247,-3473.671
clueweb12-0202wb-97-00531,-2076.755,-2170.025
clueweb12-0005wb-44-21774,-8798.758,-8937.038
clueweb12-1200wb-37-15588,-9389.080,-9962.654
clueweb12-1811wb-32-21242,-719.361,-718.966
clueweb12-0402wb-60-39437,-899.797,-948.867
clueweb12-0814wb-31-22039,0.000,0.000
clueweb12-0609wb-38-22250,-2392.220,-2509.047
clueweb12-1906wb-79-15546,-7080.494,-7558.482
clueweb12-0111wb-50-21927,-2784.202,-2828.331
clueweb12-0006wb-56-05908,-2132.195,-2266.776
clueweb12-1502wb-37-08826,0.000,0.000
clueweb12-0706wb-75-13474,-203.895,-220.528
clueweb12-0108wb-33-21679,-277.561,-299.486
clueweb12-0009wb-96-00153,-511.843,-545.006
clueweb12-0203wb-39-16006,-4839.889,-4913.228
clueweb12-0811wb-74-01518,-806.731,-894.967
clueweb12-1806wb-62-08226,-648.881,-675.654
clueweb12-0400wb-30-18570,0.000,0.000
clueweb12-1400wb-71-17108,-3129.776,-3322.030
clueweb12-0911wb-46-17030,-1330.146,-1468.167
clueweb12-0306wb-59-07613,-218.604,-234.015
clueweb12-0510wb-75-18490,-236.989,-241.922
clueweb12-1901wb-59-32011,-576.132,-586.106
clueweb12-0002wb-50-19532,-732.258,-752.875
clueweb12-0701wb-29-14767,-1240.814,-1250.334
clueweb12-0204wb-28-21129,-2179.501,-2135.231
clueweb12-1017wb-32-21881,-1190.782,-1234.448
clueweb12-0003wb-61-11353,-1282.365,-1265.399
clueweb12-1415wb-91-32616,-956.270,-988.976
clueweb12-0505wb-54-30725,-1483.917,-1487.184
clueweb12-1200wb-52-06881,-3897.959,-4170.346
clueweb12-1904wb-03-21537,-4654.114,-4742.672
clueweb12-1315wb-64-32082,-54679.934,-58451.129
clueweb12-0003wb-91-22868,-833.408,-832.414
clueweb12-0300wb-37-31313,-1437.861,-1581.213
clueweb12-1713wb-65-01859,-3180.063,-3383.335
clueweb12-0005wb-20-02086,-2971.016,-3188.234
clueweb12-0918wb-55-02783,-1253.318,-1259.076
clueweb12-1106wb-03-11154,-1673.729,-1731.807
clueweb12-0009wb-17-03023,-9997.788,-10371.228
clueweb12-0500tw-16-10859,-6190.176,-6548.319
clueweb12-0913wb-80-09100,-2151.625,-2220.581
clueweb12-0104wb-47-18175,-1851.361,-1888.707
clueweb12-0911wb-55-02355,-2726.818,-2859.989
clueweb12-0200wb-22-12624,-4271.870,-4401.062
clueweb12-1810wb-99-23385,-4065.971,-4263.675
clueweb12-1804wb-52-03212,-7576.115,-7670.544
clueweb12-0702wb-17-06048,-8749.818,-8901.570
clueweb12-0409wb-76-27366,-809.514,-878.003
clueweb12-0701wb-13-04379,-1881.366,-2041.977
clueweb12-0405wb-64-08857,-16566.164,-18154.643
clueweb12-0001wb-59-36189,-152.390,-158.558
clueweb12-0102wb-26-28591,-5032.811,-5105.021
clueweb12-0109wb-04-01385,-14135.702,-14604.274
clueweb12-1515wb-85-09987,-1126.998,-1198.092
clueweb12-1306wb-02-24703,-1446.498,-1482.598
clueweb12-0910wb-90-16531,-190.409,-210.778
clueweb12-0910wb-11-04187,-2956.110,-2955.556
clueweb12-0302wb-85-01288,-1428.922,-1403.324
clueweb12-0809wb-61-11387,-295.996,-326.969
clueweb12-1102wb-79-09093,-1512.073,-1613.615
