filename,lm_clef15_vhard,lm_clef15_hard,lm_clef15_easy,lm_clef15_veasy
clueweb12-1010wb-78-26194,-3066.362,-2848.461,-2870.093,-2877.446
clueweb12-1215wb-27-02298,0.000,0.000,0.000,0.000
clueweb12-0208wb-70-09952,-182.051,-165.768,-163.930,-145.292
clueweb12-0210wb-52-18651,0.000,0.000,0.000,0.000
clueweb12-0405wb-91-02660,-1305.561,-1254.827,-1232.718,-1217.669
clueweb12-0104wb-12-21859,-2201.736,-2115.657,-2173.408,-2264.038
clueweb12-0102wb-94-22873,-161.246,-156.320,-153.835,-154.011
clueweb12-0003wb-60-27106,-716.839,-723.463,-734.206,-738.283
clueweb12-1218wb-06-01277,-220.052,-222.880,-216.954,-211.357
clueweb12-1108wb-56-04301,-1742.023,-1697.034,-1686.599,-1660.189
clueweb12-0904wb-70-08158,-384.686,-379.752,-398.598,-397.590
clueweb12-1511wb-29-16953,-956.863,-942.619,-963.360,-967.661
clueweb12-1600wb-06-21576,-14600.905,-14657.539,-15214.646,-15361.337
clueweb12-0408wb-08-13605,-10608.129,-10444.385,-10657.023,-10777.917
clueweb12-1717wb-44-06676,-11317.412,-11367.371,-11659.346,-11839.218
clueweb12-0804wb-41-22012,-121.130,-121.269,-119.479,-116.225
clueweb12-1805wb-04-07016,-1826.618,-1800.208,-1837.675,-1852.069
clueweb12-1612wb-01-18665,0.000,0.000,0.000,0.000
clueweb12-0101wb-03-11672,-2122.210,-1995.701,-2040.724,-2128.043
clueweb12-1201wb-26-02958,-5264.407,-5153.158,-5361.541,-5564.873
clueweb12-0108wb-39-09312,-8128.142,-8016.043,-8069.003,-8091.318
clueweb12-1803wb-02-06043,-3871.544,-3907.278,-3997.833,-4061.513
clueweb12-0202wb-20-01162,-12123.626,-12282.549,-12852.416,-13093.365
clueweb12-0008wb-53-06119,-4094.698,-3940.964,-4017.678,-4135.627
clueweb12-0004wb-71-33398,0.000,0.000,0.000,0.000
clueweb12-1503wb-40-04433,-1274.697,-1239.633,-1269.340,-1293.741
clueweb12-1804wb-25-13887,0.000,0.000,0.000,0.000
clueweb12-1104wb-21-17052,-684.146,-685.863,-704.036,-705.972
clueweb12-1115wb-28-27771,-616.576,-620.505,-638.431,-636.157
clueweb12-0600tw-19-15784,-1584.352,-1535.935,-1498.964,-1501.460
clueweb12-0109wb-23-28586,-713.081,-712.578,-720.840,-712.477
clueweb12-0910wb-48-10678,-12359.914,-11445.968,-12467.365,-12539.260
clueweb12-1908wb-05-28101,-310.184,-301.541,-303.004,-305.394
clueweb12-0008wb-61-02855,0.000,0.000,0.000,0.000
clueweb12-0309wb-40-32106,-2033.654,-1894.813,-1949.367,-1959.323
clueweb12-1010wb-30-02695,-4787.723,-4596.412,-4685.409,-4784.429
clueweb12-0815wb-93-18799,-411.106,-403.650,-409.347,-414.273
clueweb12-1206wb-96-04784,0.000,0.000,0.000,0.000
clueweb12-1510wb-37-13647,-1856.801,-1783.426,-1805.455,-1765.915
clueweb12-1216wb-40-04952,-2479.967,-2445.058,-2483.636,-2492.301
clueweb12-1410wb-42-11144,-2432.871,-2299.019,-2257.044,-2380.536
clueweb12-0109wb-56-19624,-7450.330,-7168.274,-7288.853,-7501.334
clueweb12-1715wb-44-11397,-5909.876,-5854.316,-5915.125,-5995.844
clueweb12-0202wb-45-15451,-4815.790,-4622.941,-4707.511,-4704.957
clueweb12-0013wb-69-31683,-7257.146,-6913.217,-6898.988,-6654.186
clueweb12-0002wb-74-22979,-19754.189,-19152.156,-19240.516,-19226.164
clueweb12-0007wb-10-04396,-36503.836,-36431.812,-37313.340,-37571.348
clueweb12-1812wb-90-15272,-8235.521,-8089.496,-8297.423,-8455.547
clueweb12-1115wb-75-12185,-2913.894,-2736.571,-2662.742,-2627.370
clueweb12-0302wb-11-30922,-620.594,-622.651,-635.160,-627.022
clueweb12-1805wb-05-26012,-562.613,-532.725,-516.477,-510.504
clueweb12-1109wb-38-16722,-5582.106,-5305.784,-5342.478,-5463.030
clueweb12-0008wb-78-12881,0.000,0.000,0.000,0.000
clueweb12-1100wb-37-19731,0.000,0.000,0.000,0.000
clueweb12-0511wb-09-18602,-38591.555,-37150.141,-37788.258,-37776.160
clueweb12-0202wb-96-11418,-11932.147,-11382.879,-11794.868,-12087.899
clueweb12-0600wb-03-02286,-115550.133,-117243.617,-121487.391,-121820.500
clueweb12-0201wb-37-15803,-7227.445,-6937.313,-7032.169,-7116.342
clueweb12-0405wb-95-15060,-3422.829,-3276.116,-3331.751,-3492.276
clueweb12-0203wb-05-17751,-619.534,-593.073,-576.638,-574.612
clueweb12-1105wb-27-11394,-121.180,-78.507,-120.938,-80.163
clueweb12-0713wb-47-03258,-8460.878,-8098.954,-7876.053,-7861.408
clueweb12-0001wb-79-16207,0.000,0.000,0.000,0.000
clueweb12-1104wb-73-24385,-5193.569,-5031.418,-4969.241,-4972.280
clueweb12-1307wb-49-20927,-1206.959,-1180.091,-1168.159,-1138.330
clueweb12-1602wb-09-16496,-2018.149,-1863.619,-1869.987,-1884.835
clueweb12-1610wb-31-05199,-860.417,-821.987,-841.175,-840.777
clueweb12-1802wb-59-21209,-13344.856,-12847.202,-12919.049,-12964.068
clueweb12-1401wb-67-26128,-137.568,-126.615,-136.792,-133.485
clueweb12-0107wb-21-33267,-1211.768,-1270.839,-1314.352,-1328.725
clueweb12-0100tw-24-17695,-1312.038,-1303.095,-1323.246,-1341.892
clueweb12-1904wb-82-15230,-2386.012,-2223.181,-2169.256,-2193.954
clueweb12-0806wb-15-23260,0.000,0.000,0.000,0.000
clueweb12-0410wb-17-10114,-3842.406,-3633.177,-3631.357,-3714.645
clueweb12-0407wb-75-30778,0.000,0.000,0.000,0.000
clueweb12-0809wb-69-17646,-3214.517,-3301.930,-3443.662,-3418.531
clueweb12-1801wb-31-08160,-3163.602,-3093.286,-3132.277,-3179.042
clueweb12-1204wb-68-11226,-2679.400,-2557.411,-2487.396,-2477.299
clueweb12-1909wb-68-02870,0.000,0.000,0.000,0.000
clueweb12-1201wb-47-12577,-5911.780,-5640.530,-5795.258,-5857.630
clueweb12-0101wb-29-26016,-1697.601,-1588.339,-1581.079,-1583.760
clueweb12-1108wb-68-07692,0.000,0.000,0.000,0.000
clueweb12-0008wb-14-18961,-656.624,-647.233,-637.916,-655.009
clueweb12-0814wb-64-16525,-9816.673,-9399.388,-9310.708,-9305.779
clueweb12-0008wb-63-12828,-27751.160,-27345.424,-27912.582,-28172.396
clueweb12-1215wb-57-05336,0.000,0.000,0.000,0.000
clueweb12-1201tw-02-14792,0.000,0.000,0.000,0.000
clueweb12-0806wb-27-15968,0.000,0.000,0.000,0.000
clueweb12-0800wb-39-28193,-5329.560,-5213.503,-5268.229,-5269.086
clueweb12-0200wb-08-20676,-931.358,-911.703,-928.440,-936.149
clueweb12-1412wb-35-15777,0.000,0.000,0.000,0.000
clueweb12-0109wb-71-12850,-10037.979,-9901.879,-10102.281,-10231.550
clueweb12-1509wb-84-01761,-6655.078,-6491.726,-6418.021,-6365.953
clueweb12-1213wb-16-06755,-34545.340,-34329.578,-35431.957,-36543.816
clueweb12-0103wb-91-20580,-1484.791,-1414.131,-1220.551,-1222.805
clueweb12-0204wb-25-27371,0.000,0.000,0.000,0.000
clueweb12-0804wb-44-02987,-208.941,-202.981,-203.012,-200.354
clueweb12-0813wb-91-11306,-225.534,-227.441,-231.690,-235.111
clueweb12-0408wb-96-03567,-13895.392,-13449.849,-13826.452,-13887.753
clueweb12-0709wb-58-04085,-4246.973,-4139.673,-4157.161,-4254.821
clueweb12-0815wb-61-13350,-2716.702,-2311.868,-2368.262,-2282.248
clueweb12-1513wb-80-05633,-1856.801,-1783.426,-1805.455,-1765.915
clueweb12-0907wb-19-27083,0.000,0.000,0.000,0.000
clueweb12-1612wb-35-12025,-4627.263,-4550.442,-4709.724,-4743.684
clueweb12-1611wb-12-06762,-1670.429,-1655.991,-1665.789,-1642.575
clueweb12-0205wb-63-07483,-5416.929,-5316.435,-5378.495,-5412.761
clueweb12-0306wb-95-26589,0.000,0.000,0.000,0.000
clueweb12-0400wb-69-16583,-1329.219,-1301.097,-1295.833,-1312.193
clueweb12-1215wb-01-03461,-1800.260,-1741.499,-1706.858,-1686.219
clueweb12-1201wb-35-14323,-3521.519,-3454.950,-3553.515,-3632.332
clueweb12-0308wb-50-25051,-493.432,-478.426,-494.178,-491.089
clueweb12-1705wb-63-25399,-2243.792,-2148.293,-2161.496,-2168.016
clueweb12-0006wb-14-06455,-994.496,-1005.421,-1046.533,-1039.629
clueweb12-0206wb-21-25401,-7986.847,-7599.346,-7623.070,-7798.280
clueweb12-1201wb-00-21364,-4461.631,-4270.875,-4238.173,-4222.694
clueweb12-0700tw-82-01498,0.000,0.000,0.000,0.000
clueweb12-0400wb-83-20571,-4641.421,-4721.790,-4880.346,-4993.347
clueweb12-0904wb-53-20131,-17200.607,-16713.152,-16340.771,-16268.147
clueweb12-1305wb-38-01805,-25153.557,-25510.162,-26455.633,-27123.727
clueweb12-0107wb-80-02888,-3025.564,-2929.055,-3014.549,-2948.586
clueweb12-1711wb-13-02684,-2144.986,-2070.646,-2089.825,-2075.539
clueweb12-1311wb-03-05551,-2404.071,-2375.098,-2431.194,-2476.962
clueweb12-1812wb-03-16085,-1358.230,-1296.933,-1298.677,-1327.824
clueweb12-0408wb-25-35294,-816.373,-790.666,-779.680,-800.677
clueweb12-0408wb-88-26135,-2403.091,-2298.275,-2216.476,-2187.530
clueweb12-1808wb-62-01899,-17587.314,-17015.391,-17070.121,-17143.119
clueweb12-0810wb-78-13895,-558.689,-545.404,-569.061,-568.684
clueweb12-0300wb-89-02066,0.000,0.000,0.000,0.000
clueweb12-0707wb-63-32066,-6985.036,-6707.081,-6907.070,-7043.809
clueweb12-1103wb-62-09205,-1849.931,-1740.770,-1677.061,-1690.247
clueweb12-0302wb-82-14763,-2681.406,-2571.875,-2488.439,-2498.207
clueweb12-0004wb-64-28789,-1021.383,-1055.793,-1083.851,-1104.578
clueweb12-0302wb-58-08187,-1283.453,-1216.822,-1220.337,-1205.967
clueweb12-1402wb-72-06799,-4695.288,-4507.188,-4592.926,-4593.579
clueweb12-1516wb-29-31643,-5380.662,-5292.361,-5527.899,-5746.100
clueweb12-1814wb-30-02521,-8048.899,-7751.498,-7677.760,-7723.092
clueweb12-0703wb-51-12527,-172.182,-172.282,-173.986,-174.073
clueweb12-0503wb-71-28183,-41348.875,-41292.859,-43214.531,-44343.309
clueweb12-1913wb-75-18763,-1697.728,-1644.000,-1643.028,-1641.699
clueweb12-1507wb-95-13562,-1521.186,-1428.660,-1445.289,-1470.410
clueweb12-1713wb-96-20267,-1376.193,-1388.108,-1452.518,-1483.677
clueweb12-0008wb-55-21467,-2145.392,-2137.880,-2190.668,-2165.648
clueweb12-1401wb-73-15460,-1064.420,-1001.103,-1011.966,-1005.246
clueweb12-0806wb-10-31270,0.000,0.000,0.000,0.000
clueweb12-0004wb-24-32284,-3397.352,-3382.059,-3448.879,-3483.228
clueweb12-0603wb-51-31242,-37263.270,-35809.766,-36047.980,-36026.617
clueweb12-1216wb-76-05421,-10700.930,-10406.507,-10553.911,-10692.533
clueweb12-0204wb-47-13607,-701.526,-692.759,-707.713,-708.756
clueweb12-1203wb-04-09852,-236.072,-224.539,-223.423,-228.886
clueweb12-0404wb-60-00283,-17357.660,-16946.184,-17207.180,-17241.670
clueweb12-1315wb-63-33526,-5484.761,-5290.270,-5496.705,-5670.152
clueweb12-1811wb-20-25436,-2707.772,-2570.500,-2602.307,-2648.975
clueweb12-1202wb-93-03561,-1077.382,-1040.708,-1036.555,-1042.864
clueweb12-0603wb-06-09318,-5774.301,-5613.734,-5634.385,-5816.661
clueweb12-0800wb-11-08665,-29705.168,-29154.910,-29429.199,-29546.773
clueweb12-0814wb-94-07256,-12848.208,-15516.725,-16572.789,-16864.850
clueweb12-1314wb-36-01501,-1301.688,-1259.315,-1283.562,-1299.088
clueweb12-1806wb-40-04660,-24551.316,-23399.783,-23538.266,-23774.809
clueweb12-0206wb-60-07399,-12074.580,-11662.935,-11942.964,-12054.348
clueweb12-1700wb-92-06878,-1526.222,-1486.884,-1513.927,-1571.076
clueweb12-1715wb-04-20553,-7587.301,-7240.070,-7287.811,-7444.972
clueweb12-0800tw-71-10898,-628.604,-580.262,-639.979,-598.641
clueweb12-0800tw-11-15698,-3429.905,-3426.662,-3520.390,-3549.984
clueweb12-0110wb-33-30930,-1147.852,-1100.726,-1062.880,-1051.284
clueweb12-0713wb-23-04446,-3218.684,-3154.492,-3223.891,-3269.867
clueweb12-0501wb-95-15566,-669.950,-656.640,-668.982,-672.588
clueweb12-0000wb-10-20000,0.000,0.000,0.000,0.000
clueweb12-0913wb-14-03823,0.000,0.000,0.000,0.000
clueweb12-0111wb-26-14057,-10268.769,-10133.757,-10356.665,-10402.485
clueweb12-1210wb-30-06283,-10909.343,-10661.012,-10698.336,-10521.694
clueweb12-1114wb-73-01869,-1543.040,-1488.676,-1480.196,-1461.671
clueweb12-0300wb-07-19146,-22444.875,-22331.346,-23013.785,-23143.115
clueweb12-1806wb-65-27983,-689.944,-791.801,-833.694,-852.310
clueweb12-0812wb-32-10503,-5781.427,-5436.231,-5502.977,-5684.057
clueweb12-1702wb-41-18866,-11416.509,-10908.389,-10956.475,-11210.576
clueweb12-1914wb-07-38927,-31693.361,-35675.273,-37842.672,-37924.688
clueweb12-0409wb-30-15855,-618.346,-598.418,-589.863,-602.163
clueweb12-0310wb-72-07257,-2782.756,-2724.213,-2741.874,-2751.181
clueweb12-1020wb-79-23608,-2227.819,-2133.778,-2087.339,-2134.288
clueweb12-0202wb-52-12903,-323.551,-318.482,-324.956,-320.357
clueweb12-0500wb-95-22829,-230.514,-230.771,-237.506,-243.028
clueweb12-0607wb-01-28415,-5911.811,-5415.421,-5772.557,-6058.750
clueweb12-0507wb-33-03102,-831.563,-701.765,-801.319,-753.699
clueweb12-0100tw-05-25178,-2056.362,-1971.878,-1969.031,-1959.607
clueweb12-0710wb-45-14088,-455.844,-425.954,-432.755,-425.449
clueweb12-0504wb-33-17876,-6064.273,-5914.730,-6047.738,-6257.475
clueweb12-1603wb-92-16852,-445.988,-436.475,-448.222,-449.670
clueweb12-0107wb-74-02225,-2249.648,-2129.016,-2049.986,-2029.766
clueweb12-1007wb-26-08278,-154.157,-151.602,-155.194,-160.390
clueweb12-0207wb-70-01755,-149.622,-141.267,-139.789,-139.059
clueweb12-1303wb-55-02780,-1033.291,-994.941,-989.701,-1021.156
clueweb12-0607wb-93-29417,-925.134,-883.767,-920.258,-936.974
clueweb12-0808wb-01-22481,-1089.881,-1071.020,-939.661,-1120.405
clueweb12-0000wb-20-11446,-12292.542,-11726.953,-12019.039,-12379.008
clueweb12-0804wb-78-04032,-1475.361,-1426.055,-1408.885,-1377.600
clueweb12-1306wb-04-26750,-3025.799,-2937.909,-3028.397,-3085.198
clueweb12-0600wb-76-33999,-4084.335,-4000.633,-4063.810,-4012.564
clueweb12-0910wb-72-17779,-4052.165,-3987.590,-4070.217,-4100.887
clueweb12-0002wb-32-25600,0.000,0.000,0.000,0.000
clueweb12-1209wb-01-00827,-452.674,-429.713,-418.156,-415.746
clueweb12-1311wb-93-01241,0.000,0.000,0.000,0.000
clueweb12-0300wb-76-00629,-2505.016,-2377.680,-2262.726,-2191.832
clueweb12-1701wb-60-24198,0.000,0.000,0.000,0.000
clueweb12-1614wb-92-01569,-57691.266,-56444.387,-57434.176,-57597.344
clueweb12-1101wb-69-10947,-143.470,-144.679,-147.760,-146.362
clueweb12-1117wb-26-02625,-298.666,-291.130,-285.715,-282.683
clueweb12-0204wb-71-12124,-1482.334,-1455.551,-1512.264,-1503.608
clueweb12-0209wb-00-12303,-6333.405,-6041.735,-6088.940,-6116.421
clueweb12-0310wb-73-13359,-1145.829,-1100.576,-1082.846,-1098.661
clueweb12-1117wb-22-16748,-13567.701,-13290.809,-13208.219,-13286.316
clueweb12-0111wb-81-03472,-141.881,-141.420,-142.788,-142.128
clueweb12-1206wb-30-20110,-511.461,-494.329,-499.739,-505.629
clueweb12-1006wb-54-12410,-1621.208,-1506.454,-1494.268,-1491.846
clueweb12-0302wb-87-24592,-197.037,-185.425,-178.883,-177.853
clueweb12-0310wb-83-20902,-3635.108,-3457.380,-3484.968,-3526.282
clueweb12-1708wb-28-10488,-20928.180,-20085.836,-20388.375,-20623.588
clueweb12-0112wb-61-01189,-9312.914,-9249.396,-9496.433,-9670.242
clueweb12-0200wb-27-16694,-1300.191,-1263.848,-1266.765,-1297.728
clueweb12-0800wb-25-24312,0.000,0.000,0.000,0.000
clueweb12-0101wb-80-29173,-5173.680,-5021.558,-5049.412,-5012.004
clueweb12-1300wb-55-20210,-3677.126,-3542.849,-3574.162,-3574.267
clueweb12-1812wb-71-25211,-4541.662,-4349.208,-4429.829,-4482.268
clueweb12-0302wb-08-13321,-9861.686,-9046.756,-9067.967,-9071.527
clueweb12-1115wb-64-07189,-653.833,-589.472,-584.658,-591.638
clueweb12-1715wb-59-04162,-3984.163,-3975.587,-4118.745,-4114.545
clueweb12-1401wb-35-07025,-1796.483,-1746.777,-1768.768,-1784.435
clueweb12-0609wb-85-19229,-11113.603,-10961.955,-11169.927,-11285.151
clueweb12-0100wb-68-32765,0.000,0.000,0.000,0.000
clueweb12-0010wb-06-21819,-9480.775,-9177.927,-9171.097,-9197.553
clueweb12-0410wb-37-29005,-698.459,-662.678,-685.892,-697.441
clueweb12-0713wb-31-09799,0.000,0.000,0.000,0.000
clueweb12-1100tw-18-08009,-287.279,-282.866,-283.564,-281.331
clueweb12-1007wb-10-13249,-553.194,-547.340,-561.614,-556.064
clueweb12-0907wb-04-18561,-8122.106,-7679.970,-7469.696,-7450.194
clueweb12-1000tw-71-14359,0.000,0.000,0.000,0.000
clueweb12-1201wb-29-01255,-4322.882,-4238.306,-4285.098,-4316.710
clueweb12-0205wb-88-22064,-8585.750,-8329.728,-8346.067,-8362.895
clueweb12-1310wb-42-10253,-662.760,-624.461,-622.814,-616.710
clueweb12-1104wb-76-26905,-23540.385,-22830.619,-22736.496,-22726.645
clueweb12-1601wb-48-13684,-21237.816,-19863.152,-19911.387,-20185.084
clueweb12-0003wb-15-06189,-1765.981,-1703.286,-1698.622,-1736.193
clueweb12-0205wb-57-27670,-9642.226,-9445.932,-9618.862,-9800.680
clueweb12-1808wb-82-13307,-1324.229,-1303.721,-1305.805,-1314.575
clueweb12-0000tw-25-00464,-1431.494,-1371.783,-1356.926,-1331.112
clueweb12-1001wb-00-22630,-1639.509,-1543.808,-1569.384,-1619.102
clueweb12-0202wb-26-29865,-1267.066,-1213.530,-1227.521,-1223.858
clueweb12-1713wb-95-00143,-4136.605,-3951.104,-3982.621,-4046.422
clueweb12-1702wb-99-05798,0.000,0.000,0.000,0.000
clueweb12-1207wb-87-21624,0.000,0.000,0.000,0.000
clueweb12-1713wb-54-30731,-1157.007,-1110.135,-1079.206,-1079.416
clueweb12-0401wb-54-17696,-10694.087,-10188.494,-9969.467,-9987.326
clueweb12-0713wb-77-02296,-143.963,-138.602,-144.225,-146.481
clueweb12-0709wb-80-01844,-1186.682,-1147.456,-1180.958,-1186.206
clueweb12-0508wb-94-22644,-9443.856,-9532.137,-9789.346,-9979.186
clueweb12-1304wb-90-05945,0.000,0.000,0.000,0.000
clueweb12-1501wb-15-12148,-147722.328,-142615.797,-139481.219,-138939.938
clueweb12-1807wb-06-06752,-6465.996,-6153.179,-6269.230,-6287.021
clueweb12-1501wb-23-05848,-1824.473,-1720.543,-1673.046,-1648.599
clueweb12-0208wb-89-14375,-847.064,-821.848,-840.296,-841.044
clueweb12-0107wb-63-14004,-842.922,-806.879,-809.978,-832.918
clueweb12-0006wb-36-08890,0.000,0.000,0.000,0.000
clueweb12-0711wb-31-16753,-458.109,-488.308,-505.513,-514.162
clueweb12-0013wb-64-15248,-255.503,-250.575,-247.602,-244.868
clueweb12-0500wb-96-05614,-1440.119,-1388.135,-1468.468,-1499.120
clueweb12-0100wb-77-33633,-1828.934,-1787.691,-1835.274,-1835.221
clueweb12-0007wb-23-03066,-1072.965,-1028.730,-1071.740,-1090.602
clueweb12-0109wb-79-17346,-383.739,-365.258,-377.240,-364.706
clueweb12-1711wb-24-25176,-1929.949,-1906.934,-1887.191,-1935.174
clueweb12-0604wb-65-15118,-428.423,-399.123,-415.282,-409.901
clueweb12-0815wb-95-02405,0.000,0.000,0.000,0.000
clueweb12-1712wb-75-02813,0.000,0.000,0.000,0.000
clueweb12-0807wb-17-15578,-11588.865,-11041.758,-11294.530,-11623.302
clueweb12-0505wb-31-30115,-2120.467,-2035.547,-2106.248,-2114.559
clueweb12-0007wb-69-23507,-9913.776,-9519.347,-9522.059,-9562.528
clueweb12-0006wb-89-35464,0.000,0.000,0.000,0.000
clueweb12-0602wb-75-23785,-4871.632,-4661.340,-4614.117,-4570.250
clueweb12-1203wb-57-07028,0.000,0.000,0.000,0.000
clueweb12-0006wb-16-19102,0.000,0.000,0.000,0.000
clueweb12-1905wb-84-04393,-1169.859,-1107.115,-1105.663,-1128.577
clueweb12-0312wb-01-04852,-10125.680,-9206.582,-9877.040,-10219.149
clueweb12-1118wb-22-24789,-2149.168,-2073.822,-2076.232,-2132.641
clueweb12-0301wb-62-01938,-2295.787,-2163.093,-2164.213,-2230.207
clueweb12-0006wb-66-03808,-16250.450,-15918.674,-16450.482,-16478.510
clueweb12-0807wb-01-20784,-1237.124,-1278.339,-1305.703,-1333.206
clueweb12-0906wb-56-26897,-171.219,-169.325,-164.386,-160.118
clueweb12-0208wb-56-21987,-427.698,-412.790,-425.645,-403.997
clueweb12-0112wb-17-27614,-10561.024,-10493.950,-10626.800,-10706.355
clueweb12-0403wb-22-29588,-1222.400,-1151.421,-1183.953,-1201.874
clueweb12-1309wb-35-33831,-1875.415,-1789.835,-1758.798,-1689.156
clueweb12-0304wb-15-34727,-2839.500,-2719.787,-2730.677,-2803.038
clueweb12-0708wb-73-25623,-4179.344,-4053.042,-4132.012,-4175.923
clueweb12-0204wb-08-20788,-2045.901,-1959.882,-1928.263,-1933.220
clueweb12-1000tw-89-05183,-121.180,-78.507,-120.938,-80.163
clueweb12-1804wb-42-21357,-411.316,-380.672,-365.782,-365.866
clueweb12-0601wb-53-04062,-14169.392,-13612.905,-13698.065,-13647.705
clueweb12-0112wb-69-07054,-1963.723,-1871.830,-1880.769,-1917.972
clueweb12-1214wb-82-08590,-43849.160,-44277.617,-45595.617,-46652.793
clueweb12-0110wb-03-12836,-315.062,-305.686,-317.729,-323.684
clueweb12-1614wb-22-21141,-14836.381,-14528.962,-14832.258,-14773.546
clueweb12-0406wb-03-23598,-757.743,-755.476,-770.014,-770.466
clueweb12-1612wb-93-02882,-2914.647,-2861.348,-2955.928,-3010.944
clueweb12-1507wb-66-28604,-130106.469,-123332.922,-118407.312,-117282.539
clueweb12-0207wb-78-27894,-131870.891,-125288.094,-129292.898,-133317.109
clueweb12-0714wb-19-13229,-25386.010,-24885.014,-24940.004,-24642.967
clueweb12-0206wb-46-18552,-16631.146,-15952.534,-16562.740,-17096.330
clueweb12-0111wb-69-12158,-1314.953,-1321.317,-1359.723,-1403.006
clueweb12-0208wb-46-05527,0.000,0.000,0.000,0.000
clueweb12-1501wb-75-23593,-8909.826,-8619.133,-8683.075,-8786.623
clueweb12-1403wb-21-32938,-6227.349,-6056.020,-6103.653,-6135.073
clueweb12-1403wb-13-13731,-1435.482,-1391.922,-1362.840,-1375.983
clueweb12-1305wb-35-05332,-2736.485,-2652.832,-2662.649,-2681.610
clueweb12-0408wb-31-22905,-12608.472,-11731.079,-11785.850,-11825.569
clueweb12-0210wb-24-24289,-8906.589,-8523.933,-8658.333,-8526.802
clueweb12-0711wb-59-01831,-6272.206,-5900.809,-5737.625,-5794.656
clueweb12-0013wb-81-07414,0.000,0.000,0.000,0.000
clueweb12-1807wb-85-01581,-350.117,-339.923,-344.983,-340.014
clueweb12-0607wb-82-29347,-9512.481,-9111.390,-9164.300,-9348.975
clueweb12-1709wb-99-01291,-1283.041,-1253.776,-1246.960,-1226.960
clueweb12-1905wb-28-09960,-3813.615,-3582.545,-3577.749,-3685.025
clueweb12-0906wb-11-04680,-860.983,-825.972,-852.514,-860.238
clueweb12-0107wb-91-24476,0.000,0.000,0.000,0.000
clueweb12-1711wb-99-18800,-2423.845,-2371.177,-2404.667,-2432.653
clueweb12-0501wb-58-11707,-9377.208,-9250.562,-9358.821,-9521.227
clueweb12-1200tw-31-12725,-1167.879,-1125.667,-1142.233,-1154.647
clueweb12-1806wb-46-20834,-1708.683,-1666.833,-1658.475,-1633.588
clueweb12-1806wb-64-28088,-4798.554,-4601.812,-4729.062,-4813.756
clueweb12-1911wb-86-10510,-184.153,-178.638,-176.755,-174.753
clueweb12-1013wb-56-28470,-16712.119,-15933.609,-15566.238,-15256.165
clueweb12-0205wb-64-16084,-2278.266,-2170.871,-2192.521,-2195.281
clueweb12-1810wb-47-07578,0.000,0.000,0.000,0.000
clueweb12-1500tw-75-06821,-41827.258,-40354.648,-39446.137,-39769.949
clueweb12-1813wb-06-19711,0.000,0.000,0.000,0.000
clueweb12-0010wb-31-23281,-4658.840,-4459.584,-4494.301,-4472.606
clueweb12-0304wb-46-29526,-2227.373,-2190.589,-2246.500,-2284.994
clueweb12-0612wb-03-33632,0.000,0.000,0.000,0.000
clueweb12-0407wb-58-05863,-18873.609,-18281.141,-18494.084,-18539.225
clueweb12-0303wb-28-15822,-6786.064,-6372.174,-6168.288,-6181.836
clueweb12-0909wb-35-28090,-37569.238,-37519.230,-37943.527,-38256.383
clueweb12-1102wb-36-26222,-1092.773,-1109.756,-1141.489,-1157.407
clueweb12-0610wb-09-00923,-11315.500,-10766.009,-10627.079,-10587.577
clueweb12-0404wb-29-13153,-1749.794,-1703.180,-1762.368,-1768.986
clueweb12-1012wb-41-02186,0.000,0.000,0.000,0.000
clueweb12-1612wb-09-19371,0.000,0.000,0.000,0.000
clueweb12-1106wb-30-02995,-24323.654,-24101.463,-24265.920,-24027.404
clueweb12-0601wb-59-22257,-3204.724,-3043.338,-3058.167,-3070.498
clueweb12-0111wb-56-01726,-276.505,-271.530,-268.612,-266.463
clueweb12-0107wb-80-21556,-1953.784,-1932.650,-1965.014,-2053.689
clueweb12-0702wb-96-29849,-582.750,-574.532,-574.320,-608.678
clueweb12-0106wb-16-20485,-5670.402,-5593.001,-5837.801,-6014.554
clueweb12-0111wb-44-27615,-8394.839,-8006.501,-7748.805,-7627.782
clueweb12-1108wb-11-31100,-1242.434,-1227.219,-1240.797,-1225.792
clueweb12-0209wb-96-04744,-16914.342,-16773.258,-17150.525,-17071.748
clueweb12-1411wb-88-05901,-1486.338,-1374.964,-1383.984,-1377.674
clueweb12-1206wb-84-02350,-3857.860,-3733.093,-3756.576,-3700.337
clueweb12-1708wb-12-26727,-4356.753,-4111.133,-4182.811,-4229.380
clueweb12-1607wb-33-10111,-1144.457,-1096.273,-1103.128,-1088.444
clueweb12-0401wb-13-20783,-3094.841,-3010.772,-2960.970,-2927.291
clueweb12-1712wb-29-26661,-1848.116,-1866.853,-1906.487,-1912.207
clueweb12-0917wb-64-03112,-981.868,-978.830,-1004.699,-1018.343
clueweb12-1006wb-24-12567,-1409.161,-1333.026,-1362.496,-1420.725
clueweb12-0308wb-20-23750,-544.173,-543.753,-557.233,-563.295
clueweb12-0000wb-58-14000,-1535.829,-1527.170,-1558.001,-1574.681
clueweb12-0808wb-59-12416,-794.142,-737.463,-734.650,-737.475
clueweb12-1804wb-95-21234,-3577.601,-3396.005,-3545.948,-3575.349
clueweb12-0002wb-71-17501,-4577.523,-4610.800,-4727.391,-4687.613
clueweb12-0814wb-91-25552,-1353.877,-1314.389,-1356.232,-1356.056
