filename,n_chv_concepts,n_chv_dsyn_concepts,n_chv_sosy_concepts,avg_chv_value_all,avg_chv_alue_dsyn,avg_chv_value_sosy
clueweb12-0409wb-21-25028,93,2,0,0.782,0.678,0.000
clueweb12-0000wb-33-13681,442,16,0,0.753,0.719,0.000
clueweb12-1209wb-57-08037,187,2,0,0.758,0.598,0.000
clueweb12-0410wb-76-29132,373,2,1,0.696,0.578,0.955
clueweb12-0102wb-20-03079,1533,30,36,0.747,0.594,0.817
clueweb12-1617wb-23-18261,265,27,4,0.746,0.585,0.821
clueweb12-0303wb-88-10070,0,0,0,0.000,0.000,0.000
clueweb12-1115wb-23-15172,241,2,4,0.786,0.833,0.768
clueweb12-0913wb-10-22715,545,7,2,0.764,0.637,0.642
clueweb12-0201wb-40-13858,348,20,7,0.754,0.672,0.599
clueweb12-0202wb-29-02814,445,29,6,0.749,0.629,0.918
clueweb12-0108wb-52-08220,187,3,1,0.789,0.694,0.963
clueweb12-0205wb-13-12297,0,0,0,0.000,0.000,0.000
clueweb12-1700wb-57-07723,151,1,1,0.794,0.327,0.885
clueweb12-1503wb-34-29574,1700,8,7,0.815,0.470,0.844
clueweb12-1004wb-52-13264,302,11,2,0.727,0.729,0.926
clueweb12-0303wb-95-19540,0,0,0,0.000,0.000,0.000
clueweb12-0609wb-61-17798,0,0,0,0.000,0.000,0.000
clueweb12-1805wb-98-26446,2366,36,25,0.789,0.608,0.809
clueweb12-1412wb-84-33807,0,0,0,0.000,0.000,0.000
clueweb12-1400tw-61-11592,447,1,2,0.756,0.888,0.955
clueweb12-1109wb-38-00952,0,0,0,0.000,0.000,0.000
clueweb12-1006wb-18-24177,872,7,6,0.694,0.522,0.649
clueweb12-0000wb-67-34014,42,0,3,0.760,0.000,0.908
clueweb12-0005wb-77-14440,761,80,3,0.731,0.614,0.934
clueweb12-0204wb-78-08307,192,13,3,0.715,0.594,0.926
clueweb12-0211wb-49-23724,59,7,0,0.681,0.637,0.000
clueweb12-0001wb-16-11158,35,2,0,0.759,0.351,0.000
clueweb12-1707wb-35-21987,2017,10,25,0.649,0.651,0.838
clueweb12-1400wb-79-04340,1464,18,31,0.751,0.548,0.920
clueweb12-0105wb-30-30735,2658,27,165,0.742,0.626,0.870
clueweb12-0402wb-94-26854,0,0,0,0.000,0.000,0.000
clueweb12-0708wb-43-01185,2706,144,56,0.710,0.620,0.740
clueweb12-0917wb-85-07716,0,0,0,0.000,0.000,0.000
clueweb12-0706wb-93-31622,231,6,1,0.756,0.714,0.595
clueweb12-1611wb-11-19898,356,5,9,0.720,0.730,0.726
clueweb12-0308wb-51-12006,390,11,27,0.802,0.565,0.870
clueweb12-0304wb-63-05046,1194,119,10,0.739,0.616,0.866
clueweb12-1203wb-01-09739,386,12,2,0.734,0.626,0.763
clueweb12-1811wb-48-13333,479,8,31,0.749,0.729,0.869
clueweb12-1908wb-47-16014,0,0,0,0.000,0.000,0.000
clueweb12-1301wb-02-24411,802,24,41,0.786,0.724,0.883
clueweb12-0410wb-49-15372,28,0,0,0.743,0.000,0.000
clueweb12-0606wb-55-18469,10095,649,125,0.751,0.495,0.790
clueweb12-0409wb-43-09949,0,0,0,0.000,0.000,0.000
clueweb12-0507wb-17-07504,1728,123,30,0.758,0.659,0.836
clueweb12-0003wb-73-05543,94,3,2,0.746,0.766,0.489
clueweb12-1612wb-09-19371,0,0,0,0.000,0.000,0.000
clueweb12-1000tw-30-13932,0,0,0,0.000,0.000,0.000
clueweb12-1903wb-84-25236,185,21,0,0.760,0.638,0.000
clueweb12-0401tw-15-20792,76,0,3,0.713,0.000,0.910
clueweb12-0210wb-61-26414,1084,96,13,0.744,0.628,0.798
clueweb12-1700wb-64-10748,62,11,0,0.713,0.620,0.000
clueweb12-0208wb-16-21382,1295,15,7,0.727,0.682,0.703
clueweb12-1214wb-07-18898,690,24,17,0.764,0.751,0.828
clueweb12-0203wb-52-00590,2169,23,24,0.781,0.684,0.825
clueweb12-0511wb-25-25522,21,2,0,0.724,0.632,0.000
clueweb12-0302wb-37-16476,645,7,18,0.767,0.670,0.896
clueweb12-1909wb-96-19170,2330,94,51,0.744,0.628,0.760
clueweb12-1613wb-95-04015,1470,25,4,0.723,0.703,0.711
clueweb12-0301wb-46-11924,201,10,2,0.783,0.788,0.949
clueweb12-1804wb-67-26345,0,0,0,0.000,0.000,0.000
clueweb12-1006wb-56-22386,210,10,1,0.744,0.515,0.595
clueweb12-0303wb-55-29897,598,1,57,0.778,0.627,0.688
clueweb12-1803wb-18-17719,223,6,1,0.671,0.687,0.915
clueweb12-0106wb-64-18852,291,14,6,0.768,0.605,0.897
clueweb12-0112wb-00-33718,2476,129,46,0.721,0.776,0.749
clueweb12-0001wb-37-06668,164,6,0,0.778,0.682,0.000
clueweb12-0410wb-19-25823,48,0,0,0.793,0.000,0.000
clueweb12-1910wb-33-01652,0,0,0,0.000,0.000,0.000
clueweb12-0107wb-19-00938,276,1,6,0.792,0.888,0.585
clueweb12-0003wb-13-16996,224,0,0,0.786,0.000,0.000
clueweb12-0200wb-93-26943,624,49,25,0.671,0.432,0.753
clueweb12-0508wb-69-23357,119,1,0,0.761,0.678,0.000
clueweb12-0005wb-35-21509,62,0,0,0.718,0.000,0.000
clueweb12-0112wb-21-06973,1149,16,32,0.768,0.680,0.833
clueweb12-1010wb-15-09061,3268,46,14,0.776,0.579,0.846
clueweb12-1308wb-43-14361,239,2,0,0.664,0.827,0.000
clueweb12-0209wb-64-00237,1246,14,24,0.772,0.684,0.846
clueweb12-0703wb-74-00581,0,0,0,0.000,0.000,0.000
clueweb12-1907wb-05-13686,0,0,0,0.000,0.000,0.000
clueweb12-0402wb-46-25491,1624,99,13,0.717,0.560,0.812
clueweb12-1505wb-52-22610,1543,116,28,0.746,0.642,0.853
clueweb12-0008wb-61-02855,0,0,0,0.000,0.000,0.000
clueweb12-1804wb-16-23970,199,8,0,0.796,0.541,0.000
clueweb12-1808wb-38-12208,2826,191,12,0.671,0.505,0.798
clueweb12-0312wb-01-17235,3010,65,34,0.696,0.533,0.727
clueweb12-0405wb-59-29759,193,2,0,0.804,0.429,0.000
clueweb12-0204wb-25-16345,42,3,1,0.734,0.596,0.926
clueweb12-0203wb-49-15899,253,16,8,0.757,0.591,0.766
clueweb12-0000tw-25-00464,121,3,0,0.792,0.578,0.000
clueweb12-0701wb-52-33523,784,11,8,0.784,0.637,0.952
clueweb12-1005wb-36-10988,107,8,4,0.717,0.559,0.676
clueweb12-1514wb-34-22650,0,0,0,0.000,0.000,0.000
clueweb12-1000wb-52-07470,97,0,0,0.770,0.000,0.000
clueweb12-1613wb-28-02536,0,0,0,0.000,0.000,0.000
clueweb12-1007wb-46-08571,13,0,0,0.773,0.000,0.000
clueweb12-1412wb-05-04189,0,0,0,0.000,0.000,0.000
clueweb12-0408wb-22-10339,90,12,1,0.790,0.722,0.941
clueweb12-1112wb-73-05103,334,3,1,0.795,0.888,0.595
clueweb12-1505wb-12-26582,167,11,3,0.752,0.633,0.843
clueweb12-1802wb-32-09509,13,0,1,0.779,0.000,0.963
clueweb12-0005wb-73-11326,412,12,13,0.718,0.539,0.900
clueweb12-0814wb-03-01857,14,0,0,0.774,0.000,0.000
clueweb12-0009wb-15-22821,0,0,0,0.000,0.000,0.000
clueweb12-1608wb-74-25422,567,7,8,0.781,0.637,0.822
clueweb12-0607wb-79-06269,0,0,0,0.000,0.000,0.000
clueweb12-0211wb-36-25463,4635,11,9,0.760,0.705,0.763
clueweb12-1305wb-49-06674,230,18,32,0.768,0.589,0.864
clueweb12-1905wb-98-21291,157,0,0,0.788,0.000,0.000
clueweb12-1012wb-17-27831,1890,49,12,0.712,0.507,0.812
clueweb12-0111wb-51-05646,627,20,27,0.719,0.651,0.756
clueweb12-0205wb-64-16084,260,2,4,0.729,0.888,0.637
clueweb12-1501wb-32-02577,0,0,0,0.000,0.000,0.000
clueweb12-0306wb-50-10510,946,10,37,0.759,0.676,0.815
clueweb12-1213wb-11-21192,148,2,1,0.810,0.888,0.955
clueweb12-0716wb-13-07618,774,1,0,0.756,0.473,0.000
clueweb12-1901wb-11-26808,446,7,21,0.743,0.641,0.842
clueweb12-0813wb-28-26322,0,0,0,0.000,0.000,0.000
clueweb12-0901wb-50-18210,33,0,0,0.795,0.000,0.000
clueweb12-0412wb-28-01782,146,3,2,0.788,0.782,0.454
clueweb12-0108wb-11-25279,836,1,154,0.813,0.888,0.885
clueweb12-1509wb-87-02489,10,0,0,0.796,0.000,0.000
clueweb12-0104wb-97-26214,1762,67,42,0.739,0.513,0.743
clueweb12-1112wb-09-10820,0,0,0,0.000,0.000,0.000
clueweb12-0110wb-02-31412,14,1,0,0.787,0.637,0.000
clueweb12-0304wb-37-00994,0,0,0,0.000,0.000,0.000
clueweb12-1910wb-76-07545,659,21,55,0.768,0.522,0.796
clueweb12-0303wb-50-04668,291,24,7,0.739,0.574,0.836
clueweb12-0807wb-24-24804,1159,30,5,0.785,0.735,0.575
clueweb12-0717wb-13-04527,320,2,1,0.704,0.733,0.600
clueweb12-1412wb-35-15777,0,0,0,0.000,0.000,0.000
clueweb12-0605wb-55-23547,984,40,11,0.770,0.615,0.791
clueweb12-1216wb-50-06993,93,4,0,0.795,0.788,0.000
clueweb12-0111wb-89-09499,71,2,5,0.734,0.575,0.776
clueweb12-0210wb-16-17598,182,6,6,0.749,0.635,0.897
clueweb12-0818wb-83-34083,164,0,1,0.790,0.000,0.595
clueweb12-1402wb-76-25016,422,4,5,0.806,0.684,0.780
clueweb12-1406wb-76-30805,883,11,11,0.733,0.715,0.797
clueweb12-1711wb-99-16470,845,11,7,0.766,0.552,0.852
clueweb12-0601wb-37-08133,159,2,0,0.768,0.588,0.000
clueweb12-1214wb-67-05244,1024,2,2,0.740,0.436,0.871
clueweb12-0207wb-19-04306,21,2,0,0.724,0.632,0.000
clueweb12-0509wb-40-19209,68,0,0,0.676,0.000,0.000
clueweb12-0700tw-78-07935,122,0,0,0.833,0.000,0.000
clueweb12-1400tw-34-06105,46,2,1,0.756,0.593,0.762
clueweb12-1200wb-32-05817,251,9,9,0.620,0.736,0.775
clueweb12-0400wb-70-27023,143,0,2,0.738,0.000,0.657
clueweb12-0510wb-52-01367,2139,102,87,0.770,0.626,0.711
clueweb12-0111wb-57-13183,0,0,0,0.000,0.000,0.000
clueweb12-1811wb-18-11766,0,0,0,0.000,0.000,0.000
clueweb12-0404wb-45-26740,125,1,0,0.743,0.578,0.000
clueweb12-1800wb-12-09569,19,0,0,0.854,0.000,0.000
clueweb12-0008wb-63-08710,726,7,3,0.778,0.843,0.668
clueweb12-0308wb-46-00475,376,8,1,0.751,0.479,0.637
clueweb12-0312wb-25-15367,428,4,1,0.803,0.818,0.595
clueweb12-0002wb-89-19718,200,0,1,0.787,0.000,0.910
clueweb12-0300wb-46-03089,215,8,11,0.760,0.497,0.716
clueweb12-0607wb-08-33062,39,2,1,0.661,0.422,0.955
clueweb12-1805wb-91-16213,0,0,0,0.000,0.000,0.000
clueweb12-0817wb-93-24536,79,0,5,0.784,0.000,0.559
clueweb12-0103wb-82-00083,510,25,57,0.782,0.568,0.923
clueweb12-0207wb-06-32793,238,18,3,0.729,0.564,0.828
clueweb12-0612wb-20-16567,41,1,0,0.753,0.465,0.000
clueweb12-1811wb-36-08292,5497,138,106,0.767,0.559,0.741
clueweb12-1213wb-08-21651,1164,118,57,0.718,0.659,0.744
clueweb12-0507wb-52-32335,465,21,6,0.742,0.728,0.825
clueweb12-0511wb-92-31571,468,6,2,0.724,0.517,0.926
clueweb12-0512wb-42-01958,485,2,11,0.819,0.651,0.732
clueweb12-0300wb-34-28979,31,0,0,0.770,0.000,0.000
clueweb12-1913wb-22-06916,0,0,0,0.000,0.000,0.000
clueweb12-0106wb-38-21952,108,0,0,0.846,0.000,0.000
clueweb12-1306wb-43-18381,0,0,0,0.000,0.000,0.000
clueweb12-0912wb-42-20005,985,54,11,0.809,0.633,0.840
clueweb12-0010wb-73-21958,805,17,8,0.717,0.582,0.720
clueweb12-1908wb-15-17925,191,1,1,0.754,0.763,0.926
clueweb12-1703wb-69-25060,77,0,5,0.791,0.000,0.823
clueweb12-0600tw-16-05685,130,6,6,0.751,0.739,0.816
clueweb12-0112wb-38-19075,55,0,0,0.775,0.000,0.000
clueweb12-0004wb-62-21057,156,8,0,0.736,0.712,0.000
clueweb12-1807wb-49-16871,97,3,1,0.729,0.562,0.794
clueweb12-0401wb-16-16428,293,5,15,0.798,0.883,0.720
clueweb12-0200tw-46-07044,165,1,7,0.772,0.582,0.830
clueweb12-0111wb-56-24968,678,14,19,0.750,0.742,0.775
clueweb12-0006wb-26-14416,0,0,0,0.000,0.000,0.000
clueweb12-1712wb-34-25066,602,34,20,0.740,0.515,0.675
clueweb12-1008wb-68-10870,56,3,5,0.748,0.786,0.648
clueweb12-1006wb-84-25073,0,0,0,0.000,0.000,0.000
clueweb12-1603wb-03-08308,38,1,1,0.837,0.888,0.926
clueweb12-0007wb-77-04243,192,0,1,0.782,0.000,0.571
clueweb12-0601wb-52-31113,25,0,0,0.803,0.000,0.000
clueweb12-1507wb-91-37513,32,0,0,0.773,0.000,0.000
clueweb12-0202wb-44-02253,389,8,1,0.687,0.433,0.454
clueweb12-0307wb-71-01702,264,24,0,0.735,0.602,0.000
clueweb12-0502wb-54-30328,74,0,0,0.835,0.000,0.000
clueweb12-0102wb-19-02057,728,26,52,0.795,0.815,0.916
clueweb12-1215wb-21-13847,1509,28,4,0.773,0.684,0.596
clueweb12-1400tw-55-14612,163,6,0,0.729,0.785,0.000
clueweb12-0201wb-61-19682,205,9,1,0.795,0.583,0.926
clueweb12-0807wb-93-06337,152,2,16,0.789,0.766,0.789
clueweb12-0000wb-06-29427,15,0,0,0.683,0.000,0.000
clueweb12-0003wb-74-19747,346,37,13,0.759,0.681,0.900
clueweb12-0101wb-88-07628,3112,222,79,0.729,0.607,0.722
clueweb12-0500wb-31-14942,219,8,6,0.747,0.557,0.839
clueweb12-1600tw-37-14199,582,15,14,0.766,0.645,0.753
clueweb12-1515wb-85-09987,119,3,1,0.763,0.795,0.963
clueweb12-1314wb-13-12438,1336,7,6,0.767,0.722,0.727
clueweb12-0501wb-87-08274,0,0,0,0.000,0.000,0.000
clueweb12-1208wb-42-18927,948,5,1,0.772,0.888,0.571
clueweb12-0406wb-85-29316,48,0,3,0.814,0.000,0.951
clueweb12-1811wb-36-02915,23,0,0,0.809,0.000,0.000
clueweb12-0405wb-20-09395,209,1,2,0.761,0.888,0.939
clueweb12-1908wb-07-13253,0,0,0,0.000,0.000,0.000
clueweb12-0002wb-39-33179,399,43,10,0.718,0.662,0.845
clueweb12-1201wb-26-18413,1066,8,42,0.769,0.644,0.665
clueweb12-0111wb-14-12826,198,1,6,0.772,0.327,0.869
clueweb12-0203wb-43-04175,0,0,0,0.000,0.000,0.000
clueweb12-1203wb-92-11561,139,0,0,0.760,0.000,0.000
clueweb12-1117wb-62-24066,2790,98,42,0.721,0.602,0.863
clueweb12-0804wb-19-03972,286,1,7,0.730,0.888,0.661
clueweb12-1513wb-15-05646,76,5,3,0.735,0.444,0.845
clueweb12-0306wb-52-26027,601,85,1,0.750,0.690,0.955
clueweb12-0716wb-80-05854,145,9,10,0.739,0.493,0.675
clueweb12-0912wb-08-08093,198,6,2,0.811,0.534,0.913
clueweb12-1507wb-30-17025,636,67,29,0.739,0.667,0.813
clueweb12-0310wb-88-05752,542,32,16,0.742,0.571,0.786
clueweb12-0108wb-72-03950,65,0,0,0.791,0.000,0.000
clueweb12-0010wb-11-14498,6743,564,130,0.729,0.632,0.801
clueweb12-0702wb-23-08611,0,0,0,0.000,0.000,0.000
clueweb12-1201tw-29-08785,47,1,0,0.831,0.588,0.000
clueweb12-1406wb-20-25085,30,0,0,0.760,0.000,0.000
clueweb12-1909wb-44-33324,1716,1,1,0.778,0.151,0.571
clueweb12-1414wb-54-11881,33,0,0,0.696,0.000,0.000
clueweb12-0111wb-48-22586,0,0,0,0.000,0.000,0.000
clueweb12-1216wb-74-30119,110,2,6,0.754,0.533,0.656
clueweb12-1802wb-92-11946,538,8,1,0.687,0.568,0.442
clueweb12-0112wb-34-13790,1866,39,70,0.768,0.679,0.824
clueweb12-1906wb-19-04347,51,1,0,0.783,0.678,0.000
clueweb12-0106wb-82-23221,0,0,0,0.000,0.000,0.000
clueweb12-0109wb-23-28306,121,0,0,0.728,0.000,0.000
clueweb12-1709wb-01-06772,197,2,0,0.799,0.888,0.000
clueweb12-1607wb-33-10111,73,4,0,0.802,0.507,0.000
clueweb12-1815wb-14-26262,1889,107,3,0.727,0.597,0.579
clueweb12-1302wb-65-12146,125,0,2,0.796,0.000,0.595
clueweb12-1406wb-61-17441,448,19,9,0.718,0.610,0.624
clueweb12-1404wb-81-20871,870,38,85,0.750,0.632,0.749
clueweb12-0100tw-64-11594,0,0,0,0.000,0.000,0.000
clueweb12-1700tw-02-18095,24,0,0,0.747,0.000,0.000
clueweb12-0205wb-03-10114,304,24,8,0.740,0.508,0.780
clueweb12-0903wb-09-26615,313,32,6,0.707,0.487,0.823
clueweb12-0201wb-36-29538,240,14,6,0.755,0.651,0.952
clueweb12-0003wb-49-13344,0,0,0,0.000,0.000,0.000
clueweb12-1407wb-38-06696,456,8,5,0.697,0.729,0.570
clueweb12-1800wb-07-17780,1864,33,11,0.656,0.625,0.576
clueweb12-0012wb-83-02550,675,49,40,0.773,0.692,0.710
clueweb12-1617wb-31-08103,457,4,0,0.674,0.558,0.000
clueweb12-1217wb-30-09969,120,2,4,0.703,0.888,0.857
clueweb12-1610wb-02-03130,748,25,45,0.796,0.671,0.904
clueweb12-0002wb-74-22979,2218,72,14,0.761,0.734,0.820
clueweb12-1400wb-73-32986,474,3,10,0.775,0.706,0.917
clueweb12-1109wb-10-24016,102,4,6,0.760,0.673,0.809
clueweb12-1911wb-03-16791,71,0,1,0.720,0.000,0.794
clueweb12-0109wb-05-06541,80,0,7,0.763,0.000,0.726
clueweb12-0410wb-50-19767,145,4,0,0.769,0.677,0.000
clueweb12-0404wb-55-15137,317,5,4,0.724,0.589,0.729
clueweb12-0208wb-85-20823,473,26,21,0.803,0.668,0.718
clueweb12-0714wb-13-23690,406,4,1,0.765,0.742,0.571
clueweb12-0207wb-72-33050,5173,409,28,0.744,0.630,0.792
clueweb12-0900wb-81-09777,1538,56,103,0.703,0.687,0.776
clueweb12-1118wb-80-07238,0,0,0,0.000,0.000,0.000
clueweb12-0604wb-96-03244,644,6,13,0.809,0.796,0.712
clueweb12-0701wb-75-25926,189,1,2,0.764,0.678,0.725
clueweb12-0110wb-45-30951,84,14,9,0.725,0.490,0.865
clueweb12-0009wb-76-12335,1754,50,69,0.778,0.656,0.710
clueweb12-0300tw-83-24511,65,0,1,0.815,0.000,0.941
clueweb12-0210wb-90-14596,0,0,0,0.000,0.000,0.000
clueweb12-0205wb-98-06423,823,36,29,0.757,0.597,0.921
clueweb12-0407wb-71-16281,109,3,0,0.746,0.691,0.000
clueweb12-0807wb-63-08499,939,15,26,0.731,0.535,0.790
clueweb12-1701wb-75-29536,160,4,9,0.745,0.478,0.740
clueweb12-1303wb-18-15546,353,14,5,0.761,0.734,0.608
clueweb12-0404wb-10-08086,12272,261,32,0.654,0.562,0.658
clueweb12-1206wb-96-04784,0,0,0,0.000,0.000,0.000
clueweb12-1412wb-02-27057,144,17,0,0.778,0.647,0.000
clueweb12-0104wb-90-19588,94,3,1,0.716,0.650,0.571
clueweb12-1505wb-74-20640,1272,46,21,0.703,0.621,0.814
clueweb12-0205wb-10-21706,290,17,0,0.694,0.703,0.000
clueweb12-1804wb-08-07890,2153,264,30,0.684,0.567,0.757
clueweb12-0913wb-37-16293,1159,15,20,0.797,0.594,0.870
clueweb12-0210wb-48-14175,112,3,5,0.735,0.568,0.721
clueweb12-0504wb-78-16281,0,0,0,0.000,0.000,0.000
clueweb12-0407wb-28-12016,1643,13,9,0.785,0.730,0.819
clueweb12-0502wb-91-13351,279,34,12,0.759,0.629,0.726
clueweb12-1913wb-94-27324,180,7,3,0.760,0.561,0.926
clueweb12-0508wb-07-03060,40,0,0,0.585,0.000,0.000
clueweb12-0004wb-07-06845,419,38,23,0.769,0.686,0.802
clueweb12-0503wb-79-03256,957,16,6,0.745,0.700,0.620
clueweb12-0705wb-83-30741,105,6,0,0.804,0.588,0.000
clueweb12-1009wb-83-29917,156,18,3,0.701,0.651,0.490
clueweb12-1504wb-07-14248,0,0,0,0.000,0.000,0.000
clueweb12-1401wb-23-00198,439,23,1,0.740,0.809,0.495
clueweb12-0302wb-61-05162,967,6,6,0.760,0.762,0.658
clueweb12-1209wb-76-15078,1350,56,116,0.782,0.755,0.859
clueweb12-0010wb-35-07407,185,1,3,0.780,0.888,0.789
clueweb12-0309wb-88-14825,1258,27,7,0.737,0.680,0.779
clueweb12-0400wb-17-35037,0,0,0,0.000,0.000,0.000
clueweb12-0707wb-85-20868,141,6,4,0.728,0.410,0.791
clueweb12-0110wb-64-01869,15222,1050,0,0.730,0.534,0.000
clueweb12-0809wb-02-17243,2396,36,31,0.741,0.777,0.784
clueweb12-1909wb-18-01639,0,0,0,0.000,0.000,0.000
clueweb12-1407wb-00-23122,76,4,3,0.792,0.729,0.939
clueweb12-0203wb-22-19990,698,2,29,0.764,0.665,0.955
clueweb12-1509wb-38-26733,589,38,14,0.711,0.517,0.700
clueweb12-0010wb-16-19956,131,0,1,0.733,0.000,0.595
clueweb12-0800tw-73-25855,47,0,0,0.776,0.000,0.000
clueweb12-0310wb-12-01054,22,0,0,0.792,0.000,0.000
clueweb12-0916wb-58-27211,921,68,14,0.740,0.481,0.762
clueweb12-1702wb-30-25600,658,39,30,0.699,0.625,0.744
clueweb12-0905wb-05-05410,539,24,11,0.696,0.580,0.685
clueweb12-0102wb-27-00658,180,0,0,0.811,0.000,0.000
clueweb12-1611wb-40-25878,126,0,2,0.770,0.000,0.901
clueweb12-1513wb-16-03860,0,0,0,0.000,0.000,0.000
clueweb12-0109wb-98-10212,41,6,0,0.631,0.591,0.000
clueweb12-0209wb-67-10754,461,4,6,0.757,0.810,0.679
clueweb12-0606wb-57-28627,152,8,0,0.699,0.555,0.000
clueweb12-0603wb-84-12226,9942,98,142,0.797,0.531,0.824
clueweb12-1202wb-99-06045,1536,27,6,0.818,0.888,0.818
clueweb12-0508wb-26-06637,110,3,2,0.720,0.471,0.848
clueweb12-0111wb-02-26004,0,0,0,0.000,0.000,0.000
clueweb12-0403wb-10-05358,422,48,30,0.759,0.623,0.752
clueweb12-0806wb-27-11945,19,0,0,0.747,0.000,0.000
clueweb12-1710wb-39-20723,300,5,0,0.742,0.677,0.000
clueweb12-0601wb-97-23452,12563,692,203,0.742,0.661,0.691
clueweb12-1504wb-73-14402,0,0,0,0.000,0.000,0.000
clueweb12-0202wb-52-05094,871,69,30,0.731,0.544,0.847
clueweb12-0706wb-54-03355,0,0,0,0.000,0.000,0.000
clueweb12-1004wb-12-06873,165,0,8,0.709,0.000,0.754
clueweb12-0100wb-33-00657,30,0,0,0.774,0.000,0.000
clueweb12-1503wb-28-26442,0,0,0,0.000,0.000,0.000
clueweb12-1603wb-70-13181,219,0,5,0.825,0.000,0.900
clueweb12-1704wb-19-28405,109,0,7,0.808,0.000,0.955
clueweb12-0608wb-89-28528,15,0,1,0.572,0.000,0.495
clueweb12-0305wb-59-02569,0,0,0,0.000,0.000,0.000
clueweb12-0308wb-94-06201,70,4,1,0.737,0.562,0.595
clueweb12-0007wb-42-07464,0,0,0,0.000,0.000,0.000
clueweb12-0010wb-05-03587,1387,47,6,0.713,0.570,0.906
clueweb12-0012wb-19-14495,17,0,0,0.656,0.000,0.000
clueweb12-0712wb-56-16066,2622,5,7,0.796,0.602,0.843
clueweb12-0102wb-37-05770,0,0,0,0.000,0.000,0.000
clueweb12-0512wb-55-20048,29,1,0,0.819,0.888,0.000
clueweb12-0603wb-63-30279,721,13,30,0.753,0.680,0.859
clueweb12-0710wb-45-09999,690,11,4,0.775,0.627,0.772
clueweb12-0201wb-08-05028,314,19,6,0.753,0.614,0.824
clueweb12-1403wb-64-20387,79,6,0,0.770,0.890,0.000
clueweb12-1217wb-55-19721,340,21,5,0.738,0.672,0.638
clueweb12-0402wb-62-21803,3674,82,34,0.716,0.625,0.756
clueweb12-1213wb-67-03080,417,41,23,0.751,0.702,0.811
clueweb12-0510wb-13-27784,253,38,3,0.738,0.594,0.943
clueweb12-0110wb-74-31175,809,34,7,0.695,0.563,0.756
clueweb12-1912wb-30-12376,1452,11,27,0.731,0.539,0.782
clueweb12-0209wb-58-21185,0,0,0,0.000,0.000,0.000
clueweb12-0915wb-75-20814,279,2,9,0.719,0.446,0.953
clueweb12-0810wb-81-10564,250,5,16,0.772,0.525,0.861
clueweb12-0603wb-89-14280,0,0,0,0.000,0.000,0.000
clueweb12-1609wb-67-23892,0,0,0,0.000,0.000,0.000
clueweb12-1901wb-09-21327,132,5,0,0.717,0.665,0.000
clueweb12-0204wb-71-12124,156,0,3,0.692,0.000,0.616
clueweb12-1914wb-18-16078,12,0,1,0.579,0.000,0.955
clueweb12-0003wb-91-22490,63,0,0,0.795,0.000,0.000
clueweb12-0714wb-36-26411,137,1,3,0.751,0.550,0.915
clueweb12-1315wb-63-01557,632,8,18,0.789,0.671,0.933
clueweb12-1304wb-33-08445,338,3,11,0.810,0.652,0.867
clueweb12-0102wb-64-11512,70,0,1,0.756,0.000,0.926
clueweb12-1504wb-70-20018,147,11,6,0.748,0.648,0.739
clueweb12-1101wb-59-22894,430,14,12,0.722,0.669,0.870
clueweb12-0816wb-64-10781,203,0,1,0.754,0.000,0.955
clueweb12-0004wb-39-27083,35,0,0,0.781,0.000,0.000
clueweb12-0001wb-85-33266,399,2,2,0.710,0.383,0.779
clueweb12-0202wb-25-30796,1033,37,12,0.744,0.742,0.823
clueweb12-0104wb-89-11936,0,0,0,0.000,0.000,0.000
clueweb12-1006wb-32-02068,54,0,3,0.792,0.000,0.839
clueweb12-0600wb-15-27795,159,3,0,0.823,0.598,0.000
clueweb12-1700wb-79-11286,376,16,3,0.751,0.608,0.792
clueweb12-0706wb-31-06439,10874,296,148,0.791,0.618,0.798
clueweb12-0208wb-50-21843,109,0,0,0.779,0.000,0.000
clueweb12-0607wb-01-07831,234,14,15,0.692,0.535,0.774
clueweb12-1213wb-63-05190,0,0,0,0.000,0.000,0.000
clueweb12-1207wb-31-08867,556,13,0,0.750,0.555,0.000
clueweb12-1403wb-09-27932,89,3,1,0.774,0.762,0.926
clueweb12-1205wb-80-10581,0,0,0,0.000,0.000,0.000
clueweb12-0303wb-47-26798,331,0,1,0.798,0.000,0.963
clueweb12-1214wb-81-12299,0,0,0,0.000,0.000,0.000
clueweb12-0209wb-16-22786,704,3,3,0.737,0.464,0.579
clueweb12-0302wb-31-08633,14511,267,527,0.770,0.590,0.754
clueweb12-1112wb-13-24126,28,0,1,0.670,0.000,0.633
clueweb12-1116wb-66-16116,329,5,14,0.780,0.566,0.887
clueweb12-0310wb-28-05952,39,0,2,0.775,0.000,0.942
clueweb12-0812wb-32-14347,36,0,0,0.681,0.000,0.000
clueweb12-1810wb-63-10507,0,0,0,0.000,0.000,0.000
clueweb12-0110wb-41-23441,0,0,0,0.000,0.000,0.000
clueweb12-1302wb-65-14399,0,0,0,0.000,0.000,0.000
clueweb12-1603wb-25-08524,0,0,0,0.000,0.000,0.000
clueweb12-1714wb-88-31050,0,0,0,0.000,0.000,0.000
clueweb12-0202wb-76-00363,25,0,0,0.831,0.000,0.000
clueweb12-1714wb-80-00429,551,36,4,0.746,0.623,0.913
clueweb12-0009wb-69-23285,45,0,9,0.767,0.000,0.735
clueweb12-0201wb-82-23106,581,23,15,0.761,0.695,0.869
