filename,n_chv_concepts,n_chv_dsyn_concepts,n_chv_sosy_concepts,avg_chv_value_all,avg_chv_value_dsyn,avg_chv_value_sosy,n_msh_concepts,n_msh_dsyn_concepts,n_msh_sosy_concepts,avg_tree_length_all,avg_tree_length_dsyn,avg_tree_length_sosy
clueweb12-0301wb-65-29601,310.0,1.0,1.0,0.783,0.351,0.829,182.0,1.0,1.0,4.995,5.0,4.0
clueweb12-1516wb-80-14053,1175.0,39.0,42.0,0.755,0.744,0.708,751.0,46.0,38.0,5.976,4.304,7.974
clueweb12-0009wb-57-03457,2696.0,104.0,22.0,0.697,0.584,0.818,1760.0,104.0,10.0,5.614,4.721,9.4
clueweb12-1910wb-91-21203,389.0,10.0,22.0,0.776,0.791,0.838,211.0,12.0,12.0,5.237,5.25,10.167
clueweb12-1206wb-73-28151,278.0,0.0,1.0,0.796,0.0,0.571,151.0,7.0,0.0,4.483,3.857,0.0
clueweb12-0100wb-61-30075,949.0,27.0,8.0,0.768,0.684,0.769,551.0,27.0,4.0,5.688,9.074,14.5
clueweb12-1202wb-99-08493,43.0,1.0,0.0,0.775,0.888,0.0,33.0,2.0,0.0,6.455,3.5,0.0
clueweb12-1300tw-80-20890,169.0,9.0,7.0,0.752,0.604,0.653,112.0,12.0,0.0,5.562,4.583,0.0
clueweb12-1012wb-08-12641,1022.0,31.0,11.0,0.77,0.665,0.833,525.0,37.0,3.0,5.571,9.054,6.333
clueweb12-0010wb-55-13301,654.0,9.0,0.0,0.737,0.696,0.0,331.0,11.0,0.0,5.586,8.182,0.0
clueweb12-1207wb-57-13197,6596.0,339.0,64.0,0.712,0.606,0.776,3873.0,342.0,56.0,6.574,14.211,11.518
clueweb12-0814wb-54-11457,313.0,39.0,4.0,0.757,0.648,0.94,194.0,38.0,4.0,5.402,4.579,10.5
clueweb12-1214wb-89-14711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0503wb-18-11701,173.0,6.0,2.0,0.721,0.766,0.886,104.0,9.0,1.0,4.942,4.111,13.0
clueweb12-1214wb-79-16316,336.0,6.0,10.0,0.743,0.723,0.902,174.0,6.0,6.0,5.075,4.0,12.167
clueweb12-0111wb-10-15702,229.0,3.0,2.0,0.775,0.775,0.706,124.0,6.0,1.0,5.613,3.0,10.0
clueweb12-1912wb-88-06226,2129.0,22.0,25.0,0.731,0.617,0.766,963.0,30.0,25.0,5.979,6.2,8.28
clueweb12-0810wb-08-03169,18.0,0.0,0.0,0.755,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0
clueweb12-1508wb-89-11080,95.0,0.0,2.0,0.822,0.0,0.841,43.0,0.0,1.0,5.837,0.0,6.0
clueweb12-0807wb-25-33633,21.0,0.0,0.0,0.735,0.0,0.0,11.0,0.0,0.0,7.273,0.0,0.0
clueweb12-1812wb-37-28287,539.0,23.0,15.0,0.716,0.643,0.785,343.0,28.0,14.0,5.647,4.607,7.857
clueweb12-0108wb-52-26836,232.0,8.0,3.0,0.76,0.568,0.567,110.0,7.0,3.0,5.782,3.714,6.0
clueweb12-0108wb-76-09395,2031.0,88.0,54.0,0.747,0.712,0.767,1290.0,96.0,48.0,4.826,4.177,7.083
clueweb12-0208wb-50-14623,74.0,0.0,0.0,0.819,0.0,0.0,39.0,0.0,0.0,7.615,0.0,0.0
clueweb12-0711wb-72-01000,306.0,8.0,0.0,0.743,0.537,0.0,141.0,13.0,0.0,6.511,8.308,0.0
clueweb12-1706wb-07-14984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1801wb-56-05194,142.0,9.0,3.0,0.686,0.605,0.829,96.0,12.0,1.0,5.167,3.417,13.0
clueweb12-1313wb-76-17469,418.0,19.0,15.0,0.756,0.618,0.743,214.0,22.0,10.0,6.093,4.455,6.4
clueweb12-1901wb-75-27472,1443.0,21.0,27.0,0.784,0.643,0.776,774.0,24.0,23.0,5.629,7.333,10.043
clueweb12-1413wb-80-00460,7040.0,345.0,17.0,0.695,0.638,0.667,4266.0,392.0,7.0,6.853,11.712,6.286
clueweb12-0108wb-41-09958,579.0,13.0,14.0,0.739,0.542,0.727,333.0,14.0,15.0,6.381,4.071,6.4
clueweb12-1205wb-13-01668,16.0,1.0,0.0,0.781,0.588,0.0,11.0,1.0,0.0,4.545,3.0,0.0
clueweb12-0004wb-25-31912,74.0,2.0,2.0,0.713,0.685,0.632,47.0,2.0,1.0,5.596,4.5,4.0
clueweb12-1501wb-75-23593,1232.0,14.0,5.0,0.742,0.727,0.738,839.0,16.0,2.0,5.254,4.312,6.5
clueweb12-0111wb-24-12763,2371.0,130.0,39.0,0.725,0.627,0.786,1693.0,134.0,38.0,4.742,5.672,8.789
clueweb12-0005wb-03-33869,775.0,8.0,8.0,0.772,0.612,0.858,405.0,7.0,4.0,3.704,7.0,5.0
clueweb12-1400tw-39-22265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0007wb-16-15601,355.0,3.0,17.0,0.753,0.726,0.903,214.0,3.0,14.0,5.336,3.0,11.5
clueweb12-1911wb-21-23637,530.0,7.0,15.0,0.77,0.738,0.792,299.0,10.0,10.0,5.157,6.3,8.9
clueweb12-1500tw-98-10567,191.0,5.0,0.0,0.811,0.613,0.0,103.0,5.0,0.0,5.932,3.8,0.0
clueweb12-0011wb-84-30168,249.0,1.0,4.0,0.774,0.327,0.947,187.0,1.0,3.0,5.267,22.0,13.0
clueweb12-1103wb-51-20969,8121.0,367.0,34.0,0.737,0.512,0.746,4628.0,419.0,33.0,5.498,4.921,6.727
clueweb12-1213wb-71-25554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0204wb-22-04401,115.0,0.0,0.0,0.801,0.0,0.0,59.0,2.0,0.0,4.559,4.0,0.0
clueweb12-1111wb-43-12886,15.0,0.0,0.0,0.792,0.0,0.0,10.0,0.0,0.0,6.1,0.0,0.0
clueweb12-0507wb-17-16452,836.0,44.0,4.0,0.736,0.598,0.955,476.0,42.0,4.0,5.099,8.667,13.0
clueweb12-0917wb-21-03438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0500tw-16-10859,562.0,0.0,2.0,0.818,0.0,0.952,289.0,0.0,0.0,6.737,0.0,0.0
clueweb12-1913wb-05-05992,21.0,1.0,0.0,0.772,0.888,0.0,12.0,1.0,0.0,5.083,3.0,0.0
clueweb12-0816wb-39-04602,3070.0,163.0,71.0,0.715,0.55,0.637,1700.0,190.0,61.0,6.108,6.147,9.77
clueweb12-1409wb-18-25722,764.0,8.0,9.0,0.757,0.426,0.933,419.0,7.0,3.0,5.609,19.714,13.0
clueweb12-1515wb-51-26748,783.0,65.0,5.0,0.768,0.577,0.88,410.0,35.0,3.0,6.002,7.029,3.333
clueweb12-1300tw-24-17916,191.0,2.0,3.0,0.769,0.72,0.676,94.0,6.0,1.0,6.553,3.0,3.0
clueweb12-0204wb-26-26931,157.0,1.0,0.0,0.742,0.888,0.0,94.0,1.0,0.0,4.553,3.0,0.0
clueweb12-0100wb-00-24374,483.0,0.0,4.0,0.77,0.0,0.817,220.0,0.0,0.0,5.614,0.0,0.0
clueweb12-0904wb-66-09461,160.0,2.0,0.0,0.795,0.688,0.0,90.0,2.0,0.0,5.622,5.0,0.0
clueweb12-0111wb-93-06280,81.0,2.0,0.0,0.772,0.774,0.0,46.0,2.0,0.0,5.174,4.5,0.0
clueweb12-1315wb-39-18210,2270.0,205.0,54.0,0.701,0.614,0.718,1332.0,214.0,48.0,4.994,4.654,7.812
clueweb12-1213wb-62-04948,742.0,45.0,1.0,0.732,0.554,0.926,410.0,46.0,0.0,5.888,10.848,0.0
clueweb12-0010wb-31-18333,102.0,9.0,2.0,0.739,0.643,0.955,62.0,9.0,2.0,7.5,6.111,13.0
clueweb12-0104wb-61-11151,30.0,1.0,1.0,0.781,0.888,0.926,11.0,1.0,0.0,4.455,3.0,0.0
clueweb12-1202wb-51-04037,579.0,3.0,0.0,0.746,0.568,0.0,298.0,4.0,0.0,6.339,9.0,0.0
clueweb12-0008wb-14-03065,15.0,0.0,0.0,0.742,0.0,0.0,10.0,0.0,0.0,4.4,0.0,0.0
clueweb12-1809wb-74-26413,187.0,3.0,9.0,0.743,0.766,0.776,91.0,4.0,6.0,4.769,4.75,7.833
clueweb12-0905wb-07-13457,101.0,2.0,2.0,0.696,0.401,0.846,49.0,2.0,2.0,6.408,3.0,10.5
clueweb12-1205wb-36-26576,16.0,1.0,0.0,0.798,0.888,0.0,9.0,2.0,0.0,5.667,3.0,0.0
clueweb12-0208wb-44-20713,777.0,64.0,15.0,0.695,0.493,0.749,500.0,69.0,10.0,5.35,7.391,5.6
clueweb12-1712wb-55-08635,1059.0,1.0,7.0,0.778,0.627,0.631,417.0,31.0,7.0,6.024,12.194,9.857
clueweb12-0907wb-55-10743,132.0,1.0,1.0,0.737,0.587,0.955,59.0,1.0,1.0,5.763,10.0,13.0
clueweb12-1216wb-98-06452,326.0,32.0,22.0,0.77,0.693,0.729,228.0,31.0,18.0,5.588,5.355,6.944
clueweb12-1709wb-97-09303,389.0,21.0,8.0,0.759,0.683,0.757,279.0,23.0,7.0,5.344,4.826,9.0
clueweb12-1913wb-49-19772,141.0,0.0,0.0,0.779,0.0,0.0,78.0,0.0,0.0,5.141,0.0,0.0
clueweb12-0211wb-42-23709,548.0,20.0,12.0,0.793,0.682,0.851,251.0,20.0,11.0,6.43,5.15,7.909
clueweb12-0307wb-84-26264,1225.0,3.0,13.0,0.764,0.892,0.8,602.0,2.0,13.0,4.57,3.0,8.615
clueweb12-1913wb-84-03617,8911.0,268.0,187.0,0.731,0.785,0.683,5149.0,274.0,147.0,6.528,3.781,7.34
clueweb12-0105wb-44-14480,1182.0,17.0,4.0,0.694,0.641,0.579,584.0,15.0,0.0,6.217,4.4,0.0
clueweb12-0603wb-31-33090,46.0,0.0,0.0,0.795,0.0,0.0,21.0,0.0,0.0,4.048,0.0,0.0
clueweb12-0210wb-14-14151,451.0,4.0,9.0,0.735,0.678,0.667,286.0,8.0,8.0,5.584,3.875,6.125
clueweb12-1005wb-48-08897,16.0,1.0,0.0,0.637,0.678,0.0,9.0,1.0,0.0,9.667,3.0,0.0
clueweb12-1406wb-87-10375,245.0,4.0,9.0,0.766,0.739,0.901,120.0,4.0,8.0,4.492,1.5,12.0
clueweb12-0309wb-17-00013,120.0,0.0,2.0,0.75,0.0,0.959,52.0,0.0,2.0,6.846,0.0,10.5
clueweb12-1604wb-09-04465,2628.0,19.0,16.0,0.757,0.723,0.709,1567.0,32.0,15.0,8.183,5.031,6.333
clueweb12-0400wb-54-27780,35.0,0.0,0.0,0.771,0.0,0.0,18.0,0.0,0.0,3.833,0.0,0.0
clueweb12-0112wb-60-18466,43.0,5.0,0.0,0.722,0.562,0.0,27.0,5.0,0.0,7.185,17.0,0.0
clueweb12-1600wb-82-17489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1716wb-58-11619,234.0,4.0,3.0,0.761,0.773,0.861,131.0,9.0,1.0,6.244,4.444,13.0
clueweb12-1002wb-76-00805,616.0,11.0,17.0,0.724,0.651,0.906,388.0,13.0,16.0,7.634,6.385,11.0
clueweb12-0000wb-59-09402,532.0,4.0,112.0,0.71,0.561,0.465,312.0,4.0,67.0,5.734,3.25,8.925
clueweb12-0716wb-10-03861,54.0,0.0,5.0,0.77,0.0,0.706,35.0,0.0,5.0,5.457,0.0,9.8
clueweb12-1105wb-31-22898,209.0,1.0,0.0,0.753,0.888,0.0,116.0,1.0,0.0,5.457,3.0,0.0
clueweb12-0108wb-09-23096,286.0,5.0,19.0,0.722,0.705,0.784,187.0,6.0,18.0,4.893,5.5,6.667
clueweb12-0202wb-93-11899,1503.0,71.0,92.0,0.796,0.699,0.84,811.0,88.0,58.0,5.58,5.182,9.741
clueweb12-0410wb-78-31853,629.0,30.0,10.0,0.761,0.628,0.953,402.0,31.0,8.0,5.341,8.194,13.0
clueweb12-0501wb-81-32857,855.0,0.0,5.0,0.771,0.0,0.52,366.0,4.0,2.0,6.161,4.0,7.0
clueweb12-0409wb-80-07109,851.0,20.0,3.0,0.731,0.822,0.957,529.0,22.0,2.0,5.335,3.227,13.0
clueweb12-0704wb-57-16269,564.0,6.0,5.0,0.799,0.689,0.851,315.0,12.0,2.0,6.432,8.083,13.0
clueweb12-0303wb-10-07940,110.0,9.0,4.0,0.786,0.697,0.867,64.0,4.0,3.0,4.062,5.5,10.667
clueweb12-0208wb-51-31444,499.0,6.0,18.0,0.768,0.617,0.794,304.0,8.0,8.0,5.516,6.625,9.125
clueweb12-1000wb-33-15138,246.0,6.0,7.0,0.738,0.708,0.719,157.0,9.0,8.0,8.134,5.444,9.375
clueweb12-1107wb-74-06795,98.0,3.0,0.0,0.72,0.53,0.0,61.0,2.0,0.0,5.77,8.5,0.0
clueweb12-1214wb-72-12464,1936.0,77.0,63.0,0.683,0.625,0.694,1251.0,83.0,57.0,5.703,4.735,7.298
clueweb12-0304wb-37-32503,976.0,41.0,10.0,0.745,0.64,0.735,718.0,44.0,8.0,7.224,4.295,3.75
clueweb12-0700wb-47-12353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0205wb-96-10912,406.0,1.0,0.0,0.744,0.299,0.0,176.0,6.0,2.0,4.023,10.833,4.0
clueweb12-1020wb-69-06385,70.0,0.0,0.0,0.745,0.0,0.0,36.0,0.0,0.0,5.0,0.0,0.0
clueweb12-1300tw-22-06451,38.0,0.0,2.0,0.821,0.0,1.0,20.0,0.0,0.0,6.1,0.0,0.0
clueweb12-0606wb-35-00540,35.0,0.0,0.0,0.762,0.0,0.0,28.0,0.0,0.0,3.893,0.0,0.0
clueweb12-0407wb-62-34677,232.0,1.0,2.0,0.788,0.9,0.708,117.0,1.0,2.0,4.786,4.0,12.5
clueweb12-0509wb-88-17199,101.0,0.0,1.0,0.777,0.0,0.758,74.0,0.0,0.0,7.081,0.0,0.0
clueweb12-0602wb-95-20802,1576.0,54.0,6.0,0.739,0.628,0.732,782.0,63.0,3.0,6.845,11.873,6.333
clueweb12-0009wb-00-01483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0008wb-30-25857,103.0,1.0,0.0,0.703,0.445,0.0,51.0,1.0,0.0,4.804,10.0,0.0
clueweb12-1701wb-81-25565,209.0,5.0,10.0,0.764,0.45,0.729,126.0,7.0,8.0,6.095,8.571,7.75
clueweb12-1213wb-15-28976,2391.0,146.0,121.0,0.748,0.527,0.775,1446.0,159.0,109.0,5.598,6.113,8.092
clueweb12-1904wb-40-09532,69.0,1.0,0.0,0.751,0.588,0.0,38.0,2.0,0.0,5.447,3.0,0.0
clueweb12-0209wb-70-10550,732.0,57.0,5.0,0.761,0.738,0.693,425.0,73.0,5.0,4.616,3.822,3.4
clueweb12-1601wb-48-17117,17.0,1.0,0.0,0.833,0.888,0.0,8.0,1.0,0.0,4.125,3.0,0.0
clueweb12-1611wb-85-06696,1441.0,9.0,17.0,0.754,0.611,0.829,787.0,10.0,10.0,5.094,6.4,10.7
clueweb12-1103wb-55-09072,293.0,6.0,32.0,0.754,0.63,0.754,185.0,7.0,33.0,6.141,7.714,9.697
clueweb12-0506wb-68-10099,481.0,9.0,12.0,0.732,0.786,0.617,293.0,13.0,6.0,7.246,5.077,7.0
clueweb12-0000wb-00-38215,179.0,4.0,0.0,0.785,0.888,0.0,99.0,5.0,0.0,4.768,3.2,0.0
clueweb12-0102wb-07-14344,2217.0,94.0,22.0,0.751,0.614,0.828,1287.0,95.0,13.0,6.151,8.379,6.769
clueweb12-1313wb-44-21371,1352.0,117.0,18.0,0.729,0.583,0.804,732.0,122.0,12.0,5.564,6.713,10.917
clueweb12-0202wb-80-05806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0401wb-05-16305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0312wb-29-30580,5097.0,142.0,51.0,0.666,0.599,0.75,2990.0,144.0,47.0,6.214,6.431,5.383
clueweb12-0013wb-45-19118,36.0,1.0,0.0,0.717,0.888,0.0,16.0,1.0,0.0,5.625,3.0,0.0
clueweb12-0611wb-33-22103,553.0,63.0,17.0,0.725,0.627,0.837,349.0,59.0,14.0,6.338,6.136,7.5
clueweb12-0311wb-01-26515,857.0,59.0,46.0,0.736,0.435,0.778,532.0,59.0,40.0,6.299,6.864,5.8
clueweb12-0606wb-62-26905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1200wb-30-30594,65.0,2.0,0.0,0.725,0.888,0.0,30.0,2.0,2.0,4.367,3.0,4.5
clueweb12-0401wb-12-10703,1190.0,19.0,15.0,0.689,0.656,0.547,661.0,18.0,14.0,5.469,4.833,7.643
clueweb12-1115wb-69-01540,2093.0,14.0,5.0,0.78,0.655,0.956,829.0,14.0,0.0,5.376,7.0,0.0
clueweb12-0405wb-03-29490,469.0,1.0,2.0,0.778,0.55,0.778,263.0,5.0,1.0,6.091,3.8,2.0
clueweb12-1605wb-71-30056,16.0,0.0,0.0,0.792,0.0,0.0,8.0,0.0,0.0,5.125,0.0,0.0
clueweb12-1115wb-15-19634,1417.0,27.0,59.0,0.79,0.54,0.84,731.0,27.0,43.0,5.99,7.333,8.279
clueweb12-0604wb-57-05854,3688.0,37.0,8.0,0.679,0.729,0.826,1870.0,45.0,5.0,5.612,7.0,11.4
clueweb12-1011wb-53-06560,12.0,1.0,0.0,0.821,0.888,0.0,11.0,1.0,0.0,2.455,3.0,0.0
clueweb12-1201wb-78-18912,19.0,0.0,0.0,0.765,0.0,0.0,18.0,0.0,0.0,3.5,0.0,0.0
clueweb12-1000tw-71-14359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0707wb-63-32066,1112.0,119.0,8.0,0.709,0.556,0.741,719.0,119.0,6.0,4.562,3.412,7.667
clueweb12-1007wb-85-11003,109.0,3.0,0.0,0.81,0.688,0.0,51.0,3.0,0.0,6.0,3.0,0.0
clueweb12-1612wb-96-22024,2377.0,8.0,59.0,0.783,0.472,0.635,1210.0,22.0,27.0,6.667,11.091,8.741
clueweb12-0001wb-53-40845,290.0,11.0,3.0,0.708,0.679,0.571,174.0,11.0,0.0,4.626,6.818,0.0
clueweb12-1100wb-74-10758,16.0,0.0,0.0,0.801,0.0,0.0,11.0,0.0,0.0,7.545,0.0,0.0
clueweb12-0511wb-65-31578,985.0,3.0,4.0,0.787,0.748,0.574,410.0,2.0,1.0,5.576,3.0,2.0
clueweb12-1900wb-78-27927,3526.0,30.0,42.0,0.782,0.594,0.783,1888.0,45.0,19.0,5.977,7.133,6.579
clueweb12-0915wb-48-16752,151.0,0.0,0.0,0.688,0.0,0.0,93.0,0.0,0.0,5.28,0.0,0.0
clueweb12-0202wb-52-12160,794.0,10.0,29.0,0.792,0.639,0.882,366.0,13.0,23.0,5.298,5.923,12.13
clueweb12-0818wb-13-03891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0608wb-09-27133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1010wb-35-05805,31.0,0.0,0.0,0.853,0.0,0.0,18.0,0.0,0.0,8.111,0.0,0.0
clueweb12-0101wb-45-01022,298.0,7.0,23.0,0.783,0.745,0.896,183.0,10.0,21.0,5.497,3.5,11.095
clueweb12-0007wb-93-27122,180.0,4.0,3.0,0.817,0.526,0.719,95.0,3.0,2.0,6.779,5.0,6.5
clueweb12-0804wb-75-01574,58.0,0.0,0.0,0.815,0.0,0.0,32.0,0.0,0.0,5.625,0.0,0.0
clueweb12-0101wb-80-08133,400.0,7.0,18.0,0.806,0.747,0.923,233.0,9.0,7.0,5.438,3.889,12.571
clueweb12-0200wb-31-28691,2159.0,48.0,42.0,0.76,0.679,0.732,1467.0,51.0,31.0,6.059,5.0,7.129
clueweb12-1201wb-03-26895,176.0,0.0,0.0,0.757,0.0,0.0,70.0,0.0,0.0,6.3,0.0,0.0
clueweb12-0200tw-35-18752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1903wb-81-01949,273.0,9.0,6.0,0.752,0.594,0.844,170.0,9.0,6.0,4.718,8.889,8.667
clueweb12-1803wb-16-04890,294.0,0.0,0.0,0.74,0.0,0.0,125.0,0.0,0.0,4.808,0.0,0.0
clueweb12-0913wb-22-19600,7184.0,72.0,215.0,0.757,0.587,0.834,3935.0,105.0,141.0,6.374,7.2,10.234
clueweb12-0900wb-54-15901,350.0,4.0,2.0,0.743,0.76,0.765,229.0,5.0,0.0,6.703,11.6,0.0
clueweb12-0405wb-78-13791,121.0,2.0,1.0,0.73,0.567,0.955,77.0,4.0,1.0,5.221,5.5,13.0
clueweb12-1516wb-78-06698,580.0,8.0,9.0,0.792,0.738,0.722,400.0,14.0,7.0,6.9,11.929,9.857
clueweb12-0602wb-10-30633,265.0,2.0,7.0,0.746,0.454,0.628,117.0,2.0,7.0,6.615,13.0,8.0
clueweb12-1004wb-75-06029,135.0,0.0,0.0,0.77,0.0,0.0,64.0,0.0,0.0,4.672,0.0,0.0
clueweb12-1113wb-60-28327,464.0,10.0,22.0,0.769,0.675,0.89,252.0,17.0,15.0,7.079,5.824,10.533
clueweb12-1911wb-91-33296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1800wb-07-22751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0300wb-26-04796,401.0,11.0,53.0,0.792,0.707,0.872,227.0,13.0,49.0,6.022,4.692,10.878
clueweb12-0918wb-02-18435,209.0,2.0,1.0,0.767,0.454,0.926,108.0,2.0,0.0,6.583,5.5,0.0
clueweb12-1016wb-38-28753,5135.0,49.0,82.0,0.783,0.705,0.896,2776.0,71.0,58.0,5.732,4.268,12.034
clueweb12-1116wb-28-25227,21344.0,332.0,1187.0,0.744,0.581,0.883,13792.0,367.0,1057.0,6.046,9.877,12.086
clueweb12-0510wb-22-02513,68.0,6.0,4.0,0.78,0.463,0.854,46.0,7.0,1.0,5.587,5.286,4.0
clueweb12-1408wb-98-23394,2519.0,99.0,163.0,0.781,0.59,0.828,1403.0,120.0,115.0,6.416,11.225,7.643
clueweb12-0300wb-07-19146,2248.0,67.0,12.0,0.803,0.657,0.885,1212.0,71.0,6.0,5.834,7.958,8.333
clueweb12-1218wb-43-10547,569.0,13.0,17.0,0.77,0.699,0.776,294.0,22.0,11.0,5.517,8.318,6.364
clueweb12-0606wb-34-22343,72.0,1.0,0.0,0.715,0.888,0.0,49.0,1.0,0.0,5.776,3.0,0.0
clueweb12-0409wb-55-19272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1804wb-42-32797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0200wb-78-26130,730.0,7.0,5.0,0.774,0.713,0.892,402.0,13.0,5.0,4.443,7.308,11.0
clueweb12-1106wb-36-17064,89.0,6.0,0.0,0.684,0.512,0.0,50.0,8.0,0.0,6.18,7.75,0.0
clueweb12-1102wb-32-14487,436.0,5.0,0.0,0.716,0.675,0.0,194.0,6.0,0.0,5.923,4.667,0.0
clueweb12-0004wb-47-14896,214.0,9.0,5.0,0.757,0.534,0.747,112.0,13.0,4.0,5.411,7.846,7.75
clueweb12-0409wb-21-25028,93.0,2.0,0.0,0.782,0.678,0.0,62.0,2.0,0.0,4.339,3.0,0.0
clueweb12-0000wb-33-13681,442.0,16.0,0.0,0.753,0.719,0.0,257.0,16.0,0.0,6.292,4.688,0.0
clueweb12-1209wb-57-08037,187.0,2.0,0.0,0.758,0.598,0.0,132.0,2.0,0.0,4.167,12.5,0.0
clueweb12-0410wb-76-29132,373.0,2.0,1.0,0.696,0.578,0.955,175.0,2.0,1.0,4.32,4.0,13.0
clueweb12-0102wb-20-03079,1533.0,30.0,36.0,0.747,0.594,0.817,926.0,31.0,28.0,5.451,5.839,9.214
clueweb12-1617wb-23-18261,265.0,27.0,4.0,0.746,0.585,0.821,109.0,15.0,2.0,4.596,5.267,8.0
clueweb12-0303wb-88-10070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1115wb-23-15172,241.0,2.0,4.0,0.786,0.833,0.768,110.0,3.0,1.0,6.045,9.667,10.0
clueweb12-0913wb-10-22715,545.0,7.0,2.0,0.764,0.637,0.642,330.0,8.0,0.0,4.597,4.375,0.0
clueweb12-0201wb-40-13858,348.0,20.0,7.0,0.754,0.672,0.599,211.0,13.0,5.0,5.517,9.615,7.0
clueweb12-0202wb-29-02814,445.0,29.0,6.0,0.749,0.629,0.918,261.0,32.0,0.0,6.395,9.875,0.0
clueweb12-0108wb-52-08220,187.0,3.0,1.0,0.789,0.694,0.963,117.0,3.0,0.0,6.889,9.333,0.0
clueweb12-0205wb-13-12297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1700wb-57-07723,151.0,1.0,1.0,0.794,0.327,0.885,94.0,1.0,1.0,4.745,22.0,4.0
clueweb12-1503wb-34-29574,1700.0,8.0,7.0,0.815,0.47,0.844,837.0,16.0,1.0,5.962,11.062,4.0
clueweb12-1004wb-52-13264,302.0,11.0,2.0,0.727,0.729,0.926,180.0,14.0,2.0,4.456,4.5,10.0
clueweb12-0303wb-95-19540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0609wb-61-17798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1805wb-98-26446,2366.0,36.0,25.0,0.789,0.608,0.809,1466.0,44.0,16.0,5.97,9.659,8.312
clueweb12-1412wb-84-33807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1400tw-61-11592,447.0,1.0,2.0,0.756,0.888,0.955,255.0,1.0,2.0,7.282,3.0,13.0
clueweb12-1109wb-38-00952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1006wb-18-24177,872.0,7.0,6.0,0.694,0.522,0.649,442.0,7.0,6.0,7.186,12.857,5.5
clueweb12-0000wb-67-34014,42.0,0.0,3.0,0.76,0.0,0.908,26.0,0.0,3.0,6.385,0.0,7.0
clueweb12-0005wb-77-14440,761.0,80.0,3.0,0.731,0.614,0.934,482.0,82.0,2.0,6.129,6.341,8.5
clueweb12-0204wb-78-08307,192.0,13.0,3.0,0.715,0.594,0.926,124.0,13.0,0.0,5.395,4.231,0.0
clueweb12-0211wb-49-23724,59.0,7.0,0.0,0.681,0.637,0.0,39.0,7.0,0.0,4.308,7.0,0.0
clueweb12-0001wb-16-11158,35.0,2.0,0.0,0.759,0.351,0.0,24.0,2.0,0.0,4.583,5.0,0.0
clueweb12-1707wb-35-21987,2017.0,10.0,25.0,0.649,0.651,0.838,926.0,11.0,20.0,4.796,12.364,12.0
clueweb12-1400wb-79-04340,1464.0,18.0,31.0,0.751,0.548,0.92,830.0,19.0,28.0,6.5,6.053,12.179
