filename,n_abbrs,n_as,n_blockquotes,n_bolds,n_cites,n_divs,n_dls,n_forms,n_h1s,n_h2s,n_h3s,n_h4s,n_h5s,n_h6s,n_hs,n_imgs,n_inputs,n_links,n_lists,n_ols,n_ps,n_qs,n_scripts,n_spans,n_table,n_uls
clueweb12-0111wb-31-13712,0,82,0,0,0,36,0,1,0,0,2,0,0,0,2,5,4,11,10,0,9,0,15,72,4,10
clueweb12-0210wb-10-26157,0,133,0,2,0,0,0,1,0,0,0,0,0,0,0,126,2,0,0,0,11,0,0,40,46,0
clueweb12-1405wb-38-17665,0,51,0,0,0,37,0,2,1,1,1,0,0,0,3,49,7,5,2,0,8,0,11,7,18,2
clueweb12-0112wb-26-28572,0,546,0,8,0,270,0,3,1,9,78,18,5,0,111,12,14,2,105,0,23,0,31,51,2,105
clueweb12-0915wb-75-20814,1,17,0,1,0,19,0,0,1,0,0,0,0,0,1,53,0,0,0,0,8,0,0,0,10,0
clueweb12-1813wb-18-04650,0,186,0,0,0,49,0,1,1,0,0,0,0,0,1,8,4,3,9,0,11,0,17,2,0,9
clueweb12-1101wb-61-15135,0,152,0,0,0,90,0,1,1,5,1,1,0,0,8,10,5,4,33,0,45,0,0,20,0,33
clueweb12-0816wb-37-26899,0,72,0,9,0,27,0,2,1,1,0,0,0,0,2,50,30,2,2,0,103,0,25,0,28,2
clueweb12-1901wb-06-19438,0,13,5,18,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,24,2,0
clueweb12-0704wb-18-05094,0,247,0,0,0,266,0,2,1,3,0,0,0,0,4,9,16,3,21,0,33,0,16,31,0,21
clueweb12-1804wb-00-26386,0,25,0,4,0,3,0,0,1,0,2,0,0,0,3,11,0,0,0,0,22,0,1,1,9,0
clueweb12-0105wb-66-19148,0,62,0,0,0,56,0,1,0,0,0,23,0,0,23,5,6,2,13,0,27,0,11,0,1,13
clueweb12-1003wb-73-11481,0,123,0,0,0,74,0,1,10,4,0,0,0,0,14,2,2,7,18,0,120,0,3,20,0,18
clueweb12-1807wb-22-11840,0,49,0,2,0,11,0,2,0,0,0,0,0,0,0,83,7,1,2,0,10,0,4,5,14,2
clueweb12-0007wb-35-31575,0,5,0,2,2,3,0,1,1,3,0,0,0,0,4,2,8,0,2,0,83,0,5,0,3,2
clueweb12-1713wb-98-08639,0,244,0,0,0,47,0,1,0,0,0,0,0,0,0,53,6,3,17,0,22,0,28,16,26,17
clueweb12-0210wb-76-01643,0,65,0,10,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,280,0,15,0,5,0
clueweb12-1300tw-13-22942,2,2336,0,1,0,53,0,1,2,1,7,5,0,0,15,11,2,9,32,0,14,0,16,4,0,32
clueweb12-0815wb-87-16180,0,41,0,0,0,44,0,2,2,4,0,0,0,0,6,2,9,40,3,0,15,0,32,4,0,3
clueweb12-0301wb-49-10073,0,46,8,51,0,17,0,10,1,2,1,1,11,0,16,5,14,1,2,0,40,0,6,6,45,2
clueweb12-1703wb-10-21591,0,14,0,0,0,11,0,0,1,1,1,0,0,0,3,0,0,1,2,0,14,0,0,0,0,2
clueweb12-1416wb-35-13132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clueweb12-1007wb-06-07273,0,154,0,15,0,160,0,4,3,5,5,0,0,0,13,52,29,5,5,2,17,7,23,138,4,3
clueweb12-0302wb-50-13000,0,9,0,0,0,0,1,0,0,2,7,0,0,0,9,0,0,0,3,0,24,0,0,0,1,2
clueweb12-1704wb-75-19483,0,52,0,1,0,7,0,0,1,5,10,0,0,0,16,3,0,3,0,0,12,0,7,45,1,0
clueweb12-0404wb-06-22176,0,98,0,0,0,35,0,1,1,5,10,0,0,0,16,1,3,10,7,0,29,0,4,95,2,7
clueweb12-0818wb-61-01007,0,45,0,0,0,22,0,2,1,20,1,0,0,0,22,4,15,0,5,0,19,0,4,5,1,5
clueweb12-0100wb-22-15152,0,117,0,1,1,53,2,1,1,1,3,0,2,0,7,8,2,3,21,2,12,1,28,3,0,17
clueweb12-0300tw-79-16163,2,303,0,3,0,89,0,4,10,10,18,0,0,0,38,11,14,92,28,18,77,0,33,1082,2,10
clueweb12-1608wb-14-25864,0,154,0,3,0,9,0,3,0,0,0,0,0,0,0,40,13,3,0,0,19,0,33,0,8,0
clueweb12-1020wb-30-12659,0,140,0,0,0,33,2,2,1,1,1,0,0,0,3,12,11,11,49,2,17,0,13,91,0,45
clueweb12-1202wb-25-19460,0,119,0,0,0,58,0,1,2,1,9,0,0,0,12,9,2,8,9,0,7,0,17,8,0,9
clueweb12-0917wb-26-09565,0,83,0,0,0,66,0,0,1,19,3,0,0,0,23,6,0,8,15,0,23,0,22,9,1,15
clueweb12-1212wb-53-05238,0,60,0,0,0,33,0,1,1,0,0,0,0,0,1,5,4,4,1,0,35,0,12,87,12,1
clueweb12-0612wb-34-01782,0,10,0,15,0,1,0,0,1,0,0,0,0,0,1,4,0,0,1,1,28,0,0,0,1,0
clueweb12-1807wb-50-27972,0,199,0,0,0,115,0,2,1,7,4,0,0,0,12,1,9,9,6,0,5,0,7,41,0,6
clueweb12-0103wb-93-21275,0,33,0,18,0,3,0,0,0,0,0,0,0,0,0,10,0,1,0,0,54,0,0,0,4,0
clueweb12-1707wb-94-06208,0,219,0,8,0,144,0,1,1,6,0,0,0,0,7,7,2,8,17,0,53,0,14,31,3,17
clueweb12-1615wb-62-00576,0,7,0,2,0,6,0,1,0,0,0,0,0,0,0,2,8,0,0,0,8,0,4,10,3,0
clueweb12-1306wb-77-26060,0,162,0,34,0,66,0,6,1,4,11,0,0,0,16,11,27,28,20,0,52,0,52,6,1,20
clueweb12-1017wb-34-29228,0,52,0,0,0,28,0,1,1,1,2,0,0,0,4,0,2,9,4,0,1,0,0,17,0,4
clueweb12-0601wb-89-30699,0,27,0,4,0,20,0,3,0,0,0,0,0,0,0,10,17,2,0,0,10,0,6,8,40,0
clueweb12-0209wb-22-04129,0,45,0,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,62,5,0
clueweb12-0612wb-17-16852,0,123,0,0,0,19,0,1,0,0,0,0,0,0,0,53,3,2,1,0,53,0,0,63,25,1
clueweb12-0700tw-70-14879,2,139,0,1,0,47,0,3,1,0,3,8,0,0,12,6,20,15,12,1,21,0,23,8,1,11
clueweb12-0818wb-79-06058,3,108,0,5,0,58,0,1,2,1,0,9,0,0,12,7,2,6,6,0,14,0,12,12,0,6
clueweb12-0211wb-90-12216,0,56,0,0,0,15,1,2,1,1,6,0,0,0,8,12,4,3,16,0,34,0,6,22,4,15
clueweb12-0712wb-60-04873,0,140,0,0,0,213,0,0,0,10,0,2,0,0,12,1,0,8,4,0,229,0,8,10,2,4
clueweb12-1710wb-94-27484,0,171,0,12,0,60,0,3,1,1,1,0,0,0,3,8,9,8,21,0,11,0,13,159,3,21
clueweb12-1810wb-15-07660,0,215,0,0,0,46,0,1,1,9,0,0,0,0,10,3,7,5,5,0,4,0,11,3,4,5
clueweb12-1601wb-51-13909,0,56,0,0,0,176,0,1,1,3,0,1,0,0,5,10,14,3,6,0,10,0,57,29,1,6
clueweb12-1111wb-59-06418,0,51,0,5,0,40,0,1,1,1,2,0,0,0,4,6,2,6,5,0,19,0,13,19,0,5
clueweb12-1615wb-50-05898,0,17,0,0,0,11,0,0,1,0,0,0,0,0,1,1,0,4,1,0,6,0,3,1,0,1
clueweb12-0011wb-75-28230,0,45,0,0,0,33,1,1,2,2,0,1,0,0,5,9,2,9,9,0,11,0,28,3,0,8
clueweb12-0704wb-95-13742,0,304,0,5,0,198,0,4,1,15,0,0,0,0,16,39,14,4,28,0,34,0,32,153,4,28
clueweb12-0606wb-19-20106,0,5,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,1,0
clueweb12-0206wb-91-02197,0,35,0,3,0,10,0,3,1,6,1,0,0,0,8,10,15,1,5,0,17,0,5,1,7,5
clueweb12-0209wb-95-25352,0,15,0,0,0,10,0,0,0,1,1,1,0,0,3,3,0,8,1,0,0,0,2,0,0,1
clueweb12-0101wb-38-06062,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,4,0
clueweb12-0105wb-57-03520,0,116,0,0,0,112,0,3,1,6,4,0,0,0,11,29,52,12,19,0,11,0,30,14,5,19
clueweb12-1903wb-56-20037,0,661,0,3,0,57,0,4,1,0,1,0,0,0,2,29,50,4,1,0,1,0,30,21,24,1
clueweb12-1600tw-46-01569,0,110,0,0,0,25,0,4,0,12,1,0,0,0,13,25,11,14,7,0,33,0,16,14,9,7
clueweb12-1710wb-40-21218,0,37,0,0,0,19,0,0,0,1,1,0,0,0,2,10,0,6,4,0,13,0,0,8,1,4
clueweb12-1516wb-35-13419,0,147,0,1,0,50,1,1,1,3,3,0,0,0,7,6,1,6,8,0,18,0,13,17,0,7
clueweb12-1514wb-00-11137,2,72,0,0,0,42,0,1,1,5,3,0,0,0,9,1,4,8,4,0,5,0,7,66,0,4
clueweb12-0013wb-65-04241,0,123,0,1,0,19,0,0,0,0,0,0,0,0,0,10,0,2,15,0,16,0,12,82,24,15
clueweb12-0111wb-27-09585,0,53,0,4,0,0,0,1,0,0,0,0,0,0,0,42,2,1,0,0,11,0,5,0,7,0
clueweb12-0112wb-52-07744,0,187,0,0,0,31,0,5,1,5,2,24,1,0,33,5,15,8,15,0,54,0,14,0,0,15
clueweb12-0109wb-48-29367,0,6,5,40,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,173,0,0,0,3,0
clueweb12-0404wb-76-21727,0,224,0,12,0,38,0,1,1,16,1,0,0,0,18,10,11,3,22,0,2,0,15,7,1,22
clueweb12-1500wb-55-00834,0,195,0,0,0,74,0,1,1,2,14,0,0,0,17,2,2,15,14,0,7,0,29,20,0,14
clueweb12-1401wb-81-25991,0,180,1,14,0,207,0,5,2,5,7,0,0,0,14,57,42,5,5,2,17,0,28,154,3,3
clueweb12-0200tw-88-09707,0,57,0,2,0,14,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,7,1,11,0
clueweb12-0818wb-78-12620,0,148,0,29,0,37,0,2,0,1,9,7,0,0,17,44,6,0,16,8,54,0,0,6,53,8
clueweb12-1204wb-71-24589,0,88,0,1,0,161,0,1,1,2,0,0,0,0,3,5,4,2,1,0,0,0,2,29,1,1
clueweb12-1308wb-29-26899,2,387,0,0,0,65,0,0,1,10,7,0,0,0,18,0,0,11,8,0,10,0,5,124,0,8
clueweb12-0106wb-12-01091,0,54,0,8,0,42,0,0,1,0,0,0,0,0,1,3,0,1,3,0,7,0,6,15,1,3
clueweb12-0601wb-74-28589,0,102,0,0,0,109,0,1,2,14,1,0,0,0,17,14,11,6,28,0,41,0,8,2,0,28
clueweb12-0203wb-49-20551,0,16,2,0,0,1,0,1,1,0,2,0,0,0,3,37,5,1,4,0,10,0,5,1,6,4
clueweb12-1216wb-95-00254,0,22,0,23,0,45,0,5,1,5,8,0,0,0,14,17,21,2,3,0,17,0,14,15,12,3
clueweb12-0816wb-63-24727,2,175,0,0,0,24,0,2,1,15,3,0,0,0,19,14,6,9,11,0,48,0,16,6,1,11
clueweb12-1601wb-54-16865,0,657,0,0,0,53,0,1,1,0,0,6,0,0,7,26,7,4,1,0,4,0,34,26,32,1
clueweb12-1717wb-28-02003,0,41,0,4,0,101,0,2,1,1,0,0,0,0,2,7,7,23,8,0,22,0,9,10,0,8
clueweb12-0006wb-49-06737,0,75,0,23,0,82,0,1,2,12,1,5,1,0,21,6,7,1,10,0,57,0,21,21,1,10
clueweb12-1004wb-45-12039,0,39,0,0,0,62,0,2,1,10,29,0,0,0,40,3,9,20,6,0,57,0,14,5,0,6
clueweb12-0608wb-61-16922,0,683,0,7,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,39,0,45,0,9,0
clueweb12-0004wb-28-20296,0,221,0,8,0,419,0,3,1,0,2,0,0,1,3,76,21,1,20,1,85,0,47,69,1,19
clueweb12-1501wb-26-05375,0,71,0,1,0,46,0,1,0,4,0,0,0,0,4,7,2,14,5,0,12,0,23,1,7,5
clueweb12-1603wb-47-04394,0,153,0,8,0,157,0,4,2,5,6,0,0,0,13,45,33,5,4,2,17,1,26,138,3,2
clueweb12-1803wb-55-07267,0,32,0,11,0,14,0,2,0,0,0,0,0,0,0,33,19,1,0,0,73,0,16,60,16,0
clueweb12-0300wb-97-13127,0,127,0,0,0,33,0,0,1,0,0,0,0,0,1,15,0,8,20,0,18,0,12,0,0,20
clueweb12-1212wb-54-11817,0,18,0,17,0,30,0,1,2,3,0,0,0,0,5,11,12,2,0,0,0,0,22,0,4,0
clueweb12-1503wb-87-08746,0,114,0,1,0,66,0,2,1,0,8,0,0,0,9,3,8,7,30,0,16,0,12,5,0,30
clueweb12-1709wb-27-10354,0,212,0,0,0,60,0,2,2,1,6,1,0,0,10,17,9,5,31,0,16,0,16,8,0,31
clueweb12-1104wb-68-18831,1,121,1,0,0,27,0,1,1,1,17,0,0,0,19,6,2,13,15,0,26,0,15,7,0,15
clueweb12-1200wb-52-06123,0,92,0,0,0,52,0,1,1,2,10,3,0,0,16,0,2,8,3,0,95,0,0,10,0,3
clueweb12-1401wb-30-08712,0,56,0,0,0,21,0,1,1,0,14,0,0,0,15,48,0,1,0,0,84,0,8,2,23,0
clueweb12-1602wb-97-02808,0,143,0,1,0,50,1,1,1,3,3,0,0,0,7,6,1,6,8,0,18,0,13,17,0,7
clueweb12-0807wb-34-20731,0,159,0,0,0,99,0,3,1,19,6,0,0,0,26,10,8,6,29,1,91,0,24,53,2,28
clueweb12-1416wb-48-06156,0,131,1,4,0,12,0,0,1,4,0,0,0,0,5,1,0,5,1,1,26,0,16,144,15,0
clueweb12-0000tw-19-00831,1,375,0,0,0,48,0,1,0,1,1,0,0,0,2,4,2,1,14,0,47,0,49,13,0,14
clueweb12-0805wb-67-04311,0,61,0,0,0,124,0,2,1,2,1,1,0,0,5,6,5,4,10,0,19,0,37,37,12,10
clueweb12-0205wb-50-29802,0,102,18,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,14,4,85,0,1,0,7,10
clueweb12-0609wb-03-01748,0,300,0,70,0,10,0,1,0,0,0,0,0,0,0,32,10,3,16,0,72,0,18,0,18,16
clueweb12-1100tw-93-11193,0,9,0,0,0,26,0,1,2,9,22,0,0,0,33,22,11,12,7,1,124,0,6,3,1,6
clueweb12-0105wb-45-27719,0,86,27,207,0,42,0,6,0,0,0,0,0,0,0,56,30,1,0,0,132,0,0,13,41,0
clueweb12-1706wb-90-05353,0,157,0,0,0,17,0,2,1,6,0,0,0,0,7,1,6,9,4,0,25,0,11,4,0,4
clueweb12-0210wb-24-06988,0,62,0,0,0,4,0,1,0,0,0,0,0,0,0,36,3,2,2,1,14,0,7,56,57,1
clueweb12-1800wb-91-07580,0,202,0,6,0,125,0,0,3,0,5,1,0,0,9,9,0,10,18,0,72,0,26,17,0,18
clueweb12-1902wb-87-27009,0,135,0,0,0,36,0,2,1,0,2,7,0,0,10,8,5,4,28,0,9,0,7,0,0,28
clueweb12-1912wb-14-02283,0,172,0,64,0,0,0,2,0,0,0,0,0,0,0,65,10,0,6,0,0,0,1,1,49,6
clueweb12-0411wb-63-08236,0,182,0,116,0,9,0,0,2,2,1,0,0,1,5,10,0,2,49,0,3,0,4,8,303,49
clueweb12-1813wb-15-22913,0,43,0,0,0,68,3,1,1,2,0,2,0,0,5,36,2,9,14,0,14,0,26,32,1,11
clueweb12-1013wb-01-05216,0,206,0,24,0,236,0,5,3,5,5,0,0,0,13,70,41,5,5,2,17,12,28,198,4,3
clueweb12-0103wb-10-18778,0,137,0,0,0,27,0,1,1,6,4,0,0,0,11,0,2,7,5,0,59,0,1,0,1,5
clueweb12-0301tw-16-10943,0,158,0,2,0,88,0,2,1,2,2,3,0,0,8,20,11,11,8,1,23,0,26,17,0,7
clueweb12-0604wb-06-08088,0,157,1,92,0,0,0,1,0,0,0,0,0,0,0,31,2,0,5,0,0,0,0,0,10,5
clueweb12-1715wb-09-03264,1,19,0,0,0,34,0,1,0,1,2,0,0,0,3,3,7,18,54,2,182,0,8,12,1,52
clueweb12-0509wb-73-15551,0,262,0,1,0,10,0,3,1,0,0,0,0,0,1,14,7,4,3,0,1,0,15,11,23,3
clueweb12-1503wb-01-14882,0,30,0,32,0,13,0,1,3,0,0,0,0,0,3,13,0,1,1,0,0,0,0,6,12,1
clueweb12-1903wb-88-13718,0,77,0,0,0,25,0,1,1,4,10,0,0,0,15,10,2,6,13,0,14,0,3,1,0,13
clueweb12-0704wb-29-15922,0,22,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,13,0,2,4,0,0
clueweb12-0909wb-89-34407,0,52,0,0,0,151,0,3,1,0,2,0,0,0,3,16,4,22,5,0,6,0,32,48,2,5
clueweb12-1402wb-72-07095,0,21,0,10,0,10,0,1,0,0,0,0,0,0,0,8,0,1,0,0,28,0,0,1,12,0
clueweb12-1314wb-67-20201,0,121,0,2,0,48,0,2,1,0,11,0,0,0,12,4,4,4,16,0,53,0,11,91,2,16
clueweb12-1309wb-85-09294,0,96,0,0,0,231,0,2,1,1,33,1,11,0,47,76,6,9,9,0,161,0,27,27,19,9
clueweb12-0302wb-26-03547,0,751,0,11,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,1,0,3,3,6,0
clueweb12-1705wb-77-13130,0,97,0,0,0,55,0,2,3,1,9,0,0,0,13,5,4,37,10,0,11,0,30,8,0,10
clueweb12-0309wb-35-22975,5,95,19,0,0,28,0,1,1,10,6,0,0,0,17,6,1,3,9,4,96,0,0,1,1,5
clueweb12-0301wb-30-07715,0,73,0,6,0,16,0,1,0,0,0,0,0,0,0,36,3,2,0,0,0,0,6,3,13,0
clueweb12-0405wb-59-24444,0,93,0,2,0,67,15,3,1,17,1,0,0,0,19,5,28,3,31,2,7,0,33,7,0,14
clueweb12-0816wb-65-10217,3,107,0,5,0,58,0,1,2,1,0,9,0,0,12,7,2,6,6,0,14,0,12,12,0,6
clueweb12-0203wb-10-06374,2,120,0,1,0,34,0,2,3,7,0,0,0,0,10,0,7,7,9,0,9,0,6,2,0,9
clueweb12-0208wb-92-16674,0,77,0,0,0,17,0,1,0,0,0,0,0,0,0,9,3,3,10,0,21,0,3,21,44,10
clueweb12-0701wb-52-33523,0,127,0,0,0,25,0,0,0,0,0,0,0,0,0,34,2,3,18,2,35,0,9,43,7,16
clueweb12-0207wb-94-15486,0,29,0,0,0,19,0,1,1,1,0,0,1,0,3,2,4,2,7,0,10,0,10,0,0,7
clueweb12-0301wb-48-34662,0,67,0,0,0,119,0,2,1,0,4,3,0,0,8,19,9,18,13,0,2,0,13,48,1,13
clueweb12-1506wb-96-10797,0,25,0,31,0,26,0,0,2,0,6,0,0,0,8,17,0,0,3,0,11,0,0,11,3,3
clueweb12-0809wb-72-18790,0,61,0,34,0,20,0,1,1,2,0,0,0,0,3,7,2,1,15,0,12,0,23,1,17,15
clueweb12-0506wb-38-03122,0,91,0,0,0,43,0,1,2,5,0,0,0,0,7,10,5,2,9,0,9,0,40,8,1,9
clueweb12-1717wb-10-28799,0,150,0,0,0,76,0,2,1,0,1,7,10,0,19,2,13,13,13,0,14,0,8,14,0,13
clueweb12-1303wb-61-27461,0,30,0,24,0,13,0,1,3,0,0,0,0,0,3,13,0,1,1,0,0,0,0,6,12,1
clueweb12-1802wb-93-00116,0,1,0,1,0,0,0,0,1,0,4,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0
clueweb12-0505wb-37-13650,0,63,0,3,0,3,0,1,0,0,0,0,0,0,0,16,2,1,0,0,15,0,7,11,18,0
clueweb12-1213wb-24-24546,0,123,0,0,0,25,0,1,1,0,0,3,1,0,5,8,0,12,28,3,7,0,8,2,0,25
clueweb12-1402wb-54-36323,0,21,0,0,0,14,0,1,1,1,1,0,0,0,3,0,6,6,0,0,28,0,7,0,0,0
clueweb12-0102wb-18-07618,2,110,0,0,0,18,0,1,1,6,2,0,0,0,9,0,2,6,7,0,18,0,2,0,0,7
clueweb12-0102wb-00-30724,0,188,0,0,0,71,0,2,1,11,11,0,0,0,23,22,4,30,11,0,140,0,9,94,0,11
clueweb12-0905wb-24-08081,0,51,0,0,0,51,0,1,1,0,22,0,0,0,23,8,3,18,18,0,18,0,17,29,0,18
clueweb12-1105wb-24-05422,0,222,0,76,0,19,0,0,1,1,1,0,0,0,3,2,1,4,2,0,193,0,14,15,1,2
clueweb12-1604wb-36-17415,0,273,0,0,0,16,7,2,1,0,0,0,0,0,1,6,6,8,529,0,35,0,5,23,20,522
clueweb12-1900tw-67-00529,2,68,0,0,0,46,0,2,2,5,5,0,0,0,12,25,10,20,6,0,144,0,17,23,0,6
clueweb12-0401wb-08-14489,0,143,0,0,0,76,0,3,1,7,15,0,0,0,23,26,20,8,6,2,60,0,23,3,0,4
clueweb12-1511wb-11-03976,0,8,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,5,0,0,0,2,0
clueweb12-1203wb-34-22972,0,140,0,0,0,162,0,2,1,5,4,3,0,0,13,4,6,11,7,0,12,0,7,188,0,7
clueweb12-0715wb-75-13933,0,85,0,1,0,56,1,3,2,0,6,1,0,0,9,18,34,7,18,0,5,0,26,27,5,17
clueweb12-0401wb-71-03611,0,92,0,201,0,14,0,1,11,21,9,0,0,0,41,7,9,2,6,3,156,0,8,62,23,3
clueweb12-0301wb-78-25794,0,37,0,0,0,19,0,0,2,20,0,0,0,0,22,1,0,1,7,0,29,0,6,5,0,7
clueweb12-0300wb-69-24319,0,9,1,7,0,11,0,2,0,0,0,0,0,0,0,7,4,0,0,0,0,0,6,0,6,0
clueweb12-0004wb-85-05587,0,100,0,1,0,98,0,2,1,0,1,0,0,0,2,5,5,5,9,0,59,0,30,27,8,9
clueweb12-1102wb-54-24239,0,43,0,1,0,51,0,1,1,8,3,0,0,0,12,9,2,10,10,0,0,0,2,4,0,10
clueweb12-1414wb-85-09092,0,216,0,0,0,4,0,1,1,1,1,1,1,0,5,2,4,1,2,0,45,0,12,0,7,2
clueweb12-1210wb-83-00177,0,19,0,9,0,19,0,0,1,2,2,0,0,0,5,3,0,2,5,0,2,0,0,4,3,5
clueweb12-0202wb-06-07633,0,168,0,26,0,4,0,3,24,0,0,0,0,0,24,30,16,0,0,0,38,0,15,23,30,0
clueweb12-1506wb-18-27182,1,137,0,0,1,76,0,3,1,3,3,7,0,0,14,29,13,19,21,9,12,0,22,75,0,12
clueweb12-0303wb-86-04261,3,37,0,0,0,29,0,2,3,4,1,0,0,0,8,13,8,53,5,0,6,0,6,1,1,5
clueweb12-0204wb-08-27533,0,25,0,4,0,1,0,0,0,0,0,0,0,0,0,6,0,1,2,0,29,0,11,1,3,2
clueweb12-0008wb-89-11379,0,142,0,0,0,76,0,3,1,7,15,0,0,0,23,26,20,8,6,2,76,0,23,3,0,4
clueweb12-0409wb-44-22152,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,0,0,0,1,0,9,0
clueweb12-0102wb-45-27288,0,130,1,0,0,65,0,3,1,6,6,0,0,0,13,4,17,17,20,2,30,0,28,26,0,18
clueweb12-0805wb-69-12172,0,222,0,0,0,63,0,2,0,7,21,0,2,0,30,39,9,15,24,2,40,0,8,40,22,22
clueweb12-1106wb-89-01361,1,452,4,49,0,205,0,4,2,5,3,0,0,0,10,31,17,12,79,0,6,0,29,206,6,79
clueweb12-0605wb-81-12142,0,132,0,0,0,6,0,5,0,0,0,0,0,0,0,93,4,11,6,0,0,0,15,5,65,6
clueweb12-1416wb-18-11691,0,55,0,0,0,80,0,4,1,8,4,0,0,0,13,9,17,8,4,0,41,0,18,18,0,4
clueweb12-0603wb-14-20422,0,43,1,10,0,80,0,0,1,3,14,26,61,65,105,48,0,3,86,4,670,0,7,10,4,82
clueweb12-1509wb-05-26181,0,18,0,7,0,4,0,2,1,11,0,1,0,0,13,1,6,0,0,0,16,0,9,6,3,0
clueweb12-1209wb-84-17196,0,65,0,0,0,31,0,1,0,1,6,0,0,0,7,12,5,1,4,0,12,0,14,7,27,4
clueweb12-0401wb-36-03037,0,176,0,0,0,76,0,3,1,7,15,0,0,0,23,25,20,8,7,2,73,0,23,3,0,5
clueweb12-0108wb-38-10762,0,46,0,14,0,38,0,2,2,0,1,0,0,0,3,3,6,11,3,0,16,0,8,1,2,3
clueweb12-1515wb-85-14924,0,153,0,17,0,9,0,1,3,0,3,0,0,0,6,145,5,4,0,0,71,0,11,12,2,0
clueweb12-0310wb-18-09804,0,132,1,0,0,43,0,3,2,5,18,0,0,0,25,21,10,5,13,0,69,0,12,4,1,13
clueweb12-0918wb-21-17491,0,12,0,19,0,7,3,0,0,1,0,0,0,0,1,5,0,3,11,1,55,0,3,5,10,7
clueweb12-0211wb-84-27545,0,112,0,0,0,85,0,1,2,0,0,0,0,0,2,12,2,4,22,0,1,0,9,23,9,22
clueweb12-1705wb-17-12172,0,78,1,1,0,28,0,1,2,5,0,0,0,0,7,8,1,4,3,0,11,0,8,53,1,3
clueweb12-0105wb-30-30721,0,42,5,25,0,26,0,0,1,0,16,44,29,0,90,9,0,3,23,1,425,0,7,16,6,22
clueweb12-0105wb-33-13325,0,75,33,0,3,7,1,1,1,1,1,0,1,1,4,5,2,4,2,0,311,0,11,0,6,1
clueweb12-1500wb-58-18242,0,29,0,34,0,13,0,1,3,0,0,0,0,0,3,13,0,1,1,0,0,0,0,6,12,1
clueweb12-1504wb-37-15156,0,3,0,1,0,7,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,4,1,0,0
clueweb12-1900tw-22-15466,2,2339,0,1,0,53,0,1,2,1,7,5,0,0,15,11,2,9,32,0,18,0,16,4,0,32
clueweb12-1215wb-14-06890,0,12,0,0,0,12,0,0,1,0,0,0,0,0,1,1,0,1,4,0,9,0,0,1,2,4
clueweb12-1615wb-34-01758,2,143,0,0,0,43,0,3,1,4,6,0,0,0,11,21,7,8,7,0,12,0,3,67,0,7
clueweb12-0403wb-62-19454,0,70,0,0,0,9,0,1,2,7,4,0,0,0,13,8,4,1,7,0,18,0,6,2,1,7
clueweb12-0605wb-26-21118,0,44,0,17,0,2,0,0,2,0,1,0,0,0,3,6,0,1,3,0,22,0,2,0,7,3
clueweb12-0403wb-33-24171,0,20,0,11,0,9,0,1,0,2,0,1,1,0,4,4,4,1,4,0,18,0,12,0,4,4
clueweb12-0410wb-92-10865,0,119,0,58,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,403,0,2,0,5,0
clueweb12-0500wb-59-35791,0,188,12,9,0,122,0,5,1,4,19,0,0,0,24,15,21,4,13,0,70,0,31,47,6,13
clueweb12-1411wb-46-25148,2,128,0,0,0,64,0,2,2,1,0,11,0,0,14,18,10,12,10,0,17,0,24,1,0,10
clueweb12-1813wb-62-24116,0,472,0,0,0,96,0,4,1,3,0,1,5,0,10,7,82,15,34,3,99,0,43,154,0,31
clueweb12-0305wb-08-10690,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,3,1,0
clueweb12-0817wb-55-07120,0,13,0,9,0,16,0,1,0,6,2,16,0,0,24,0,4,0,19,0,47,0,0,19,17,19
clueweb12-0818wb-57-02823,0,27,0,0,0,18,1,0,1,0,0,0,0,0,1,3,0,2,7,0,1,0,5,0,0,6
clueweb12-1218wb-51-32213,0,40,0,21,0,164,0,0,1,4,0,0,0,0,5,15,0,14,5,0,3,0,22,3,0,5
clueweb12-1208wb-61-10238,0,101,0,3,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,22,0,9,0,8,0
