filename,spam
clueweb12-0508wb-20-04638,67
clueweb12-0508wb-24-00757,60
clueweb12-0508wb-26-06637,85
clueweb12-0508wb-26-06652,84
clueweb12-0508wb-29-34490,17
clueweb12-0508wb-30-16935,89
clueweb12-0508wb-35-26369,65
clueweb12-0508wb-35-28628,37
clueweb12-0508wb-40-27151,54
clueweb12-0508wb-41-00367,83
clueweb12-0508wb-41-00524,87
clueweb12-0508wb-43-29599,81
clueweb12-0508wb-43-29770,85
clueweb12-0508wb-43-29784,89
clueweb12-0508wb-46-15215,81
clueweb12-0508wb-48-15869,84
clueweb12-0508wb-48-16016,87
clueweb12-0508wb-50-23675,61
clueweb12-0508wb-50-25801,0
clueweb12-0508wb-51-06481,75
clueweb12-0508wb-54-26076,11
clueweb12-0508wb-56-22781,5
clueweb12-0508wb-57-03244,79
clueweb12-0508wb-57-05601,84
clueweb12-0508wb-60-23376,1
clueweb12-0508wb-63-31682,62
clueweb12-0508wb-67-01629,66
clueweb12-0508wb-67-28638,37
clueweb12-0508wb-67-29599,65
clueweb12-0508wb-67-32338,24
clueweb12-0508wb-68-28605,81
clueweb12-0508wb-69-23357,74
clueweb12-0508wb-72-05845,86
clueweb12-0508wb-75-13409,21
clueweb12-0508wb-75-16668,30
clueweb12-0508wb-77-06659,97
clueweb12-0508wb-79-33298,1
clueweb12-0508wb-80-04448,0
clueweb12-0508wb-80-23427,3
clueweb12-0508wb-84-23370,64
clueweb12-0508wb-84-35512,69
clueweb12-0508wb-85-28728,35
clueweb12-0508wb-88-00716,93
clueweb12-0508wb-88-11843,93
clueweb12-0508wb-90-25031,93
clueweb12-0508wb-91-02646,2
clueweb12-0508wb-91-02660,2
clueweb12-0508wb-91-29707,2
clueweb12-0508wb-91-36602,88
clueweb12-0508wb-94-09737,90
clueweb12-0508wb-94-15901,73
clueweb12-0508wb-94-22644,52
clueweb12-0509wb-01-11396,87
clueweb12-0509wb-01-22469,95
clueweb12-0509wb-01-30608,27
clueweb12-0509wb-06-23518,5
clueweb12-0509wb-08-11550,83
clueweb12-0509wb-12-33128,18
clueweb12-0509wb-13-23473,58
clueweb12-0509wb-14-17728,44
clueweb12-0509wb-15-11462,37
clueweb12-0509wb-17-26627,87
clueweb12-0509wb-19-31597,63
clueweb12-0509wb-22-08289,67
clueweb12-0509wb-22-19380,13
clueweb12-0509wb-23-14199,53
clueweb12-0509wb-23-22086,1
clueweb12-0509wb-23-22100,1
clueweb12-0509wb-24-03750,54
clueweb12-0509wb-34-23915,90
clueweb12-0509wb-35-28872,0
clueweb12-0509wb-36-10553,88
clueweb12-0509wb-36-13163,89
clueweb12-0509wb-37-06349,95
clueweb12-0509wb-37-06751,16
clueweb12-0509wb-38-16254,79
clueweb12-0509wb-40-19209,95
clueweb12-0509wb-41-11983,25
clueweb12-0509wb-42-15527,1
clueweb12-0509wb-42-15541,4
clueweb12-0509wb-43-20670,87
clueweb12-0509wb-46-14213,54
clueweb12-0509wb-46-25183,89
clueweb12-0509wb-50-28270,20
clueweb12-0509wb-53-01778,83
clueweb12-0509wb-60-11882,96
clueweb12-0509wb-61-05707,1
clueweb12-0509wb-64-32283,40
clueweb12-0509wb-66-10146,63
clueweb12-0509wb-66-14524,71
clueweb12-0509wb-66-14538,53
clueweb12-0509wb-67-04870,42
clueweb12-0509wb-67-20187,90
clueweb12-0509wb-69-26184,87
clueweb12-0509wb-73-15537,1
clueweb12-0509wb-73-15551,2
clueweb12-0509wb-73-19849,16
clueweb12-0509wb-79-06505,95
clueweb12-0509wb-79-19319,70
clueweb12-0509wb-87-23885,83
clueweb12-0509wb-88-02983,98
clueweb12-0509wb-88-17199,65
clueweb12-0509wb-88-32124,2
clueweb12-0509wb-88-32152,0
clueweb12-0509wb-90-02432,87
clueweb12-0509wb-90-06476,4
clueweb12-0509wb-92-22166,39
clueweb12-0510wb-00-20366,60
clueweb12-0510wb-01-09034,88
clueweb12-0510wb-01-16861,89
clueweb12-0510wb-03-24185,10
clueweb12-0510wb-07-14587,97
clueweb12-0510wb-09-23036,86
clueweb12-0510wb-10-10391,99
clueweb12-0510wb-12-05677,26
clueweb12-0510wb-13-14697,71
clueweb12-0510wb-13-27784,95
clueweb12-0510wb-14-06549,79
clueweb12-0510wb-14-24527,60
clueweb12-0510wb-15-17502,98
clueweb12-0510wb-18-05496,0
clueweb12-0510wb-20-16524,10
clueweb12-0510wb-21-27130,1
clueweb12-0510wb-22-02513,94
clueweb12-0510wb-22-17237,55
clueweb12-0510wb-25-10105,42
clueweb12-0510wb-26-07949,36
clueweb12-0510wb-27-17476,82
clueweb12-0510wb-31-03254,60
clueweb12-0510wb-31-30488,4
clueweb12-0510wb-33-01726,69
clueweb12-0510wb-33-01754,20
clueweb12-0510wb-33-13844,94
clueweb12-0510wb-33-17316,0
clueweb12-0510wb-33-19079,60
clueweb12-0510wb-34-20331,85
clueweb12-0510wb-35-06571,97
clueweb12-0510wb-36-30544,66
clueweb12-0510wb-37-09560,93
clueweb12-0510wb-41-01727,85
clueweb12-0510wb-45-26754,54
clueweb12-0510wb-45-26768,27
clueweb12-0510wb-47-11869,84
clueweb12-0510wb-50-14150,98
clueweb12-0510wb-51-31145,68
clueweb12-0510wb-52-01367,49
clueweb12-0510wb-52-01395,58
clueweb12-0510wb-53-06125,86
clueweb12-0510wb-58-21311,14
clueweb12-0510wb-58-25078,84
clueweb12-0510wb-58-28703,18
clueweb12-0510wb-59-16194,93
clueweb12-0510wb-60-26959,59
clueweb12-0510wb-60-28736,64
clueweb12-0510wb-61-17386,1
clueweb12-0510wb-62-11626,49
clueweb12-0510wb-65-02721,14
clueweb12-0510wb-73-17133,86
clueweb12-0510wb-73-21512,67
clueweb12-0510wb-73-21526,27
clueweb12-0510wb-73-21540,48
clueweb12-0510wb-75-00319,1
clueweb12-0510wb-75-18490,45
clueweb12-0510wb-79-24899,71
clueweb12-0510wb-82-07877,70
clueweb12-0510wb-82-23829,79
clueweb12-0510wb-83-09477,1
clueweb12-0510wb-83-09505,0
clueweb12-0510wb-84-03266,68
clueweb12-0510wb-85-02972,99
clueweb12-0510wb-92-15462,87
clueweb12-0510wb-92-17504,19
clueweb12-0510wb-92-21168,4
clueweb12-0510wb-93-01060,0
clueweb12-0510wb-96-17148,48
clueweb12-0510wb-97-27210,98
clueweb12-0511wb-00-05486,11
clueweb12-0511wb-00-14828,0
clueweb12-0511wb-04-29703,85
clueweb12-0511wb-05-27680,97
clueweb12-0511wb-07-09515,2
clueweb12-0511wb-07-27372,72
clueweb12-0511wb-08-09045,80
clueweb12-0511wb-08-26188,91
clueweb12-0511wb-08-28884,83
clueweb12-0511wb-09-18602,95
clueweb12-0511wb-10-14022,99
clueweb12-0511wb-15-03323,59
clueweb12-0511wb-15-15388,70
clueweb12-0511wb-16-00978,12
clueweb12-0511wb-18-08092,28
clueweb12-0511wb-18-25632,7
clueweb12-0511wb-20-13848,65
clueweb12-0511wb-21-05018,64
clueweb12-0511wb-21-18025,61
clueweb12-0511wb-23-30329,97
clueweb12-0511wb-24-25420,76
clueweb12-0511wb-25-15384,96
clueweb12-0511wb-25-25522,71
clueweb12-0511wb-26-22550,99
clueweb12-0511wb-29-13841,26
clueweb12-0511wb-29-28522,34
clueweb12-0511wb-31-21750,57
clueweb12-0511wb-36-19712,73
clueweb12-0511wb-36-23687,89
clueweb12-0511wb-37-01990,44
clueweb12-0511wb-37-15781,97
clueweb12-0511wb-38-02940,91
clueweb12-0511wb-40-34417,84
clueweb12-0511wb-44-10439,84
clueweb12-0511wb-46-25283,77
clueweb12-0511wb-47-09940,55
clueweb12-0511wb-50-18775,64
clueweb12-0511wb-54-22606,97
clueweb12-0511wb-59-02772,79
clueweb12-0511wb-59-24893,65
clueweb12-0511wb-60-26345,89
clueweb12-0511wb-64-06238,62
clueweb12-0511wb-65-31578,92
clueweb12-0511wb-66-21683,31
clueweb12-0511wb-68-02086,72
clueweb12-0511wb-68-32007,4
clueweb12-0511wb-68-33225,0
clueweb12-0511wb-69-10947,93
clueweb12-0511wb-69-14034,19
clueweb12-0511wb-71-26211,78
clueweb12-0511wb-75-13963,22
clueweb12-0511wb-75-24523,4
clueweb12-0511wb-78-02497,94
clueweb12-0511wb-79-17266,87
clueweb12-0511wb-79-23524,98
clueweb12-0511wb-81-22690,89
clueweb12-0511wb-84-31525,33
clueweb12-0511wb-84-31539,36
clueweb12-0511wb-84-31553,24
clueweb12-0511wb-88-04947,74
clueweb12-0511wb-89-21615,85
clueweb12-0511wb-89-31303,97
clueweb12-0511wb-91-04167,98
clueweb12-0511wb-92-31571,73
clueweb12-0511wb-96-10427,1
clueweb12-0511wb-97-00357,70
clueweb12-0511wb-98-10747,57
clueweb12-0511wb-98-15414,22
clueweb12-0511wb-98-26791,81
clueweb12-0512wb-00-26945,93
clueweb12-0512wb-01-22889,92
clueweb12-0512wb-02-13033,99
clueweb12-0512wb-02-23318,61
clueweb12-0512wb-02-29467,61
clueweb12-0512wb-09-07645,42
clueweb12-0512wb-09-13047,67
clueweb12-0512wb-15-25243,68
clueweb12-0512wb-17-32412,70
clueweb12-0512wb-27-21955,24
clueweb12-0512wb-27-25341,85
clueweb12-0512wb-28-22645,47
clueweb12-0512wb-31-30814,57
clueweb12-0512wb-32-06134,96
clueweb12-0512wb-32-17627,37
clueweb12-0512wb-34-23522,87
clueweb12-0512wb-34-27975,13
clueweb12-0512wb-34-31442,86
clueweb12-0512wb-35-16083,50
clueweb12-0512wb-36-10547,95
clueweb12-0512wb-38-32381,18
clueweb12-0512wb-39-11597,12
clueweb12-0512wb-40-14240,52
clueweb12-0512wb-41-18615,13
clueweb12-0512wb-41-29382,88
clueweb12-0512wb-42-00885,78
clueweb12-0512wb-42-01958,83
clueweb12-0512wb-43-03776,17
clueweb12-0512wb-44-00849,0
clueweb12-0512wb-44-31860,8
clueweb12-0512wb-46-10193,78
clueweb12-0512wb-46-31910,96
clueweb12-0512wb-47-03372,79
clueweb12-0512wb-47-03773,74
clueweb12-0512wb-47-10092,47
clueweb12-0512wb-48-16826,75
clueweb12-0512wb-55-05984,13
clueweb12-0512wb-55-20048,44
clueweb12-0512wb-57-13931,93
clueweb12-0512wb-62-23027,26
clueweb12-0512wb-64-33793,50
clueweb12-0512wb-65-02594,48
clueweb12-0512wb-66-00778,9
clueweb12-0600tw-00-03938,42
clueweb12-0600tw-00-23075,6
clueweb12-0600tw-01-07162,4
clueweb12-0600tw-03-06735,1
clueweb12-0600tw-04-17063,34
clueweb12-0600tw-08-25861,15
clueweb12-0600tw-10-10901,12
clueweb12-0600tw-12-09694,39
clueweb12-0600tw-16-05685,2
clueweb12-0600tw-18-12578,17
clueweb12-0600tw-18-16522,2
clueweb12-0600tw-19-09236,21
clueweb12-0600tw-19-15784,14
clueweb12-0600tw-26-22513,8
clueweb12-0600tw-27-08695,44
clueweb12-0600tw-31-06017,47
clueweb12-0600tw-34-12295,71
clueweb12-0600tw-40-20290,72
clueweb12-0600tw-41-21449,83
clueweb12-0600tw-42-12091,37
clueweb12-0600tw-43-11690,36
clueweb12-0600tw-46-01900,1
clueweb12-0600tw-46-02222,3
clueweb12-0600tw-46-20137,0
clueweb12-0600tw-47-07468,20
clueweb12-0600wb-02-05879,97
clueweb12-0600wb-02-18169,25
clueweb12-0600wb-03-00663,33
clueweb12-0600wb-03-02286,81
clueweb12-0600wb-05-33034,52
clueweb12-0600wb-06-17127,23
clueweb12-0600wb-08-16768,91
clueweb12-0600wb-12-26518,43
clueweb12-0600wb-13-12036,94
clueweb12-0600wb-15-27795,86
clueweb12-0600wb-17-27998,1
clueweb12-0600wb-19-16277,72
clueweb12-0600wb-19-25693,94
clueweb12-0600wb-21-28000,97
clueweb12-0600wb-23-33154,47
clueweb12-0600wb-26-19568,81
clueweb12-0600wb-28-19207,79
clueweb12-0600wb-30-21808,81
clueweb12-0600wb-30-31374,96
clueweb12-0600wb-35-24085,6
clueweb12-0600wb-37-25560,82
clueweb12-0600wb-39-24235,78
clueweb12-0600wb-41-01632,63
clueweb12-0600wb-45-02323,11
clueweb12-0600wb-48-04118,67
clueweb12-0600wb-48-13078,34
clueweb12-0600wb-48-19243,4
clueweb12-0600wb-48-21373,93
clueweb12-0600wb-48-32363,86
clueweb12-0600wb-49-06245,55
clueweb12-0600wb-49-16865,76
clueweb12-0600wb-50-11192,88
clueweb12-0600wb-50-16984,71
clueweb12-0600wb-51-12953,91
clueweb12-0600wb-55-04913,62
clueweb12-0600wb-56-24310,70
clueweb12-0600wb-57-06335,99
clueweb12-0600wb-61-27453,7
clueweb12-0600wb-67-00284,89
clueweb12-0600wb-67-07808,95
clueweb12-0600wb-68-17485,99
clueweb12-0600wb-73-21709,68
clueweb12-0600wb-74-14330,63
clueweb12-0600wb-74-33422,89
clueweb12-0600wb-75-05141,93
clueweb12-0600wb-76-33999,79
clueweb12-0600wb-78-18467,57
clueweb12-0600wb-81-00577,72
clueweb12-0600wb-81-28464,12
clueweb12-0600wb-82-12106,72
clueweb12-0600wb-83-24312,74
clueweb12-0600wb-84-08323,84
clueweb12-0600wb-85-11900,31
clueweb12-0600wb-85-31460,87
clueweb12-0600wb-89-15318,89
clueweb12-0600wb-89-22344,99
clueweb12-0600wb-91-00774,43
clueweb12-0600wb-92-24820,16
clueweb12-0600wb-94-01603,83
clueweb12-0600wb-94-02889,92
clueweb12-0600wb-95-04030,23
clueweb12-0600wb-96-09360,52
clueweb12-0600wb-99-11623,22
clueweb12-0601wb-01-17051,33
clueweb12-0601wb-01-21170,42
clueweb12-0601wb-02-28660,98
clueweb12-0601wb-05-10340,84
clueweb12-0601wb-05-10493,53
clueweb12-0601wb-07-23660,24
clueweb12-0601wb-09-24322,17
clueweb12-0601wb-10-29108,87
clueweb12-0601wb-13-31027,11
clueweb12-0601wb-17-14767,2
clueweb12-0601wb-19-03909,67
clueweb12-0601wb-21-20781,96
clueweb12-0601wb-21-24427,1
clueweb12-0601wb-22-13654,62
clueweb12-0601wb-23-17195,52
clueweb12-0601wb-24-24540,88
clueweb12-0601wb-25-00728,66
clueweb12-0601wb-28-30965,68
clueweb12-0601wb-30-23367,98
clueweb12-0601wb-30-23381,98
clueweb12-0601wb-36-06072,31
clueweb12-0601wb-37-08133,71
clueweb12-0601wb-37-23330,60
clueweb12-0601wb-38-03416,33
clueweb12-0601wb-39-05979,87
clueweb12-0601wb-41-34205,61
clueweb12-0601wb-42-08172,34
clueweb12-0601wb-42-25017,85
clueweb12-0601wb-48-09730,26
clueweb12-0601wb-48-33833,98
clueweb12-0601wb-50-30710,34
clueweb12-0601wb-51-18844,84
clueweb12-0601wb-52-31113,12
clueweb12-0601wb-53-04062,38
clueweb12-0601wb-57-20973,97
clueweb12-0601wb-59-17283,92
clueweb12-0601wb-59-22257,90
clueweb12-0601wb-59-22969,56
clueweb12-0601wb-60-14486,1
clueweb12-0601wb-62-17743,13
clueweb12-0601wb-63-17603,48
clueweb12-0601wb-73-08111,85
clueweb12-0601wb-74-28013,68
clueweb12-0601wb-74-28589,77
clueweb12-0601wb-75-16771,29
clueweb12-0601wb-78-21864,85
clueweb12-0601wb-81-14292,84
clueweb12-0601wb-87-10984,9
clueweb12-0601wb-88-01197,86
clueweb12-0601wb-89-30699,51
clueweb12-0601wb-90-04516,84
clueweb12-0601wb-91-13462,26
clueweb12-0601wb-91-14379,83
clueweb12-0601wb-93-28615,88
clueweb12-0601wb-96-21349,87
clueweb12-0601wb-97-13767,60
clueweb12-0601wb-97-23452,79
clueweb12-0602wb-00-20947,85
clueweb12-0602wb-03-22833,16
clueweb12-0602wb-03-31106,40
clueweb12-0602wb-04-33127,90
clueweb12-0602wb-07-07843,83
clueweb12-0602wb-08-11807,92
clueweb12-0602wb-10-10281,61
clueweb12-0602wb-10-30633,43
clueweb12-0602wb-11-13836,17
clueweb12-0602wb-12-17987,48
clueweb12-0602wb-12-31734,0
clueweb12-0602wb-18-00204,37
clueweb12-0602wb-20-29259,71
clueweb12-0602wb-24-20956,69
clueweb12-0602wb-24-31279,83
clueweb12-0602wb-25-00682,28
clueweb12-0602wb-30-03416,19
clueweb12-0602wb-30-06616,59
clueweb12-0602wb-30-09851,47
clueweb12-0602wb-33-23102,2
clueweb12-0602wb-34-12890,84
clueweb12-0602wb-35-02993,72
clueweb12-0602wb-35-04346,59
clueweb12-0602wb-35-13514,72
clueweb12-0602wb-35-14107,83
clueweb12-0602wb-35-30351,80
clueweb12-0602wb-36-32970,23
clueweb12-0602wb-37-14970,7
clueweb12-0602wb-37-32178,54
clueweb12-0602wb-38-22175,53
clueweb12-0602wb-39-22284,77
clueweb12-0602wb-44-19038,45
clueweb12-0602wb-45-02667,14
clueweb12-0602wb-45-22728,62
clueweb12-0602wb-45-24390,89
clueweb12-0602wb-46-22563,70
clueweb12-0602wb-48-01352,98
clueweb12-0602wb-49-11818,57
clueweb12-0602wb-50-25305,37
clueweb12-0602wb-51-11034,8
clueweb12-0602wb-52-01573,84
clueweb12-0602wb-52-31827,29
clueweb12-0602wb-53-15599,66
clueweb12-0602wb-53-23401,78
clueweb12-0602wb-53-30625,90
clueweb12-0602wb-55-09442,94
clueweb12-0602wb-57-00277,71
clueweb12-0602wb-58-07342,90
clueweb12-0602wb-58-15247,79
clueweb12-0602wb-62-32458,49
clueweb12-0602wb-64-08052,97
clueweb12-0602wb-66-24743,9
clueweb12-0602wb-67-17696,94
clueweb12-0602wb-68-10615,85
clueweb12-0602wb-68-20719,68
clueweb12-0602wb-70-20755,50
clueweb12-0602wb-73-12605,78
clueweb12-0602wb-73-13483,75
clueweb12-0602wb-74-06631,0
clueweb12-0602wb-74-33324,17
clueweb12-0602wb-75-07175,2
clueweb12-0602wb-75-23785,50
clueweb12-0602wb-76-24795,47
clueweb12-0602wb-76-28453,87
clueweb12-0602wb-77-02081,0
clueweb12-0602wb-78-11755,36
clueweb12-0602wb-82-01971,69
clueweb12-0602wb-82-12686,7
clueweb12-0602wb-82-16145,98
clueweb12-0602wb-84-10046,73
clueweb12-0602wb-85-08124,87
clueweb12-0602wb-86-13635,89
clueweb12-0602wb-92-27414,62
clueweb12-0602wb-93-33637,27
clueweb12-0602wb-94-00476,40
clueweb12-0602wb-95-13708,8
clueweb12-0602wb-95-20802,87
clueweb12-0602wb-97-18114,65
clueweb12-0603wb-01-07305,43
clueweb12-0603wb-04-09270,27
clueweb12-0603wb-05-30137,94
clueweb12-0603wb-06-08511,69
clueweb12-0603wb-06-09318,65
clueweb12-0603wb-06-16521,28
clueweb12-0603wb-11-31558,79
clueweb12-0603wb-12-09062,80
clueweb12-0603wb-13-25606,86
clueweb12-0603wb-14-20422,80
clueweb12-0603wb-16-02176,4
clueweb12-0603wb-18-30836,73
clueweb12-0603wb-21-31349,95
clueweb12-0603wb-21-32303,0
clueweb12-0603wb-23-29591,70
clueweb12-0603wb-29-19912,52
clueweb12-0603wb-31-33090,78
clueweb12-0603wb-32-04024,67
clueweb12-0603wb-32-16308,62
clueweb12-0603wb-32-24230,50
clueweb12-0603wb-32-24602,33
clueweb12-0603wb-33-30986,81
clueweb12-0603wb-35-28525,70
clueweb12-0603wb-36-30608,44
clueweb12-0603wb-38-13641,87
clueweb12-0603wb-38-24171,96
clueweb12-0603wb-40-00080,82
clueweb12-0603wb-48-21325,94
clueweb12-0603wb-50-20176,31
clueweb12-0603wb-51-31242,42
clueweb12-0603wb-55-07844,66
clueweb12-0603wb-55-09281,90
clueweb12-0603wb-55-11965,70
clueweb12-0603wb-56-06973,3
clueweb12-0603wb-57-07856,32
clueweb12-0603wb-58-22172,51
clueweb12-0603wb-59-00904,99
clueweb12-0603wb-60-12870,82
clueweb12-0603wb-60-16335,6
clueweb12-0603wb-61-00619,63
clueweb12-0603wb-61-14328,49
clueweb12-0603wb-63-13936,20
clueweb12-0603wb-63-30279,63
clueweb12-0603wb-65-02165,10
clueweb12-0603wb-67-06154,63
clueweb12-0603wb-69-04499,17
clueweb12-0603wb-69-19273,7
clueweb12-0603wb-69-28892,97
clueweb12-0603wb-72-14526,42
clueweb12-0603wb-73-04396,65
clueweb12-0603wb-74-32924,92
clueweb12-0603wb-76-11579,34
clueweb12-0603wb-79-00566,41
clueweb12-0603wb-81-11590,93
clueweb12-0603wb-81-13455,61
clueweb12-0603wb-81-27921,95
clueweb12-0603wb-82-12434,0
clueweb12-0603wb-84-12226,53
clueweb12-0603wb-86-23093,31
clueweb12-0603wb-87-30756,41
clueweb12-0603wb-89-14280,87
clueweb12-0603wb-92-12680,39
clueweb12-0603wb-92-16400,94
clueweb12-0603wb-93-13639,93
clueweb12-0603wb-95-19045,40
clueweb12-0603wb-97-24825,56
clueweb12-0603wb-98-21425,75
clueweb12-0604wb-00-12226,65
clueweb12-0604wb-06-08088,26
clueweb12-0604wb-15-01874,97
clueweb12-0604wb-18-03299,64
clueweb12-0604wb-18-14892,12
clueweb12-0604wb-20-25763,98
clueweb12-0604wb-21-29932,87
clueweb12-0604wb-22-25014,87
clueweb12-0604wb-22-29759,66
clueweb12-0604wb-26-27688,11
clueweb12-0604wb-30-10797,95
clueweb12-0604wb-31-02773,88
clueweb12-0604wb-36-02127,60
clueweb12-0604wb-41-07641,33
clueweb12-0604wb-41-18597,1
clueweb12-0604wb-41-24444,97
clueweb12-0604wb-42-26823,96
clueweb12-0604wb-43-20415,55
clueweb12-0604wb-46-11447,70
clueweb12-0604wb-50-01630,74
clueweb12-0604wb-50-21240,66
clueweb12-0604wb-54-05924,79
clueweb12-0604wb-54-26467,85
clueweb12-0604wb-55-30869,95
clueweb12-0604wb-57-05854,88
clueweb12-0604wb-57-32778,7
clueweb12-0604wb-58-05417,2
clueweb12-0604wb-58-09327,51
clueweb12-0604wb-58-12353,58
clueweb12-0604wb-58-32955,1
clueweb12-0604wb-59-07004,37
clueweb12-0604wb-61-16672,72
clueweb12-0604wb-65-15118,2
clueweb12-0604wb-66-17996,82
clueweb12-0604wb-68-20576,59
clueweb12-0604wb-69-21963,96
clueweb12-0604wb-70-04911,24
clueweb12-0604wb-71-04546,84
clueweb12-0604wb-74-31311,10
clueweb12-0604wb-75-18727,66
clueweb12-0604wb-77-02366,75
clueweb12-0604wb-78-12562,72
clueweb12-0604wb-78-33261,80
clueweb12-0604wb-89-27825,4
clueweb12-0604wb-91-14237,87
clueweb12-0604wb-91-24050,95
clueweb12-0604wb-92-23113,69
clueweb12-0604wb-92-28721,66
clueweb12-0604wb-94-26591,90
clueweb12-0604wb-96-03244,23
clueweb12-0604wb-96-09288,85
clueweb12-0604wb-96-23493,60
clueweb12-0604wb-96-34010,27
clueweb12-0605wb-01-20159,84
clueweb12-0605wb-01-29483,56
clueweb12-0605wb-05-16737,67
clueweb12-0605wb-09-14345,41
clueweb12-0605wb-09-15801,24
clueweb12-0605wb-10-01445,91
clueweb12-0605wb-10-06245,2
clueweb12-0605wb-10-29174,16
clueweb12-0605wb-11-27328,67
clueweb12-0605wb-17-06368,62
clueweb12-0605wb-18-03445,83
clueweb12-0605wb-18-16437,81
clueweb12-0605wb-19-07171,79
clueweb12-0605wb-20-16403,81
clueweb12-0605wb-20-20998,30
clueweb12-0605wb-21-24445,18
clueweb12-0605wb-25-26357,82
clueweb12-0605wb-26-21118,20
clueweb12-0605wb-27-32959,54
clueweb12-0605wb-29-28512,0
clueweb12-0605wb-30-10614,76
clueweb12-0605wb-30-15553,61
clueweb12-0605wb-32-01909,49
clueweb12-0605wb-32-24294,64
clueweb12-0605wb-35-18799,33
clueweb12-0605wb-35-26356,35
clueweb12-0605wb-35-26529,96
clueweb12-0605wb-36-20337,57
clueweb12-0605wb-36-29842,57
clueweb12-0605wb-37-24134,75
clueweb12-0605wb-39-08381,64
clueweb12-0605wb-39-14626,26
clueweb12-0605wb-39-23060,67
clueweb12-0605wb-40-08519,40
clueweb12-0605wb-40-16573,7
clueweb12-0605wb-47-06651,66
clueweb12-0605wb-47-17983,16
clueweb12-0605wb-49-04385,29
clueweb12-0605wb-49-10427,86
clueweb12-0605wb-54-30230,82
clueweb12-0605wb-55-23547,75
clueweb12-0605wb-56-06788,88
clueweb12-0605wb-56-17740,60
clueweb12-0605wb-58-07578,83
clueweb12-0605wb-59-33284,62
clueweb12-0605wb-66-04158,54
clueweb12-0605wb-67-01897,73
clueweb12-0605wb-67-09376,94
clueweb12-0605wb-72-17081,14
clueweb12-0605wb-75-04458,68
clueweb12-0605wb-77-23777,35
clueweb12-0605wb-81-10047,56
clueweb12-0605wb-81-12142,69
clueweb12-0605wb-82-27235,82
clueweb12-0605wb-82-30682,89
clueweb12-0605wb-83-14256,3
clueweb12-0605wb-83-30191,10
clueweb12-0605wb-84-25959,0
clueweb12-0605wb-86-20175,53
clueweb12-0605wb-88-20154,49
clueweb12-0605wb-88-26939,62
clueweb12-0605wb-93-12931,24
clueweb12-0605wb-94-05075,60
clueweb12-0605wb-99-22603,66
clueweb12-0606wb-00-19111,3
clueweb12-0606wb-02-08055,1
clueweb12-0606wb-03-02025,25
clueweb12-0606wb-04-26163,54
clueweb12-0606wb-05-03972,16
clueweb12-0606wb-09-11801,81
clueweb12-0606wb-12-16889,93
clueweb12-0606wb-12-18330,78
clueweb12-0606wb-14-20149,93
clueweb12-0606wb-17-27670,75
clueweb12-0606wb-18-06664,24
clueweb12-0606wb-19-20106,2
clueweb12-0606wb-19-26655,72
clueweb12-0606wb-19-32581,95
clueweb12-0606wb-20-16994,54
clueweb12-0606wb-21-17648,36
clueweb12-0606wb-22-00041,67
clueweb12-0606wb-22-15305,18
clueweb12-0606wb-22-22320,81
clueweb12-0606wb-22-23884,16
clueweb12-0606wb-24-02288,77
clueweb12-0606wb-28-33801,98
clueweb12-0606wb-30-29399,79
clueweb12-0606wb-30-31316,41
clueweb12-0606wb-32-06031,35
clueweb12-0606wb-34-22343,64
clueweb12-0606wb-35-00540,53
clueweb12-0606wb-35-08346,82
clueweb12-0606wb-38-26389,82
clueweb12-0606wb-39-01168,81
clueweb12-0606wb-39-01271,67
clueweb12-0606wb-39-13130,96
clueweb12-0606wb-40-11836,96
clueweb12-0606wb-40-17468,73
clueweb12-0606wb-44-02090,0
clueweb12-0606wb-44-03927,10
clueweb12-0606wb-45-29157,71
clueweb12-0606wb-47-14808,69
clueweb12-0606wb-47-33334,54
clueweb12-0606wb-49-13947,71
clueweb12-0606wb-52-29194,91
clueweb12-0606wb-55-18469,77
clueweb12-0606wb-56-24177,52
clueweb12-0606wb-57-28613,7
clueweb12-0606wb-57-28627,18
clueweb12-0606wb-58-26150,96
clueweb12-0606wb-59-02661,30
clueweb12-0606wb-59-12810,98
clueweb12-0606wb-59-19677,83
clueweb12-0606wb-62-26905,63
clueweb12-0606wb-64-29864,75
clueweb12-0606wb-65-20341,94
clueweb12-0606wb-65-30531,46
clueweb12-0606wb-65-30545,47
clueweb12-0606wb-66-23367,40
clueweb12-0606wb-69-25028,63
clueweb12-0606wb-70-14585,63
clueweb12-0606wb-75-12128,56
clueweb12-0606wb-75-20872,88
clueweb12-0606wb-76-08331,90
clueweb12-0606wb-76-28324,16
clueweb12-0606wb-80-03654,69
clueweb12-0606wb-83-26876,48
clueweb12-0606wb-89-03573,68
clueweb12-0606wb-90-16379,41
clueweb12-0606wb-92-16343,14
clueweb12-0606wb-92-21673,1
clueweb12-0606wb-92-27801,24
clueweb12-0606wb-93-14197,22
clueweb12-0606wb-93-18930,42
clueweb12-0606wb-94-05716,92
clueweb12-0606wb-94-06508,84
clueweb12-0606wb-97-22338,96
clueweb12-0606wb-99-06189,83
clueweb12-0607wb-01-07831,82
clueweb12-0607wb-01-25813,62
clueweb12-0607wb-01-28415,0
clueweb12-0607wb-02-00743,97
clueweb12-0607wb-02-19838,16
clueweb12-0607wb-06-11764,75
clueweb12-0607wb-06-14038,22
clueweb12-0607wb-06-31025,0
